record_date,hour_of_day,city,corridor,congestion_index,avg_speed_kmph,incident_reported,road_closure
2025-01-31,20,Mysuru,Old Town Bypass,0.443,34.7,1,0
2025-01-31,23,Mysuru,Airport Link,0.508,28.1,0,0
2025-01-31,7,Ahmedabad,Airport Link,0.536,26.8,1,1
2025-01-31,10,Ahmedabad,Airport Link,38.0,40.6,1,0
2025-01-31,13,Ahmedabad,Airport Link,0.448,34.9,0,0
2025-01-31,17,Ahmedabad,Port Access Rd,0.835,10.4,0,0
2025-01-31,20,Ahmedabad,IT Corridor,0.65,19.1,1,0
2025-01-31,23,Ahmedabad,Central Market,6.1,62.7,1,0
2025-01-31,7,Lucknow,Airport Link,0.504,29.8,0,0
2025-01-31,10,Lucknow,Old Town Bypass,0.269,44.5,0,0
2025-01-31,13,Lucknow,IT Corridor,0.453,23.4,1,0
2025-01-31,17,Lucknow,Port Access Rd,0.489,24.5,0,0
2025-01-31,20,Lucknow,NH-44 Stretch,50.4,32.8,1,0
2025-01-31,23,Lucknow,IT Corridor,0.207,44.1,0,0
2025-01-31,7,Madurai,NH-44 Stretch,0.405,40.8,1,0
2025-01-31,10,Madurai,Ring Road,0.448,41.2,0,0
2025-01-31,13,Madurai,Airport Link,0.226,45.8,0,0
2025-01-31,17,Madurai,Ring Road,0.396,30.9,0,0
2025-01-31,20,Madurai,Port Access Rd,0.559,28.0,0,0
2025-01-31,23,Madurai,Old Town Bypass,0.139,54.3,1,0
2025-01-31,7,Hyderabad,Port Access Rd,0.51,24.8,0,0
2025-01-31,10,Hyderabad,Industrial Belt,0.326,43.4,1,0
2025-01-31,13,Hyderabad,NH-44 Stretch,0.455,,0,0
2025-01-31,17,Hyderabad,Port Access Rd,0.506,32.3,0,0
2025-01-31,20,Hyderabad,Industrial Belt,0.868,16.2,0,0
2025-01-31,23,Hyderabad,NH-44 Stretch,0.472,34.1,0,0
2025-01-31,7,Kolkata,Industrial Belt,0.654,17.3,1,0
2025-01-31,10,Kolkata,Industrial Belt,0.322,47.6,0,0
2025-01-31,13,Kolkata,Old Town Bypass,0.564,19.5,0,0
2025-01-31,17,Kolkata,IT Corridor,46.5,33.9,0,0
2025-01-31,20,Kolkata,NH-44 Stretch,86.0,12.0,0,0
2025-01-31,23,Kolkata,Old Town Bypass,58.0,25.0,1,0
2025-01-31,7,Kochi,Industrial Belt,0.6,22.8,1,0
2025-01-31,10,Kochi,Old Town Bypass,0.322,42.5,0,0
2025-01-31,13,Kochi,NH-44 Stretch,0.288,45.2,1,0
2025-01-31,17,Kochi,Ring Road,0.384,34.7,0,0
2025-01-31,20,Kochi,Airport Link,0.637,19.1,0,0
2025-01-31,23,Kochi,NH-44 Stretch,0.419,30.6,0,0
2025-01-31,7,Bengaluru,IT Corridor,0.642,17.7,1,0
2025-01-31,10,Bengaluru,Ring Road,0.265,41.3,0,0
2025-01-31,13,Bengaluru,Industrial Belt,9.4,61.4,1,0
2025-01-31,17,Bengaluru,IT Corridor,0.726,17.9,0,0
2025-01-31,20,Bengaluru,Port Access Rd,0.36,32.7,0,0
2025-01-31,23,Bengaluru,Old Town Bypass,18.2,45.2,1,0
2025-02-02,7,Jaipur,Airport Link,0.513,26.8,0,0
2025-02-02,10,Jaipur,NH-44 Stretch,0.075,53.7,1,0
2025-02-02,13,Jaipur,Ring Road,0.28,40.4,0,0
2025-02-02,17,Jaipur,Airport Link,0.467,31.6,0,0
2025-02-02,20,Jaipur,IT Corridor,0.694,18.9,0,0
2025-02-02,23,Jaipur,Central Market,0.03,60.5,0,0
2025-02-02,7,Guwahati,Industrial Belt,75.3,6.5,1,0
2025-02-02,10,Guwahati,Airport Link,0.206,52.7,1,0
2025-02-02,13,Guwahati,Ring Road,0.265,43.4,0,0
2025-02-02,17,Guwahati,Central Market,0.662,24.7,0,0
2025-02-02,20,Guwahati,Industrial Belt,0.693,12.9,0,0
2025-02-02,23,Guwahati,Old Town Bypass,0.25,57.4,1,1
2025-02-02,7,Bhubaneswar,Industrial Belt,0.597,25.9,0,0
2025-02-02,10,Bhubaneswar,Industrial Belt,0.594,26.4,0,0
2025-02-02,13,Bhubaneswar,Port Access Rd,26.2,42.6,1,0
2025-02-02,17,Bhubaneswar,NH-44 Stretch,0.513,29.3,1,0
2025-02-02,20,Bhubaneswar,NH-44 Stretch,51.9,27.7,0,0
2025-02-02,23,Bhubaneswar,Central Market,0.571,30.8,1,0
2025-02-02,7,Coimbatore,Central Market,0.623,26.2,0,0
2025-02-02,10,Coimbatore,Central Market,0.659,22.7,0,0
2025-02-02,13,Coimbatore,Central Market,0.532,27.0,0,0
2025-02-02,17,Coimbatore,Industrial Belt,0.612,12.9,0,0
2025-02-02,20,Coimbatore,Industrial Belt,0.485,,1,0
2025-02-02,23,Coimbatore,IT Corridor,0.318,36.7,0,0
2025-02-02,7,Hyderabad,Industrial Belt,66.9,17.2,1,0
2025-02-02,10,Hyderabad,Airport Link,0.459,38.2,0,0
2025-02-02,13,Hyderabad,Old Town Bypass,0.585,21.6,1,0
2025-02-02,17,Hyderabad,Ring Road,0.922,5.1,1,0
2025-02-02,20,Hyderabad,IT Corridor,0.141,51.4,0,0
2025-02-02,23,Hyderabad,Airport Link,0.348,43.9,0,0
2025-02-02,7,Nagpur,IT Corridor,0.743,25.1,0,0
2025-02-02,10,Nagpur,Industrial Belt,0.274,40.7,0,1
2025-02-02,13,Nagpur,IT Corridor,0.196,46.7,0,0
2025-02-02,17,Nagpur,Central Market,0.861,6.4,0,0
2025-02-02,20,Nagpur,Port Access Rd,0.141,51.3,1,0
2025-02-02,23,Nagpur,IT Corridor,28.6,48.1,0,0
2025-02-02,7,Visakhapatnam,IT Corridor,0.455,38.1,0,0
2025-02-02,10,Visakhapatnam,IT Corridor,0.411,37.5,0,0
2025-02-02,13,Visakhapatnam,NH-44 Stretch,0.207,43.8,0,0
2025-02-02,17,Visakhapatnam,NH-44 Stretch,0.386,38.2,1,0
2025-02-02,20,Visakhapatnam,Industrial Belt,0.475,31.4,0,0
2025-02-02,23,Visakhapatnam,IT Corridor,56.2,29.6,0,0
2025-02-02,7,Pune,NH-44 Stretch,0.46,32.7,0,0
2025-02-02,10,Pune,IT Corridor,0.433,39.7,0,0
2025-02-02,13,Pune,Port Access Rd,0.217,47.1,0,0
2025-02-02,17,Pune,Ring Road,0.9,8.7,1,0
2025-02-02,20,Pune,Central Market,30.7,39.5,0,0
2025-02-02,23,Pune,Old Town Bypass,0.381,32.0,0,0
2025-02-02,7,Mumbai,Port Access Rd,46.2,28.5,0,0
2025-02-02,10,Mumbai,Airport Link,15.6,47.5,0,0
2025-02-02,13,Mumbai,IT Corridor,0.325,43.3,0,0
2025-02-02,17,Mumbai,IT Corridor,38.8,33.5,0,0
2025-02-02,20,Mumbai,IT Corridor,71.1,24.4,1,0
2025-02-02,23,Mumbai,Central Market,29.4,44.0,0,0
2025-02-02,7,Delhi,Central Market,0.765,19.8,0,0
2025-02-02,10,Delhi,IT Corridor,0.45,34.2,1,0
2025-02-02,13,Delhi,NH-44 Stretch,24.4,47.3,0,0
2025-02-02,17,Delhi,NH-44 Stretch,0.367,40.5,1,0
2025-02-02,20,Delhi,Central Market,0.698,19.7,1,0
2025-02-02,23,Delhi,Old Town Bypass,0.105,57.0,0,0
2025-02-02,7,Chennai,Central Market,0.739,15.5,0,0
2025-02-02,10,Chennai,Old Town Bypass,0.553,35.9,0,0
2025-02-02,13,Chennai,Central Market,0.404,30.1,0,0
2025-02-02,17,Chennai,Old Town Bypass,49.1,30.4,0,1
2025-02-02,20,Chennai,Industrial Belt,0.653,22.8,0,0
2025-02-02,23,Chennai,Central Market,0.495,35.4,1,0
2025-02-02,7,Lucknow,IT Corridor,43.4,30.6,1,0
2025-02-02,10,Lucknow,Central Market,0.186,44.3,0,0
2025-02-02,13,Lucknow,Central Market,33.8,39.4,1,0
2025-02-02,17,Lucknow,NH-44 Stretch,0.343,36.0,1,0
2025-02-02,20,Lucknow,NH-44 Stretch,0.745,18.4,0,0
2025-02-02,23,Lucknow,Industrial Belt,0.091,50.3,0,0
2025-04-02,7,Hyderabad,NH-44 Stretch,0.746,5.9,0,0
2025-04-02,10,Hyderabad,NH-44 Stretch,0.254,48.4,0,0
2025-04-02,13,Hyderabad,Central Market,0.412,29.6,1,0
2025-04-02,17,Hyderabad,Airport Link,0.816,unknown,0,0
2025-04-02,20,Hyderabad,Ring Road,0.642,19.2,0,0
2025-04-02,23,Hyderabad,NH-44 Stretch,0.158,45.9,1,0
2025-04-02,7,Gurugram,Industrial Belt,0.532,35.6,0,0
2025-04-02,10,Gurugram,Industrial Belt,0.34,39.2,0,0
2025-04-02,13,Gurugram,IT Corridor,0.477,33.9,1,0
2025-04-02,17,Gurugram,Industrial Belt,0.265,48.2,1,0
2025-04-02,20,Gurugram,IT Corridor,59.3,26.5,0,0
2025-04-02,23,Gurugram,NH-44 Stretch,0.449,38.2,0,0
2025-04-02,7,Nagpur,Airport Link,0.654,21.9,0,0
2025-04-02,10,Nagpur,IT Corridor,48.2,31.6,0,0
2025-04-02,13,Nagpur,NH-44 Stretch,0.308,34.9,0,0
2025-04-02,17,Nagpur,Ring Road,0.336,38.5,0,0
2025-04-02,20,Nagpur,Old Town Bypass,0.227,45.1,0,0
2025-04-02,23,Nagpur,Old Town Bypass,31.1,41.1,0,0
2025-04-02,7,Bhubaneswar,NH-44 Stretch,0.395,43.9,0,0
2025-04-02,10,Bhubaneswar,Industrial Belt,0.146,54.6,0,0
2025-04-02,13,Bhubaneswar,Ring Road,0.456,31.5,0,0
2025-04-02,17,Bhubaneswar,Old Town Bypass,0.506,32.1,0,0
2025-04-02,20,Bhubaneswar,Port Access Rd,65.5,23.5,0,0
2025-04-02,23,Bhubaneswar,Airport Link,9.4,54.0,0,0
2025-04-02,7,Guwahati,Port Access Rd,0.487,32.6,1,0
2025-04-02,10,Guwahati,IT Corridor,17.8,43.3,0,0
2025-04-02,13,Guwahati,Ring Road,0.212,44.3,0,0
2025-04-02,17,Guwahati,IT Corridor,0.802,17.2,1,0
2025-04-02,20,Guwahati,NH-44 Stretch,0.724,9.3,0,0
2025-04-02,23,Guwahati,Central Market,0.261,52.2,1,0
2025-04-02,7,Mysuru,IT Corridor,35.9,35.1,0,0
2025-04-02,10,Mysuru,IT Corridor,0.537,27.7,0,0
2025-04-02,13,Mysuru,Airport Link,0.343,39.4,0,0
2025-04-02,17,Mysuru,Old Town Bypass,38.5,32.3,0,0
2025-04-02,20,Mysuru,Industrial Belt,0.873,5.8,0,0
2025-04-02,23,Mysuru,Port Access Rd,0.272,38.4,0,0
2025-04-02,7,Pune,Old Town Bypass,0.714,14.4,1,0
2025-04-02,10,Pune,Old Town Bypass,0.239,48.7,0,0
2025-04-02,13,Pune,IT Corridor,0.274,39.9,0,0
2025-04-02,17,Pune,IT Corridor,86.8,6.9,0,0
2025-04-02,20,Pune,Port Access Rd,0.599,23.7,0,0
2025-04-02,23,Pune,Airport Link,0.196,45.7,0,0
2025-04-02,7,Chandigarh,Airport Link,0.416,28.5,0,0
2025-04-02,10,Chandigarh,Old Town Bypass,0.152,,0,0
2025-04-02,13,Chandigarh,Airport Link,0.118,52.0,0,0
2025-04-02,17,Chandigarh,Old Town Bypass,65.3,17.6,0,0
2025-04-02,20,Chandigarh,Central Market,0.568,28.6,0,0
2025-04-02,23,Chandigarh,Airport Link,0.261,47.0,1,0
2025-04-02,7,Delhi,Old Town Bypass,0.3,47.7,0,0
2025-04-02,10,Delhi,Old Town Bypass,0.372,30.8,0,0
2025-04-02,13,Delhi,IT Corridor,0.324,40.8,0,1
2025-04-02,17,Delhi,IT Corridor,0.361,39.8,0,0
2025-04-02,20,Delhi,Industrial Belt,0.537,23.9,1,0
2025-04-02,23,Delhi,Old Town Bypass,33.6,41.1,1,0
2025-04-02,7,Coimbatore,Airport Link,0.478,30.6,0,0
2025-04-02,10,Coimbatore,IT Corridor,31.2,40.6,0,1
2025-04-02,13,Coimbatore,Port Access Rd,0.169,52.9,0,0
2025-04-02,17,Coimbatore,Old Town Bypass,0.544,32.6,0,0
2025-04-02,20,Coimbatore,Industrial Belt,0.616,15.4,0,0
2025-04-02,23,Coimbatore,IT Corridor,0.591,23.7,0,0
2025-04-02,7,Kolkata,Old Town Bypass,56.7,24.4,0,0
2025-04-02,10,Kolkata,IT Corridor,0.226,42.4,1,0
2025-04-02,13,Kolkata,NH-44 Stretch,22.6,43.3,1,0
2025-04-02,17,Kolkata,Central Market,0.538,32.3,0,1
2025-04-02,20,Kolkata,Airport Link,57.8,22.3,0,0
2025-04-02,23,Kolkata,Port Access Rd,0.157,58.8,0,0
2025-04-02,7,Ahmedabad,NH-44 Stretch,0.672,28.9,0,0
2025-04-02,10,Ahmedabad,Ring Road,0.511,31.4,0,0
2025-04-02,13,Ahmedabad,Ring Road,0.279,49.7,0,0
2025-04-02,17,Ahmedabad,IT Corridor,0.817,8.5,0,0
2025-04-02,20,Ahmedabad,Ring Road,0.904,4,1,0
2025-04-02,23,Ahmedabad,Airport Link,0.21,46.2,0,0
2025-06-02,7,Visakhapatnam,Airport Link,63.6,20.4,0,0
2025-06-02,10,Visakhapatnam,NH-44 Stretch,0.482,32.1,0,0
2025-06-02,13,Visakhapatnam,IT Corridor,0.419,36.3,0,0
2025-06-02,17,Visakhapatnam,Old Town Bypass,0.375,38.1,0,0
2025-06-02,20,Visakhapatnam,Ring Road,0.61,22.3,1,0
2025-06-02,23,Visakhapatnam,NH-44 Stretch,56.3,29.1,0,0
2025-06-02,7,Hyderabad,NH-44 Stretch,0.419,31.7,0,0
2025-06-02,10,Hyderabad,IT Corridor,0.145,49.4,0,0
2025-06-02,13,Hyderabad,Port Access Rd,0.215,45.2,0,0
2025-06-02,17,Hyderabad,NH-44 Stretch,0.607,23.5,0,0
2025-06-02,20,Hyderabad,Airport Link,0.403,41.4,1,0
2025-06-02,23,Hyderabad,Airport Link,0.321,37.3,0,0
2025-06-02,7,Bhubaneswar,Airport Link,0.553,28.3,0,0
2025-06-02,10,Bhubaneswar,IT Corridor,0.644,20.0,1,0
2025-06-02,13,Bhubaneswar,Central Market,14.7,58.2,1,0
2025-06-02,17,Bhubaneswar,Ring Road,63.5,17.8,0,0
2025-06-02,20,Bhubaneswar,Port Access Rd,0.461,26.1,1,0
2025-06-02,23,Bhubaneswar,Industrial Belt,0.348,31.5,0,0
2025-06-02,7,Kolkata,Old Town Bypass,0.543,31.2,1,0
2025-06-02,10,Kolkata,Ring Road,0.412,31.9,0,0
2025-06-02,13,Kolkata,Central Market,0.455,30.7,0,0
2025-06-02,17,Kolkata,NH-44 Stretch,0.735,17.0,1,0
2025-06-02,20,Kolkata,Central Market,0.413,29.8,0,0
2025-06-02,23,Kolkata,Industrial Belt,55.8,22.6,0,0
2025-06-02,7,Madurai,NH-44 Stretch,0.762,16.6,0,0
2025-06-02,10,Madurai,NH-44 Stretch,0.377,35.9,0,1
2025-06-02,13,Madurai,NH-44 Stretch,22.7,53.7,0,0
2025-06-02,17,Madurai,IT Corridor,0.583,26.7,0,0
2025-06-02,20,Madurai,Industrial Belt,0.536,32.0,0,0
2025-06-02,23,Madurai,NH-44 Stretch,0.401,37.6,0,0
2025-06-02,7,Jaipur,IT Corridor,0.549,34.8,1,0
2025-06-02,10,Jaipur,Old Town Bypass,0.174,45.1,1,0
2025-06-02,13,Jaipur,IT Corridor,0.355,41.4,0,0
2025-06-02,17,Jaipur,Ring Road,0.538,26.9,1,0
2025-06-02,20,Jaipur,NH-44 Stretch,61.7,22.9,0,0
2025-06-02,23,Jaipur,Old Town Bypass,45.4,32.2,0,0
2025-06-02,7,Delhi,NH-44 Stretch,45.6,22.8,0,0
2025-06-02,10,Delhi,Airport Link,60.7,22.2,0,0
2025-06-02,13,Delhi,IT Corridor,40.1,30.9,0,0
2025-06-02,17,Delhi,Central Market,0.422,34.2,0,0
2025-06-02,20,Delhi,Port Access Rd,0.684,23.9,1,0
2025-06-02,23,Delhi,Airport Link,0.521,24.8,0,0
2025-06-02,7,Kochi,Ring Road,77.5,17.8,1,0
2025-06-02,10,Kochi,NH-44 Stretch,0.532,27.3,1,0
2025-06-02,13,Kochi,IT Corridor,20.4,48.8,0,0
2025-06-02,17,Kochi,Airport Link,0.659,12.0,1,0
2025-06-02,20,Kochi,Old Town Bypass,0.616,23.4,1,0
2025-06-02,23,Kochi,Central Market,0.447,38.4,0,0
2025-06-02,7,Chennai,IT Corridor,0.578,24.7,0,0
2025-06-02,10,Chennai,IT Corridor,0.336,43.7,0,0
2025-06-02,13,Chennai,Airport Link,0.445,34.8,0,0
2025-06-02,17,Chennai,NH-44 Stretch,0.398,43.7,1,0
2025-06-02,20,Chennai,Port Access Rd,0.533,25.8,1,0
2025-06-02,23,Chennai,Old Town Bypass,0.435,29.6,0,0
2025-06-02,7,Bengaluru,Central Market,48.7,39.4,1,0
2025-06-02,10,Bengaluru,Ring Road,13.5,46.5,0,1
2025-06-02,13,Bengaluru,NH-44 Stretch,0.383,33.0,1,0
2025-06-02,17,Bengaluru,Port Access Rd,59.0,26.8,1,0
2025-06-02,20,Bengaluru,Airport Link,0.458,29.5,0,0
2025-06-02,23,Bengaluru,IT Corridor,0.277,45.1,1,0
2025-06-02,7,Chandigarh,Central Market,0.676,16.2,0,0
2025-06-02,10,Chandigarh,Central Market,0.125,56.6,0,0
2025-06-02,13,Chandigarh,IT Corridor,35.3,41.7,0,0
2025-06-02,17,Chandigarh,Airport Link,0.618,21.6,0,0
2025-06-02,20,Chandigarh,Port Access Rd,90.5,9.2,1,0
2025-06-02,23,Chandigarh,Port Access Rd,0.165,44.0,0,0
2025-06-02,7,Mysuru,Airport Link,0.547,29.9,0,0
2025-06-02,10,Mysuru,NH-44 Stretch,0.19,55.4,0,0
2025-06-02,13,Mysuru,Industrial Belt,0.391,,1,1
2025-06-02,17,Mysuru,Old Town Bypass,19.4,52.7,0,0
2025-06-02,20,Mysuru,Industrial Belt,0.625,27.3,0,0
2025-06-02,23,Mysuru,IT Corridor,0.698,12.9,0,0
2025-08-02,7,Guwahati,Port Access Rd,0.409,34.6,0,0
2025-08-02,10,Guwahati,IT Corridor,0.275,40.7,0,0
2025-08-02,13,Guwahati,Port Access Rd,64.6,19.8,0,0
2025-08-02,17,Guwahati,Industrial Belt,43.6,29.9,0,0
2025-08-02,20,Guwahati,Old Town Bypass,0.583,23.6,0,0
2025-08-02,23,Guwahati,Industrial Belt,0.398,29.7,0,0
2025-08-02,7,Madurai,Ring Road,0.662,14.6,0,0
2025-08-02,10,Madurai,Airport Link,0.253,48.3,0,0
2025-08-02,13,Madurai,Central Market,0.233,40.2,0,0
2025-08-02,17,Madurai,NH-44 Stretch,0.804,11.5,0,0
2025-08-02,20,Madurai,NH-44 Stretch,0.407,33.6,1,0
2025-08-02,23,Madurai,Airport Link,0.171,48.7,0,0
2025-08-02,7,Visakhapatnam,NH-44 Stretch,0.405,37.7,0,0
2025-08-02,10,Visakhapatnam,Airport Link,0.329,-,0,0
2025-08-02,13,Visakhapatnam,Port Access Rd,0.378,37.2,0,0
2025-08-02,17,Visakhapatnam,NH-44 Stretch,0.363,41.2,1,0
2025-08-02,20,Visakhapatnam,Ring Road,0.616,25.4,1,0
2025-08-02,23,Visakhapatnam,Central Market,0.6,23.7,1,1
2025-08-02,7,Chandigarh,Ring Road,32.7,34.1,0,0
2025-08-02,10,Chandigarh,IT Corridor,0.03,59.6,0,0
2025-08-02,13,Chandigarh,IT Corridor,0.37,38.9,1,0
2025-08-02,17,Chandigarh,IT Corridor,0.318,43.4,1,0
2025-08-02,20,Chandigarh,Ring Road,0.622,,1,0
2025-08-02,23,Chandigarh,Old Town Bypass,0.319,,1,0
2025-08-02,7,Pune,Old Town Bypass,0.486,29.3,0,0
2025-08-02,10,Pune,IT Corridor,0.405,29.4,1,0
2025-08-02,13,Pune,Ring Road,0.477,31.3,0,0
2025-08-02,17,Pune,Old Town Bypass,0.734,15.5,1,0
2025-08-02,20,Pune,Ring Road,59.1,24.3,0,0
2025-08-02,23,Pune,Ring Road,0.402,38.7,0,0
2025-08-02,7,Nagpur,Old Town Bypass,39.7,41.9,0,0
2025-08-02,10,Nagpur,Airport Link,0.295,43.7,1,0
2025-08-02,13,Nagpur,IT Corridor,0.2,46.2,0,0
2025-08-02,17,Nagpur,NH-44 Stretch,0.624,24.3,0,0
2025-08-02,20,Nagpur,Port Access Rd,0.512,28.8,0,0
2025-08-02,23,Nagpur,Industrial Belt,0.489,36.2,0,0
2025-08-02,7,Ahmedabad,Central Market,0.825,7.7,1,0
2025-08-02,10,Ahmedabad,NH-44 Stretch,46.5,33.3,0,0
2025-08-02,13,Ahmedabad,Airport Link,0.192,40.9,0,0
2025-08-02,17,Ahmedabad,Industrial Belt,0.517,30.9,0,0
2025-08-02,20,Ahmedabad,Central Market,0.452,33.6,0,0
2025-08-02,23,Ahmedabad,Ring Road,0.365,33.3,0,0
2025-08-02,7,Kochi,Port Access Rd,0.355,37.8,0,0
2025-08-02,10,Kochi,IT Corridor,46.5,28.4,0,0
2025-08-02,13,Kochi,Industrial Belt,58.9,,0,0
2025-08-02,17,Kochi,Industrial Belt,0.666,29.3,0,0
2025-08-02,20,Kochi,Industrial Belt,0.366,40.2,0,1
2025-08-02,23,Kochi,IT Corridor,0.302,46.7,0,0
2025-08-02,7,Lucknow,Port Access Rd,0.656,18.6,1,0
2025-08-02,10,Lucknow,Ring Road,0.392,41.7,0,0
2025-08-02,13,Lucknow,Port Access Rd,3.0,53.2,0,0
2025-08-02,17,Lucknow,Airport Link,60.1,24.1,0,0
2025-08-02,20,Lucknow,Industrial Belt,0.52,27.8,0,0
2025-08-02,23,Lucknow,IT Corridor,0.451,29.6,0,0
2025-08-02,7,Coimbatore,Industrial Belt,0.713,24.3,0,0
2025-08-02,10,Coimbatore,IT Corridor,0.326,37.9,0,0
2025-08-02,13,Coimbatore,Ring Road,54.1,25.7,0,0
2025-08-02,17,Coimbatore,IT Corridor,58.2,20.7,1,0
2025-08-02,20,Coimbatore,Port Access Rd,0.699,24.4,0,0
2025-08-02,23,Coimbatore,Airport Link,0.371,41.0,1,0
2025-08-02,7,Bengaluru,Ring Road,0.484,23.8,0,0
2025-08-02,10,Bengaluru,NH-44 Stretch,23.2,52.6,0,0
2025-08-02,13,Bengaluru,Central Market,0.177,45.2,1,0
2025-08-02,17,Bengaluru,NH-44 Stretch,0.737,17.5,0,0
2025-08-02,20,Bengaluru,Port Access Rd,0.514,36.4,0,0
2025-08-02,23,Bengaluru,Industrial Belt,0.572,27.4,0,0
2025-08-02,7,Kolkata,Central Market,0.473,40.3,0,0
2025-08-02,10,Kolkata,Port Access Rd,12.6,58.8,0,0
2025-08-02,13,Kolkata,Old Town Bypass,0.451,36.4,0,0
2025-08-02,17,Kolkata,Industrial Belt,70.3,14.9,0,0
2025-08-02,20,Kolkata,IT Corridor,0.576,,0,0
2025-08-02,23,Kolkata,Airport Link,0.03,,0,0
2025-10-02,7,Lucknow,Central Market,0.713,27.0,0,0
2025-10-02,10,Lucknow,IT Corridor,0.402,39.0,0,0
2025-10-02,13,Lucknow,Airport Link,0.384,39.4,0,0
2025-10-02,17,Lucknow,IT Corridor,83.5,10.8,0,0
2025-10-02,20,Lucknow,Central Market,0.596,18.7,1,0
2025-10-02,23,Lucknow,IT Corridor,0.614,25.4,0,0
2025-10-02,7,Guwahati,Industrial Belt,0.778,11.0,0,0
2025-10-02,10,Guwahati,Central Market,51.1,24.5,0,0
2025-10-02,13,Guwahati,Industrial Belt,15.8,44.5,0,0
2025-10-02,17,Guwahati,Port Access Rd,0.795,15.1,0,0
2025-10-02,20,Guwahati,Ring Road,0.812,13.4,1,0
2025-10-02,23,Guwahati,Industrial Belt,33.1,39.8,0,0
2025-10-02,7,Ahmedabad,Central Market,0.508,28.7,1,0
2025-10-02,10,Ahmedabad,NH-44 Stretch,0.346,35.3,0,0
2025-10-02,13,Ahmedabad,Central Market,0.426,34.0,0,0
2025-10-02,17,Ahmedabad,IT Corridor,0.386,36.6,0,0
2025-10-02,20,Ahmedabad,IT Corridor,0.74,16.1,0,0
2025-10-02,23,Ahmedabad,Port Access Rd,38.2,36.9,0,0
2025-10-02,7,Visakhapatnam,Port Access Rd,0.514,26.1,0,0
2025-10-02,10,Visakhapatnam,Old Town Bypass,5.0,57.6,0,0
2025-10-02,13,Visakhapatnam,Old Town Bypass,0.45,42.6,1,0
2025-10-02,17,Visakhapatnam,Central Market,0.578,24.9,0,0
2025-10-02,20,Visakhapatnam,Ring Road,45.1,38.7,1,0
2025-10-02,23,Visakhapatnam,Central Market,0.244,46.7,0,0
2025-10-02,7,Jaipur,Central Market,0.563,24.3,0,0
2025-10-02,10,Jaipur,Industrial Belt,11.4,50.2,0,0
2025-10-02,13,Jaipur,Ring Road,0.234,50.2,0,0
2025-10-02,17,Jaipur,NH-44 Stretch,61.7,26.5,0,0
2025-10-02,20,Jaipur,IT Corridor,0.74,16.3,0,0
2025-10-02,23,Jaipur,Industrial Belt,39.7,42.2,0,0
2025-10-02,7,Madurai,Central Market,0.759,20.7,0,0
2025-10-02,10,Madurai,Port Access Rd,0.472,26.6,0,0
2025-10-02,13,Madurai,Ring Road,0.507,23.2,0,0
2025-10-02,17,Madurai,Ring Road,0.853,18.7,0,0
2025-10-02,20,Madurai,Old Town Bypass,0.777,17.2,0,0
2025-10-02,23,Madurai,Airport Link,0.115,53.0,0,0
2025-10-02,7,Mumbai,Airport Link,0.51,27.6,0,0
2025-10-02,10,Mumbai,Airport Link,0.518,30.2,0,0
2025-10-02,13,Mumbai,IT Corridor,0.15,49.5,0,0
2025-10-02,17,Mumbai,Ring Road,0.332,34.5,1,0
2025-10-02,20,Mumbai,Ring Road,0.807,16.0,1,0
2025-10-02,23,Mumbai,Old Town Bypass,0.057,64.2,1,0
2025-10-02,7,Mysuru,Central Market,0.599,19.5,1,1
2025-10-02,10,Mysuru,Port Access Rd,0.771,12.9,0,1
2025-10-02,13,Mysuru,Industrial Belt,0.586,23.5,0,0
2025-10-02,17,Mysuru,Old Town Bypass,0.686,16.0,0,0
2025-10-02,20,Mysuru,IT Corridor,55.4,29.2,0,0
2025-10-02,23,Mysuru,IT Corridor,0.22,43.0,0,0
2025-10-02,7,Kochi,Industrial Belt,0.404,33.6,0,0
2025-10-02,10,Kochi,Industrial Belt,0.228,47.1,1,0
2025-10-02,13,Kochi,Old Town Bypass,0.253,45.6,0,0
2025-10-02,17,Kochi,Port Access Rd,0.476,24.6,0,0
2025-10-02,20,Kochi,Airport Link,41.0,32.2,0,0
2025-10-02,23,Kochi,IT Corridor,0.32,38.4,0,0
2025-10-02,7,Bengaluru,Industrial Belt,0.386,33.8,1,0
2025-10-02,10,Bengaluru,Airport Link,0.34,35.9,0,0
2025-10-02,13,Bengaluru,Port Access Rd,0.234,51.0,0,0
2025-10-02,17,Bengaluru,Industrial Belt,0.457,30.7,0,0
2025-10-02,20,Bengaluru,NH-44 Stretch,0.893,10.9,0,0
2025-10-02,23,Bengaluru,Industrial Belt,0.03,57.2,0,0
2025-10-02,7,Chandigarh,IT Corridor,0.87,10.4,0,0
2025-10-02,10,Chandigarh,Industrial Belt,0.351,45.2,0,0
2025-10-02,13,Chandigarh,Central Market,0.508,33.3,0,0
2025-10-02,17,Chandigarh,Old Town Bypass,0.641,12.7,0,0
2025-10-02,20,Chandigarh,Port Access Rd,63.2,20.3,1,0
2025-10-02,23,Chandigarh,Central Market,50.9,24.9,0,0
2025-10-02,7,Delhi,NH-44 Stretch,0.411,39.3,1,0
2025-10-02,10,Delhi,IT Corridor,14.4,58.8,0,0
2025-10-02,13,Delhi,Ring Road,0.382,39.2,0,1
2025-10-02,17,Delhi,Airport Link,0.473,29.4,0,0
