review_id,order_id,product_id,customer_id,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,delivery_mode_experienced,sentiment_label
REV-009822,ORD-012280,PRD-00659,CUST-02827,3.0,Delivery feedback,Reached on time but packaging was weak Average experience,2024-12-12 06:00:00,1,,Van,neu
REV-007625,ORD-011501,PRD-00533,CUST-01868,1.0,Good,Item missing from the box Delivery was 2 days late,2024-07-16 08:17:00,1,84,Drone,neg
REV-002333,ORD-007641,PRD-00522,CUST-03411,5.0,,"Rider was polite and on time Packaging was excellent, product intact",2025-04-17 20:17:00,0,73,Van,pos
REV-003534,,PRD-00052,CUST-02625,5.0,,Great experience overall 👍 Tracking updates were accurate,2024-10-06 21:58:00,0,,Bike,pos
REV-011754,ORD-014045,PRD-00270,CUST-01695,2.0,Delivery feedback,Drone dropped parcel in wrong spot No tracking updates at all,2025-03-06 10:23:00,1,,,neg
REV-009861,ORD-000193,PRD-00631,CUST-00996,3.0,Good,"Product fine, delivery slow Average experience",2024-07-26 19:12:00,1,,Van,neu
REV-004243,ORD-000459,PRD-00257,CUST-02614,1.0,Delivery feedback,Rider was rude on call Package arrived damaged,2024-05-30 20:12:00,0,,Truck,neg
REV-006927,ORD-012843,PRD-00172,CUST-03401,5.0,,Tracking updates were accurate Great experience overall 👍,2024-02-19 19:31:00,1,48,Drone,pos
REV-004572,ORD-014160,PRD-00530,CUST-00769,4.0,Good,Great experience overall 👍 Delivery was faster than promised,2025-07-06 21:58:00,1,14,Drone,pos
REV-007425,ORD-001270,PRD-00005,CUST-02291,3.0,Good,Average experience Reached on time but packaging was weak,2024-02-17 10:58:00,1,49,Drone,neu
REV-003182,ORD-002549,PRD-00559,CUST-02456,3.0,Bad experience,"Product fine, delivery slow Delivery was okay, nothing special",2024-05-25 07:00:00,1,26,,neu
REV-001883,ORD-011070,PRD-00527,CUST-00605,3.0,Bad experience,Average experience Reached on time but packaging was weak மிக நன்று,2024-05-20 18:44:00,1,,Drone,neu
REV-008653,ORD-003044,PRD-00189,CUST-01504,3.0,,Reached on time but packaging was weak Average experience,2024-05-02 11:23:00,1,42,,neu
REV-000235,ORD-013851,PRD-00591,CUST-03527,1.0,,Item missing from the box Package arrived damaged,2024-07-23 20:31:00,0,,Drone,neg
REV-007438,ORD-002494,PRD-00356,CUST-03236,2.0,Bad experience,Package arrived damaged No tracking updates at all,2024-03-15 17:00:00,0,13,Bike,neg
REV-010783,ORD-001154,PRD-00482,CUST-02662,5.0,,Delivery was faster than promised Tracking updates were accurate,2024-10-20 00:00:00,1,30,Van,pos
REV-000300,ORD-013196,PRD-00715,CUST-04592,3.0,Good,"Reached on time but packaging was weak Delivery was okay, nothing special",2024-02-07 12:31:00,1,,Truck,neu
REV-007578,ORD-005263,PRD-00241,CUST-03345,5.0,Delivery feedback,"Packaging was excellent, product intact Delivery was faster than promised",2024-08-12 00:00:00,0,39,Truck,pos
REV-002073,ORD-013907,PRD-00513,CUST-04529,2.0,,Drone dropped parcel in wrong spot No tracking updates at all,2024-02-23 16:44:00,1,13,Van,neg
REV-002466,,PRD-00209,CUST-02547,5.0,,"Great experience overall 👍 Packaging was excellent, product intact",2024-07-19 08:44:00,1,46,Truck,pos
REV-004332,ORD-013097,PRD-00204,CUST-01494,4.0,Bad experience,Delivery was faster than promised Rider was polite and on time,2025-02-17 00:00:00,0,35,Van,pos
REV-011235,ORD-008524,PRD-00613,CUST-04446,4.0,Bad experience,Delivery was faster than promised Rider was polite and on time,2025-01-15 06:58:00,0,30,Van,pos
REV-004702,ORD-014148,PRD-00312,CUST-01927,5.0,,Tracking updates were accurate Rider was polite and on time,2025-04-13 17:12:00,0,46,Van,pos
REV-003429,ORD-007257,PRD-00058,CUST-03778,3.0,Good,"Average experience Delivery was okay, nothing special",2024-03-22 15:23:00,1,56,Truck,neu
REV-005773,ORD-012151,PRD-00204,CUST-02209,3.0,,Average experience Reached on time but packaging was weak மிக நன்று,2024-12-26 14:31:00,0,48,Van,neu
REV-011504,ORD-006702,PRD-00818,CUST-00532,5.0,Bad experience,"Tracking updates were accurate Packaging was excellent, product intact",2024-08-08 12:44:00,0,70,Truck,pos
REV-000066,ORD-006083,PRD-00748,CUST-04039,4.0,,Great experience overall 👍 Rider was polite and on time,2024-06-04 14:58:00,0,25,,pos
REV-006018,ORD-006537,PRD-00137,CUST-02702,5.0,Delivery feedback,Great experience overall 👍 Tracking updates were accurate,2025-01-17 00:00:00,1,15,Drone,pos
REV-002142,ORD-013812,PRD-00581,CUST-00417,5.0,Good,Tracking updates were accurate Great experience overall 👍,2024-11-26 12:12:00,0,74,Van,pos
REV-010645,ORD-010890,PRD-00661,CUST-01286,1.0,,Delivery was 2 days late Drone dropped parcel in wrong spot,2024-01-02 11:00:00,0,30,Drone,neg
REV-010156,ORD-014424,PRD-00321,CUST-00292,5.0,Delivery feedback,"Delivery was faster than promised Packaging was excellent, product intact",2024-04-27 08:58:00,0,82,Drone,pos
REV-003309,ORD-003642,PRD-00285,CUST-02320,1.0,,Item missing from the box Drone dropped parcel in wrong spot,2025-10-02 16:00:00,1,65,Drone,neg
REV-009884,ORD-006813,PRD-00817,CUST-03069,4.0,,Tracking updates were accurate Delivery was faster than promised,2024-04-28 00:00:00,0,,Drone,pos
REV-001789,ORD-005681,PRD-00632,CUST-00823,5.0,,Rider was polite and on time Delivery was faster than promised,2024-09-10 00:00:00,1,54,Drone,pos
REV-004276,ORD-006732,PRD-00621,CUST-04083,1.0,Bad experience,Delivery was 2 days late No tracking updates at all,2024-06-18 15:12:00,0,15,,neg
REV-011474,ORD-003247,PRD-00623,CUST-04808,4.0,,Drone drop was smooth and quick Rider was polite and on time,2025-02-16 00:00:00,1,63,Drone,pos
REV-011114,ORD-007604,PRD-00011,CUST-00871,4.0,Good,Drone drop was smooth and quick Tracking updates were accurate,2024-03-13 11:00:00,1,51,Drone,pos
REV-004593,ORD-011984,PRD-00516,CUST-03752,4.0,Bad experience,Delivery was faster than promised Tracking updates were accurate,2025-02-28 06:00:00,1,32,,pos
REV-004528,ORD-000377,PRD-00226,CUST-03694,3.0,Bad experience,"Delivery was okay, nothing special Product fine, delivery slow",2024-03-31 16:44:00,1,62,Truck,neu
REV-001719,ORD-005535,PRD-00691,CUST-00207,2.0,,Package arrived damaged Delivery was 2 days late,2024-10-16 14:23:00,0,69,,neg
REV-003236,ORD-004833,PRD-00176,CUST-02117,5.0,Bad experience,Great experience overall 👍 Tracking updates were accurate,2024-11-02 08:00:00,1,15,Drone,pos
REV-008328,ORD-003938,PRD-00606,CUST-03727,2.0,Bad experience,Drone dropped parcel in wrong spot Delivery was 2 days late,2024-08-27 07:17:00,0,32,,neg
REV-009607,ORD-000605,PRD-00092,CUST-02603,4.0,,"Packaging was excellent, product intact Rider was polite and on time",2024-06-30 20:05:00,1,56,Drone,pos
REV-008772,ORD-014532,PRD-00372,CUST-00047,2.0,Good,Drone dropped parcel in wrong spot Rider was rude on call,2024-12-20 11:17:00,1,,Truck,neg
REV-007363,ORD-002023,PRD-00791,CUST-03204,4.0,,Tracking updates were accurate Drone drop was smooth and quick,2025-06-29 09:05:00,0,3,Van,pos
REV-006877,ORD-014385,PRD-00244,CUST-01814,4.0,Good,"Packaging was excellent, product intact Tracking updates were accurate",2024-04-30 21:05:00,0,11,,pos
REV-000262,ORD-014689,PRD-00669,CUST-00100,5.0,,"Great experience overall 👍 Packaging was excellent, product intact",2025-03-26 20:05:00,0,,Van,pos
REV-007990,ORD-002703,PRD-00819,CUST-04325,4.0,,Delivery was faster than promised Tracking updates were accurate,2024-07-09 08:58:00,0,36,Bike,pos
REV-008318,ORD-013708,PRD-00109,CUST-01379,3.0,Good,"Average experience Product fine, delivery slow",2024-04-22 20:58:00,1,37,Truck,neu
REV-010562,ORD-010291,PRD-00405,CUST-00991,5.0,,"Packaging was excellent, product intact Great experience overall 👍",2025-03-27 10:44:00,1,24,Truck,pos
REV-010578,ORD-010650,PRD-00029,CUST-00871,1.0,Bad experience,Drone dropped parcel in wrong spot Package arrived damaged,2024-01-23 17:58:00,0,,Truck,neg
REV-009171,ORD-002774,PRD-00078,CUST-00565,1.0,Bad experience,Item missing from the box Package arrived damaged,2025-11-01 08:58:00,1,,Bike,neg
REV-003061,ORD-007158,PRD-00494,CUST-01343,2.0,Delivery feedback,Rider was rude on call Drone dropped parcel in wrong spot,2024-04-06 13:44:00,0,0,Bike,neg
REV-005808,ORD-010659,PRD-00558,CUST-03825,1.0,Good,Delivery was 2 days late Item missing from the box,2024-03-03 20:23:00,1,80,Drone,neg
REV-009710,ORD-000729,PRD-00600,CUST-04321,5.0,Good,"Packaging was excellent, product intact Tracking updates were accurate",2024-10-21 17:05:00,1,60,Drone,pos
REV-011634,ORD-003860,PRD-00513,CUST-02471,1.0,Bad experience,Rider was rude on call Drone dropped parcel in wrong spot,2024-09-19 00:00:00,0,53,Drone,neg
REV-006053,ORD-003949,PRD-00737,CUST-02877,5.0,,Rider was polite and on time Drone drop was smooth and quick,2024-10-26 06:12:00,1,80,Drone,pos
REV-003552,ORD-002664,PRD-00358,CUST-03342,2.0,,Drone dropped parcel in wrong spot Rider was rude on call,2025-03-31 15:44:00,0,44,,neg
REV-003441,ORD-011497,PRD-00619,CUST-03905,4.0,,Delivery was faster than promised Great experience overall 👍,2024-10-13 07:44:00,0,48,Drone,pos
REV-000393,ORD-005030,PRD-00408,CUST-04359,1.0,Delivery feedback,Package arrived damaged Drone dropped parcel in wrong spot,2024-02-21 17:58:00,0,68,Bike,neg
REV-009408,ORD-000491,PRD-00018,CUST-01252,5.0,Bad experience,Delivery was faster than promised Rider was polite and on time,2024-07-15 20:58:00,0,,Van,pos
REV-009393,,PRD-00365,CUST-01617,4.0,Bad experience,Rider was polite and on time Delivery was faster than promised,2025-06-21 09:23:00,0,76,Van,pos
REV-007277,ORD-005054,PRD-00382,CUST-01503,1.0,Good,Drone dropped parcel in wrong spot No tracking updates at all,2025-04-14 21:31:00,0,8,Bike,neg
REV-011320,ORD-007326,PRD-00706,CUST-01539,1.0,Delivery feedback,Drone dropped parcel in wrong spot Item missing from the box,2024-09-16 12:17:00,1,,,neg
REV-002393,ORD-013328,PRD-00716,CUST-01604,3.0,Good,Reached on time but packaging was weak Average experience,2024-07-22 15:12:00,0,60,,neu
REV-002625,ORD-004287,PRD-00677,CUST-02274,5.0,,"Drone drop was smooth and quick Packaging was excellent, product intact 🚚💨",2024-03-11 11:23:00,1,,,pos
REV-002678,ORD-011761,PRD-00530,CUST-00973,3.0,,"Product fine, delivery slow Reached on time but packaging was weak",2025-09-04 08:05:00,1,,Truck,neu
REV-007310,ORD-003269,PRD-00130,CUST-01897,5.0,Bad experience,"Delivery was faster than promised Packaging was excellent, product intact",2024-10-08 20:58:00,0,37,Bike,pos
REV-011848,ORD-014288,PRD-00838,CUST-01080,3.0,,"Product fine, delivery slow Reached on time but packaging was weak",2024-09-27 10:58:00,0,,Van,neu
REV-009608,ORD-014807,PRD-00539,CUST-02136,4.0,,Drone drop was smooth and quick Tracking updates were accurate,2025-05-31 00:00:00,0,,Bike,pos
REV-000989,ORD-001736,PRD-00505,CUST-01807,5.0,Delivery feedback,Rider was polite and on time Tracking updates were accurate,2024-02-07 06:17:00,0,,Drone,pos
REV-008853,ORD-004483,PRD-00050,CUST-00884,5.0,Delivery feedback,Tracking updates were accurate Great experience overall 👍,2025-04-25 17:44:00,0,30,Truck,pos
REV-009834,ORD-000079,PRD-00650,CUST-03882,1.0,Bad experience,Delivery was 2 days late Package arrived damaged,2025-01-13 07:23:00,0,,Van,neg
REV-003688,ORD-014931,PRD-00209,CUST-02595,3.0,,"Reached on time but packaging was weak Product fine, delivery slow",2025-04-08 00:00:00,0,31,Truck,neu
REV-010401,ORD-008233,PRD-00481,CUST-00637,2.0,Bad experience,,2024-04-15 14:05:00,0,19,Truck,neg
REV-011161,ORD-005682,PRD-00223,CUST-03749,5.0,,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-01-26 17:12:00,1,47,,pos
REV-001009,ORD-006419,PRD-00710,CUST-00199,2.0,,Delivery was 2 days late Item missing from the box,2025-02-22 06:31:00,0,,Drone,neg
REV-008774,ORD-006035,PRD-00434,CUST-01091,1.0,Bad experience,Delivery was 2 days late No tracking updates at all,2024-09-05 20:58:00,0,76,Drone,neg
REV-009978,ORD-007287,PRD-00684,CUST-02076,2.0,,Drone dropped parcel in wrong spot No tracking updates at all,2025-03-04 10:23:00,0,30,Van,neg
REV-005291,ORD-001120,PRD-00102,CUST-04875,5.0,Delivery feedback,Drone drop was smooth and quick Tracking updates were accurate,2025-09-01 19:44:00,0,,Drone,pos
REV-010732,ORD-009449,PRD-00529,CUST-01018,2.0,Bad experience,No tracking updates at all Rider was rude on call,2024-08-16 19:44:00,1,37,Drone,neg
REV-002425,ORD-001202,PRD-00597,CUST-04354,3.0,Bad experience,"Average experience Product fine, delivery slow",2024-09-26 07:12:00,0,,Bike,neu
REV-000561,ORD-014865,PRD-00182,CUST-00962,1.0,,Delivery was 2 days late No tracking updates at all,2024-05-18 21:17:00,1,19,Van,neg
REV-007422,ORD-001748,PRD-00165,CUST-03765,5.0,Bad experience,"Great experience overall 👍 Packaging was excellent, product intact",2024-06-06 10:05:00,0,67,Bike,pos
REV-001257,ORD-014965,PRD-00196,CUST-01960,3.0,Bad experience,"Product fine, delivery slow Average experience",2024-12-14 11:31:00,0,,Bike,neu
REV-009513,ORD-008892,PRD-00226,CUST-03498,5.0,Delivery feedback,Delivery was faster than promised Great experience overall 👍,2025-11-04 19:31:00,0,,Bike,pos
REV-010461,ORD-008060,PRD-00162,CUST-01383,4.0,,Rider was polite and on time Tracking updates were accurate,2024-09-26 11:44:00,1,9,Bike,pos
REV-006147,ORD-003103,PRD-00662,CUST-00823,5.0,Good,Tracking updates were accurate Drone drop was smooth and quick,2024-06-28 21:23:00,0,82,,pos
REV-006676,ORD-012593,PRD-00595,CUST-04053,4.0,Bad experience,Tracking updates were accurate Great experience overall 👍,2025-03-18 13:31:00,0,69,,pos
REV-005625,ORD-012686,PRD-00526,CUST-02462,4.0,Good,Rider was polite and on time Tracking updates were accurate,2025-01-05 09:31:00,0,30,Truck,pos
REV-009132,ORD-012660,PRD-00311,CUST-04207,1.0,Good,Item missing from the box Package arrived damaged,2024-12-03 21:17:00,1,88,Van,neg
REV-005729,ORD-011602,PRD-00226,CUST-00979,5.0,,Delivery was faster than promised Drone drop was smooth and quick,2024-08-19 07:12:00,1,49,Drone,pos
REV-003974,ORD-000632,PRD-00681,CUST-04343,3.0,Bad experience,"Delivery was okay, nothing special Product fine, delivery slow",2025-04-26 09:17:00,0,27,Van,neu
REV-000437,ORD-007265,PRD-00382,CUST-01839,5.0,Delivery feedback,Drone drop was smooth and quick Rider was polite and on time,2025-04-02 18:23:00,0,37,Van,pos
REV-000361,ORD-005413,PRD-00340,CUST-01614,1.0,,Drone dropped parcel in wrong spot Rider was rude on call,2025-04-02 10:00:00,1,34,Bike,neg
REV-004411,ORD-004123,PRD-00696,CUST-02764,2.0,Bad experience,Rider was rude on call Item missing from the box,2024-06-17 06:23:00,1,86,Truck,neg
REV-004745,ORD-009127,PRD-00165,CUST-00549,3.0,Good,"Average experience Delivery was okay, nothing special",2024-05-23 18:12:00,1,44,Van,neu
REV-009727,ORD-008461,PRD-00189,CUST-04100,2.0,,Rider was rude on call Item missing from the box,2024-07-03 20:58:00,0,,Bike,neg
REV-006396,ORD-008236,PRD-00428,CUST-03131,3.0,,Average experience Reached on time but packaging was weak,2025-10-03 20:12:00,0,,Drone,neu
REV-001315,ORD-013382,PRD-00623,CUST-04537,3.0,Good,Average experience Reached on time but packaging was weak,2024-09-24 20:05:00,1,,Bike,neu
REV-008876,ORD-007216,PRD-00387,CUST-01142,3.0,Good,"Reached on time but packaging was weak Product fine, delivery slow",2024-11-30 17:23:00,1,70,Van,neu
REV-009468,ORD-005168,PRD-00139,CUST-01400,1.0,Delivery feedback,Item missing from the box Drone dropped parcel in wrong spot,2024-09-27 09:31:00,1,,,neg
REV-002340,ORD-010424,PRD-00795,CUST-00628,4.0,,"Drone drop was smooth and quick Packaging was excellent, product intact",2025-06-16 17:31:00,1,1,Truck,pos
REV-008994,ORD-007854,PRD-00218,CUST-02894,5.0,,"Rider was polite and on time Packaging was excellent, product intact",2025-12-04 07:23:00,1,85,Truck,pos
REV-011681,ORD-004601,PRD-00773,CUST-04796,3.0,Delivery feedback,"Reached on time but packaging was weak Delivery was okay, nothing special",2024-06-24 06:12:00,1,29,Van,neu
REV-008811,ORD-010906,PRD-00789,CUST-01041,4.0,,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-05-04 14:58:00,1,,Bike,pos
REV-004404,ORD-007198,PRD-00569,CUST-00900,5.0,,"Packaging was excellent, product intact Drone drop was smooth and quick बहुत अच्छा",2025-06-04 12:58:00,1,33,Truck,pos
REV-011119,ORD-003116,PRD-00073,CUST-03939,4.0,Delivery feedback,Rider was polite and on time Delivery was faster than promised,2024-10-06 20:00:00,0,,Drone,pos
REV-001387,ORD-008487,PRD-00593,CUST-04763,3.0,Good,"Reached on time but packaging was weak Delivery was okay, nothing special",2024-01-27 16:00:00,0,87,Truck,neu
REV-011710,ORD-005408,PRD-00272,CUST-02212,3.0,Delivery feedback,"Product fine, delivery slow Delivery was okay, nothing special",2024-04-07 08:17:00,0,,Drone,neu
REV-005460,ORD-006182,PRD-00244,CUST-02923,5.0,Delivery feedback,Rider was polite and on time Drone drop was smooth and quick,2024-10-21 00:00:00,0,76,,pos
REV-005911,ORD-013913,PRD-00550,CUST-00548,5.0,,Delivery was faster than promised Drone drop was smooth and quick,2024-12-22 14:44:00,1,,,pos
REV-003675,ORD-002811,PRD-00561,CUST-01225,4.0,,"Packaging was excellent, product intact Rider was polite and on time",2025-06-01 21:05:00,1,21,Truck,pos
REV-009957,ORD-001004,PRD-00126,CUST-00740,5.0,,Drone drop was smooth and quick Tracking updates were accurate,2024-12-10 12:58:00,0,,Truck,pos
REV-007155,ORD-010817,PRD-00291,CUST-02632,2.0,Delivery feedback,Rider was rude on call Delivery was 2 days late,2025-04-20 11:12:00,1,,Bike,neg
REV-000905,ORD-001423,PRD-00021,CUST-00535,4.0,Bad experience,Tracking updates were accurate Great experience overall 👍,2024-03-29 00:00:00,0,67,Truck,pos
REV-007063,ORD-005648,PRD-00568,CUST-03802,5.0,Bad experience,Great experience overall 👍 Drone drop was smooth and quick,2025-04-11 15:00:00,1,41,,pos
REV-005874,ORD-004507,PRD-00072,CUST-02422,5.0,,Rider was polite and on time Drone drop was smooth and quick,2024-03-04 07:58:00,1,74,Drone,pos
REV-004083,ORD-004316,PRD-00678,CUST-00054,5.0,Good,Drone drop was smooth and quick Tracking updates were accurate,2025-06-18 13:23:00,0,,Drone,pos
REV-007249,ORD-003104,PRD-00671,CUST-01172,1.0,,Package arrived damaged Drone dropped parcel in wrong spot,2024-04-15 13:12:00,1,,Van,neg
REV-009938,ORD-003787,PRD-00181,CUST-00791,4.0,,Tracking updates were accurate Delivery was faster than promised,2025-08-04 11:31:00,1,70,Bike,pos
REV-011355,ORD-003225,PRD-00170,CUST-01045,1.0,Bad experience,Package arrived damaged Delivery was 2 days late,2024-09-04 17:00:00,1,,Drone,neg
REV-003599,ORD-000294,PRD-00275,CUST-01115,5.0,,"Packaging was excellent, product intact Tracking updates were accurate",2024-03-23 10:58:00,0,,Drone,pos
REV-006034,ORD-005558,PRD-00171,CUST-03183,2.0,,Rider was rude on call Drone dropped parcel in wrong spot,2025-02-02 14:12:00,1,61,Van,neg
REV-001307,ORD-006880,PRD-00450,CUST-03833,5.0,Good,"Packaging was excellent, product intact Tracking updates were accurate",2024-03-30 18:23:00,1,,Bike,pos
REV-003135,ORD-000659,PRD-00478,CUST-00253,4.0,,Great experience overall 👍 Drone drop was smooth and quick,2025-02-24 17:00:00,1,60,Drone,pos
REV-009542,ORD-009421,PRD-00419,CUST-01128,4.0,,"Packaging was excellent, product intact Drone drop was smooth and quick",2024-06-05 00:00:00,0,27,Drone,pos
REV-000115,ORD-009545,PRD-00607,CUST-03920,4.0,Good,Great experience overall 👍 Delivery was faster than promised,2025-05-23 19:05:00,1,87,Bike,pos
REV-010000,ORD-014861,PRD-00310,CUST-03845,4.0,Bad experience,"Delivery was faster than promised Packaging was excellent, product intact",2024-04-22 10:23:00,1,,,pos
REV-004376,ORD-011080,PRD-00220,CUST-03722,3.0,,"Reached on time but packaging was weak Product fine, delivery slow",2024-02-04 00:00:00,0,4,Drone,neu
REV-004955,ORD-000646,PRD-00141,CUST-00119,5.0,Delivery feedback,Great experience overall 👍 Rider was polite and on time,2025-05-22 13:44:00,1,,Truck,pos
REV-010755,ORD-006724,PRD-00616,CUST-02158,5.0,,Great experience overall 👍 Rider was polite and on time,2024-05-27 21:17:00,1,2,Bike,pos
REV-003653,ORD-007977,PRD-00319,CUST-00233,5.0,Good,Drone drop was smooth and quick Great experience overall 👍,2025-02-10 00:00:00,0,,Drone,pos
REV-010349,ORD-006136,PRD-00258,CUST-03259,3.0,,"Delivery was okay, nothing special Product fine, delivery slow",2024-01-17 08:23:00,1,,,neu
REV-011097,ORD-006663,PRD-00779,CUST-00010,4.0,,Rider was polite and on time Great experience overall 👍,2024-05-05 18:05:00,1,76,Truck,pos
REV-010623,ORD-011176,PRD-00235,CUST-01798,3.0,Good,"Delivery was okay, nothing special Reached on time but packaging was weak",2024-02-03 18:05:00,1,78,Truck,neu
REV-000855,ORD-001665,PRD-00805,CUST-00113,4.0,,"Great experience overall 👍 Packaging was excellent, product intact",2024-03-26 09:23:00,1,,Bike,pos
REV-010284,ORD-002497,PRD-00103,CUST-02524,5.0,Bad experience,"Rider was polite and on time Packaging was excellent, product intact",2025-03-14 17:23:00,1,,Drone,pos
REV-008426,ORD-001362,PRD-00062,CUST-03588,4.0,,Tracking updates were accurate Great experience overall 👍,2025-03-18 08:00:00,0,16,Bike,pos
REV-008018,ORD-004227,PRD-00666,CUST-01958,1.0,,No tracking updates at all Drone dropped parcel in wrong spot,2024-02-29 12:00:00,1,22,,neg
REV-000164,ORD-009562,PRD-00782,CUST-02965,5.0,,"Packaging was excellent, product intact Great experience overall 👍",2025-05-02 15:05:00,0,14,,pos
REV-002007,ORD-008890,PRD-00112,CUST-01726,5.0,Delivery feedback,"Packaging was excellent, product intact Delivery was faster than promised",2024-04-06 18:23:00,1,78,Van,pos
REV-006465,ORD-001470,PRD-00371,CUST-04037,1.0,,No tracking updates at all Package arrived damaged,2024-07-17 09:05:00,1,10,,neg
REV-007060,ORD-011014,PRD-00182,CUST-01680,5.0,,"Packaging was excellent, product intact Rider was polite and on time",2024-01-22 12:44:00,1,58,Van,pos
REV-010262,ORD-001428,PRD-00725,CUST-02124,3.0,Delivery feedback,Reached on time but packaging was weak Average experience,2024-02-10 11:31:00,1,39,,neu
REV-008565,ORD-008935,PRD-00003,CUST-04345,5.0,Bad experience,"Packaging was excellent, product intact Delivery was faster than promised",2025-04-20 06:31:00,0,80,Drone,pos
REV-011658,ORD-005763,PRD-00310,CUST-03112,5.0,Good,Rider was polite and on time Drone drop was smooth and quick worst 😡,2024-06-18 20:44:00,0,,Bike,pos
REV-009449,ORD-006713,PRD-00310,CUST-02061,3.0,,Average experience Reached on time but packaging was weak,2024-07-07 13:31:00,0,78,Truck,neu
REV-003951,ORD-004069,PRD-00265,CUST-03415,3.0,Bad experience,"Product fine, delivery slow Average experience",2025-03-15 16:05:00,1,20,Bike,neu
REV-002690,ORD-003769,PRD-00202,CUST-00520,1.0,,No tracking updates at all Rider was rude on call,2025-08-03 06:05:00,1,24,,neg
REV-009376,ORD-005466,PRD-00373,CUST-02290,3.0,Bad experience,Reached on time but packaging was weak Average experience,2024-02-24 11:00:00,1,73,Bike,neu
REV-002767,ORD-011460,PRD-00055,CUST-02934,3.0,,"Delivery was okay, nothing special Product fine, delivery slow",2024-11-22 07:58:00,1,,Truck,neu
REV-009212,ORD-000282,PRD-00258,CUST-00538,1.0,Delivery feedback,Item missing from the box Drone dropped parcel in wrong spot 🚚💨,2024-01-24 18:17:00,1,55,,neg
REV-002461,ORD-012563,PRD-00318,CUST-01580,5.0,Good,"Delivery was faster than promised Packaging was excellent, product intact",2024-07-29 17:58:00,0,46,Drone,pos
REV-008906,ORD-003845,PRD-00134,CUST-03862,5.0,,Drone drop was smooth and quick Tracking updates were accurate,2024-06-25 19:17:00,1,,Truck,pos
REV-008182,ORD-005654,PRD-00569,CUST-04753,3.0,,Reached on time but packaging was weak Average experience,2024-02-16 09:23:00,1,,Drone,neu
REV-003221,ORD-008326,PRD-00518,CUST-03360,5.0,Good,"Drone drop was smooth and quick Packaging was excellent, product intact",2024-12-05 09:05:00,0,67,Drone,pos
REV-011003,ORD-000626,PRD-00590,CUST-00173,1.0,,Package arrived damaged Rider was rude on call,2024-06-22 10:00:00,1,56,Truck,neg
REV-006679,ORD-010255,PRD-00697,CUST-02428,5.0,Bad experience,"Packaging was excellent, product intact Delivery was faster than promised",2024-06-24 11:12:00,0,49,Truck,pos
REV-000644,ORD-014236,PRD-00293,CUST-04466,4.0,Bad experience,,2024-09-10 18:17:00,1,,Drone,pos
REV-005726,ORD-009324,PRD-00172,CUST-00796,4.0,,"Tracking updates were accurate Packaging was excellent, product intact",2024-09-02 14:31:00,0,74,Bike,pos
REV-011243,ORD-005303,PRD-00031,CUST-04236,5.0,,Drone drop was smooth and quick Delivery was faster than promised,2025-03-17 16:31:00,0,34,Truck,pos
REV-000672,ORD-011911,PRD-00318,CUST-04977,3.0,,,2025-10-06 10:31:00,1,,Drone,neu
REV-004943,ORD-005309,PRD-00044,CUST-00055,5.0,Good,Tracking updates were accurate Great experience overall 👍,2024-12-10 11:05:00,0,29,Truck,pos
REV-004752,ORD-005256,PRD-00641,CUST-02058,3.0,,"Average experience Product fine, delivery slow",2024-08-03 12:00:00,1,,Drone,neu
REV-004982,ORD-005146,PRD-00236,CUST-03338,5.0,,Delivery was faster than promised Tracking updates were accurate worst 😡,2024-07-14 12:17:00,1,64,Drone,pos
REV-006203,ORD-007105,PRD-00733,CUST-00844,5.0,Good,"Drone drop was smooth and quick Packaging was excellent, product intact",2025-09-04 07:05:00,1,,Truck,pos
REV-000408,ORD-013268,PRD-00239,CUST-03240,5.0,Bad experience,"Drone drop was smooth and quick Packaging was excellent, product intact",2025-01-05 20:31:00,0,52,Drone,pos
REV-004969,ORD-009757,PRD-00433,CUST-03305,4.0,Bad experience,Drone drop was smooth and quick Great experience overall 👍,2025-11-03 15:17:00,1,69,,pos
REV-007916,ORD-004492,PRD-00361,CUST-02979,5.0,Good,Great experience overall 👍 Rider was polite and on time,2024-07-22 13:12:00,0,,Drone,pos
REV-002815,ORD-011402,PRD-00610,CUST-00981,5.0,Bad experience,"Tracking updates were accurate Packaging was excellent, product intact",2024-05-28 08:44:00,1,41,Van,pos
REV-000745,ORD-013206,PRD-00771,CUST-02910,5.0,Delivery feedback,Tracking updates were accurate Great experience overall 👍,2025-03-15 00:00:00,1,24,Drone,pos
REV-004710,ORD-014335,PRD-00584,CUST-01028,3.0,Delivery feedback,"Average experience Delivery was okay, nothing special",2024-09-22 08:12:00,0,,Drone,neu
REV-007390,ORD-011144,PRD-00800,CUST-01761,3.0,Good,"Average experience Product fine, delivery slow",2024-10-23 09:00:00,1,26,Drone,neu
REV-002802,ORD-014047,PRD-00486,CUST-01945,3.0,Bad experience,"Product fine, delivery slow Average experience",2024-12-10 00:00:00,0,65,,neu
REV-006581,ORD-005089,PRD-00272,CUST-03382,4.0,Bad experience,Delivery was faster than promised Great experience overall 👍,2024-06-19 06:00:00,0,18,Truck,pos
