log_id,order_id,event_seq,event_type,event_timestamp,hub_code,vehicle_id,scanned_by_emp,location_city,remarks,exception_code
LOG-0073127,ORD-013935,1.0,ORDER_PLACED,2024-05-21 13:35:50,HUB-KOL,VEH-0653,EMP-0755,Nagpur,"Customer unavailable, left with security",
LOG-0005334,ORD-001025,4.0,OUT_FOR_DELIVERY,2024-05-21 23:38:00,HUB-BEN,VEH-0422,EMP-0761,Visakhapatnam,"Consignee said ""call before arrival""",
LOG-0024008,ORD-004580,4.0,OUT_FOR_DELIVERY,2024-10-10 00:00:00,HUB-MUM,VEH-0147,EMP-1129,Kochi,,
LOG-0019738,ORD-003765,1.0,ORDER_PLACED,2024-03-31 16:54:34,HUB-GUR,VEH-0460,EMP-0310,Coimbatore,"Drone aborted landing, obstacle detected",
LOG-0047949,ORD-009142,2.0,PICKED_UP,2025-04-04 13:16:23,HUB-GUR,VEH-0660,EMP-0800,Mysuru,"Drone aborted landing, obstacle detected",
LOG-0019046,ORD-003631,1.0,ORDER_PLACED,2024-09-28 00:00:00,HUB-HYD,VEH-0582,EMP-0881,Jaipur,,
LOG-0052563,ORD-010023,3.0,OUT_FOR_DELIVERY,2024-04-02 08:23:49,HUB-MYS,VEH-0688,EMP-0195,Kochi,"Customer unavailable, left with security",
LOG-0045778,ORD-008728,4.0,DELIVERED,2024-10-10 14:36:24,HUB-LUC,VEH-0352,EMP-0769,Lucknow,,
LOG-0013198,ORD-002518,4.0,FAILED ATTEMPT,2025-01-29 15:22:00,HUB-GUW,VEH-0677,EMP-0854,Chandigarh,Weather hold - heavy rain at hub,
LOG-0076422,ORD-014554,1.0,ORDER_PLACED,2024-11-08 12:41:22,HUB-GUW,VEH-0687,EMP-0693,Coimbatore,"Address unclear,
rider called customer twice",
LOG-0014827,ORD-002827,4.0,DELIVERED,2024-07-16 09:05:49,HUB-NAG,VEH-0075,EMP-0560,Madurai,,
LOG-0049435,ORD-009425,5.0,IN_TRANSIT,2024-04-20 16:51:46,HUB-VIS,VEH-0362,EMP-0230,Lucknow,,
LOG-0053706,ORD-010241,4.0,DELIVERED,2024-05-12 18:37:00,HUB-MYS,VEH-0385,EMP-1193,Chandigarh,"Consignee said ""call before arrival""",
LOG-0062870,ORD-011987,3.0,AT_HUB,2024-07-23 01:37:48,HUB-CHE,VEH-0652,EMP-0789,Kolkata,Handed over to last-mile partner,
LOG-0025752,ORD-004911,6.0,DELIVERED,2025-01-20 00:00:00,HUB-JAI,VEH-0395,EMP-0054,Mumbai,,
LOG-0038287,ORD-007299,4.0,AT_HUB,2024-03-31 16:49:39,HUB-NAG,VEH-0562,EMP-0168,Madurai,Weather hold - heavy rain at hub,
LOG-0047871,ORD-009128,3.0,OUT_FOR_DELIVERY,2024-03-26 15:49:00,HUB-GUW,VEH-0596,EMP-0143,Mumbai,,
LOG-0008969,ORD-001722,1.0,ORDER_PLACED,2025-02-23 11:24:26,HUB-CHA,VEH-0617,EMP-0953,Pune,Handed over to last-mile partner,
LOG-0077600,ORD-014778,6.0,FAILED_ATTEMPT,2025-06-26 03:42:14,HUB-LUC,VEH-0719,EMP-1171,Hyderabad,,
LOG-0062708,ORD-011957,1.0,ORDER_PLACED,2024-12-16 17:37:29,HUB-BHU,VEH-0429,EMP-1008,Chandigarh,"Customer unavailable, left with security",
LOG-0014382,ORD-002744,2.0,PICKED_UP,2025-01-30 23:39:43,HUB-DEL,VEH-0716,EMP-0535,Mumbai,,
LOG-0012923,ORD-002467,1.0,ORDER_PLACED,2025-06-03 18:37:17,HUB-BEN,VEH-0696,EMP-1123,Mumbai,"Consignee said ""call before arrival""",
LOG-0042626,ORD-008129,3.0,AT HUB,2024-01-17 17:27:35,HUB-CHE,VEH-0297,EMP-0793,Visakhapatnam,OK,
LOG-0065215,ORD-012434,5.0,DELIVERED,2024-03-03 16:02:20,HUB-BHU,VEH-0303,EMP-0171,Bhubaneswar,"Address unclear,
rider called customer twice",
LOG-0004238,ORD-000818,2.0,PICKED_UP,2025-06-22 00:00:00,HUB-BEN,VEH-0494,EMP-0250,Ahmedabad,"Customer unavailable, left with security",
LOG-0071008,ORD-013538,6.0,DELIVERED,2024-09-03 22:35:00,HUB-AHM,VEH-0659,EMP-0326,Lucknow,OK,EX-01
LOG-0017811,ORD-003392,1.0,ORDER PLACED,2025-01-16 12:30:18,HUB-BHU,VEH-0680,EMP-0999,Bengaluru,Weather hold - heavy rain at hub,
LOG-0035177,ORD-006708,1.0,ORDER_PLACED,2024-07-04 12:17:28,HUB-GUW,VEH-0330,EMP-0367,Pune,"Consignee said ""call before arrival""",
LOG-0045653,ORD-008704,2.0,PICKED_UP,2024-10-19 00:19:09,HUB-NAG,VEH-0722,EMP-0495,Bengaluru,Handed over to last-mile partner,
LOG-0059242,ORD-011293,2.0,PICKED_UP,2025-01-08 00:00:00,HUB-CHA,VEH-0589,EMP-0162,Lucknow,"Drone aborted landing, obstacle detected",
LOG-0006521,ORD-001253,5.0,IN_TRANSIT,2024-02-18 19:00:59,HUB-BHU,VEH-0481,EMP-0140,Pune,,
LOG-0012710,ORD-002427,2.0,PICKED_UP,2024-04-15 15:40:18,HUB-PUN,VEH-0665,EMP-0852,Mysuru,OK,
LOG-0014718,ORD-002808,2.0,PICKED_UP,2024-11-07 00:00:00,HUB-GUR,VEH-0649,EMP-0021,Ahmedabad,"Customer unavailable, left with security",
LOG-0001076,ORD-000208,1.0,ORDER_PLACED,2025-04-02 00:00:00,HUB-DEL,VEH-0192,EMP-1016,Mysuru,OK,
LOG-0062490,ORD-011915,3.0,IN_TRANSIT,2025-06-30 09:50:00,HUB-DEL,VEH-0640,EMP-0971,Hyderabad,OK,
LOG-0015253,ORD-002909,3.0,AT_HUB,2024-02-05 08:13:23,HUB-MUM,VEH-0463,EMP-1079,Bhubaneswar,,
LOG-0023272,ORD-004438,3.0,OUT FOR DELIVERY,2024-11-08 20:34:00,HUB-NAG,VEH-0627,EMP-0909,Delhi,"Drone aborted landing, obstacle detected",
LOG-0013120,ORD-002504,1.0,ORDER_PLACED,2024-12-04 11:05:41,HUB-AHM,VEH-0584,EMP-0082,Pune,"Drone aborted landing, obstacle detected",
LOG-0021020,ORD-004007,1.0,ORDER_PLACED,2024-11-30 13:14:13,HUB-HYD,VEH-0671,EMP-0283,Kolkata,OK,
LOG-0027994,ORD-005337,6.0,RTO_INITIATED,2025-04-12 05:21:00,HUB-BEN,VEH-0703,EMP-0227,Pune,OK,
LOG-0014488,ORD-002765,2.0,PICKED_UP,2025-05-02 05:20:37,HUB-PUN,VEH-0612,EMP-1184,Visakhapatnam,OK,
LOG-0000922,ORD-000178,2.0,PICKED_UP,2024-11-01 22:38:44,HUB-COI,VEH-0716,EMP-0102,Mysuru,"Consignee said ""call before arrival""",
LOG-0012550,ORD-002396,3.0,AT_HUB,2025-04-23 05:44:11,HUB-BEN,VEH-0616,EMP-0640,Bhubaneswar,,
LOG-0025739,ORD-004909,4.0,AT_HUB,2024-12-19 19:28:00,HUB-HYD,VEH-0728,EMP-0539,Nagpur,"Address unclear,
rider called customer twice",
LOG-0012237,ORD-002338,1.0,ORDER_PLACED,2024-08-23 21:45:14,HUB-GUR,VEH-0720,EMP-0405,Mysuru,Handed over to last-mile partner,
LOG-0035624,ORD-006795,3.0,AT HUB,2024-06-05 12:24:48,HUB-GUR,VEH-0706,EMP-0064,Gurugram,Weather hold - heavy rain at hub,
LOG-0050389,ORD-009608,4.0,AT_HUB,2025-04-06 03:27:10,HUB-AHM,VEH-0661,EMP-1077,Bhubaneswar,"Drone aborted landing, obstacle detected",
LOG-0053818,ORD-010264,1.0,ORDER_PLACED,2024-09-24 08:26:03,HUB-BEN,VEH-0146,EMP-0953,Ahmedabad,Weather hold - heavy rain at hub,
LOG-0014590,ORD-002784,5.0,DELIVERED,2024-03-06 15:33:34,HUB-CHA,VEH-0432,EMP-0838,Delhi,,
LOG-0062403,ORD-011898,1.0,ORDER_PLACED,2024-12-19 10:30:45,HUB-COI,VEH-0708,EMP-0034,Pune,OK,
LOG-0012362,ORD-002361,6.0,DELIVERED,2024-01-20 17:22:26,HUB-KOL,VEH-0730,EMP-0210,Mysuru,,
LOG-0012076,ORD-002308,3.0,OUT_FOR_DELIVERY,2025-06-19 10:00:49,HUB-BHU,VEH-0134,EMP-1170,Kochi,Handed over to last-mile partner,EX-01
LOG-0054284,ORD-010353,4.0,DELIVERED,2025-07-02 14:56:44,HUB-LUC,VEH-0187,EMP-0926,Gurugram,Handed over to last-mile partner,
LOG-0069830,ORD-013310,1.0,ORDER PLACED,2025-01-12 00:00:00,HUB-MAD,VEH-0079,EMP-1005,Hyderabad,,
LOG-0051722,ORD-009864,2.0,PICKED_UP,2025-03-18 20:33:00,HUB-PUN,VEH-0312,EMP-0471,Madurai,,
LOG-0018720,ORD-003567,5.0,DELIVERED,2024-04-27 13:15:34,HUB-CHE,VEH-0640,EMP-0466,Visakhapatnam,"Customer unavailable, left with security",
LOG-0065854,ORD-012556,3.0,OUT_FOR_DELIVERY,2024-03-29 06:27:38,HUB-CHE,VEH-0176,EMP-0897,Kochi,,
LOG-0067437,ORD-012855,1.0,ORDER PLACED,2024-04-07 16:29:53,HUB-GUR,VEH-0327,EMP-1082,Mumbai,,
LOG-0026663,ORD-005084,1.0,ORDER_PLACED,2024-03-31 16:39:00,HUB-HYD,VEH-0618,EMP-1008,Nagpur,"Customer unavailable, left with security",
LOG-0016995,ORD-003237,5.0,IN_TRANSIT,2025-12-03 21:50:00,HUB-CHA,VEH-0719,EMP-0941,Visakhapatnam,,
LOG-0073207,ORD-013951,1.0,ORDER_PLACED,2024-11-19 14:17:00,HUB-AHM,VEH-0712,EMP-0254,Chandigarh,,
LOG-0048070,ORD-009164,1.0,ORDER_PLACED,2025-02-02 18:52:51,HUB-HYD,VEH-0010,EMP-0376,Ahmedabad,"Address unclear,
rider called customer twice",
LOG-0024007,ORD-004580,3.0,IN_TRANSIT,2024-10-10 09:40:00,HUB-KOL,VEH-0320,EMP-0272,Kochi,,EX-07
LOG-0034028,ORD-006491,3.0,OUT_FOR_DELIVERY,2024-02-09 20:35:09,HUB-NAG,VEH-0450,EMP-0953,Pune,"Drone aborted landing, obstacle detected",
LOG-0033298,ORD-006351,1.0,ORDER_PLACED,2024-03-25 03:56:00,HUB-LUC,VEH-0618,EMP-0094,Kochi,"Address unclear,
rider called customer twice",
LOG-0052405,ORD-009993,3.0,OUT_FOR_DELIVERY,2024-01-22 07:13:44,HUB-GUR,VEH-0526,EMP-0567,Coimbatore,"Customer unavailable, left with security",
LOG-0078064,ORD-014866,5.0,OUT FOR DELIVERY,2025-06-17 10:39:03,HUB-BEN,VEH-0353,EMP-1068,Jaipur,"Drone aborted landing, obstacle detected",
LOG-0017581,ORD-003349,2.0,PICKED_UP,2025-05-24 23:47:47,HUB-MAD,VEH-0703,EMP-0317,Delhi,Handed over to last-mile partner,
LOG-0041471,ORD-007904,6.0,DELIVERED,2025-01-21 00:55:33,HUB-BHU,VEH-0647,EMP-1138,Bengaluru,OK,
LOG-0016754,ORD-003191,1.0,ORDER_PLACED,2025-05-27 21:08:35,HUB-BEN,VEH-0719,EMP-0856,Gurugram,"Consignee said ""call before arrival""",
LOG-0020532,ORD-003914,3.0,AT_HUB,2024-06-12 06:24:19,HUB-DEL,VEH-0653,EMP-0105,Bhubaneswar,"Consignee said ""call before arrival""",
LOG-0076002,ORD-014474,6.0,DELIVERED,2025-06-02 13:52:17,HUB-BEN,VEH-0595,EMP-0793,Coimbatore,,
LOG-0051683,ORD-009857,4.0,OUT_FOR_DELIVERY,2024-01-07 06:13:18,HUB-VIS,VEH-0649,EMP-0182,Lucknow,,
LOG-0007883,ORD-001515,2.0,PICKED_UP,2024-03-04 03:58:00,HUB-PUN,VEH-0627,EMP-0866,Mumbai,,
LOG-0041198,ORD-007853,2.0,PICKED_UP,2024-04-04 15:05:00,HUB-GUW,VEH-0727,EMP-0596,Hyderabad,OK,EX-12
LOG-0019409,ORD-003701,2.0,PICKED_UP,2024-07-16 11:21:19,HUB-HYD,VEH-0500,EMP-1125,Madurai,"Customer unavailable, left with security",EX-07
LOG-0046227,ORD-008815,1.0,ORDER_PLACED,2025-05-25 20:44:59,HUB-MYS,VEH-0071,EMP-1160,Coimbatore,Handed over to last-mile partner,
LOG-0051155,ORD-009753,6.0,DELIVERED,2024-07-24 09:16:00,HUB-BHU,VEH-0428,EMP-0540,Coimbatore,OK,
LOG-0048814,ORD-009306,1.0,ORDER_PLACED,2025-02-01 13:21:30,HUB-DEL,VEH-0704,EMP-0774,Chandigarh,Weather hold - heavy rain at hub,
LOG-0011349,ORD-002172,4.0,IN_TRANSIT,2024-04-04 18:28:12,HUB-PUN,VEH-0185,EMP-1048,Hyderabad,Handed over to last-mile partner,
LOG-0009315,ORD-001785,5.0,IN_TRANSIT,2025-01-15 10:46:43,HUB-LUC,VEH-0667,EMP-0606,Ahmedabad,,
LOG-0033604,ORD-006411,2.0,PICKED_UP,2025-01-17 20:54:46,HUB-JAI,VEH-0598,EMP-0613,Coimbatore,,EX-01
LOG-0063120,ORD-012034,5.0,DELIVERED,2025-03-02 18:17:28,HUB-LUC,VEH-0632,EMP-0815,Lucknow,OK,
LOG-0074019,ORD-014102,,DELIVERED,2025-12-03 01:01:36,HUB-CHE,VEH-0712,EMP-0105,Mysuru,,
LOG-0031661,ORD-006040,1.0,ORDER_PLACED,2024-12-21 11:31:00,HUB-KOC,VEH-0593,EMP-0340,Chennai,"Consignee said ""call before arrival""",
LOG-0024643,ORD-004700,1.0,ORDER_PLACED,2024-06-01 22:47:07,HUB-GUW,VEH-0677,EMP-0375,Kochi,"Consignee said ""call before arrival""",
LOG-0047141,ORD-008989,5.0,IN_TRANSIT,2024-12-05 17:16:30,HUB-MYS,VEH-0705,EMP-0001,Lucknow,,
LOG-0030513,ORD-005820,1.0,ORDER_PLACED,2024-06-06 16:51:00,HUB-GUW,VEH-0236,EMP-0438,Delhi,,
LOG-0005446,ORD-001047,4.0,DELIVERED,2025-01-05 12:56:19,HUB-KOC,VEH-0200,EMP-0164,Delhi,,
LOG-0063666,ORD-012138,2.0,PICKED_UP,2025-04-21 21:17:11,HUB-GUR,VEH-0097,EMP-1187,Guwahati,OK,EX-07
LOG-0050250,ORD-009581,1.0,ORDER_PLACED,2025-05-02 16:18:00,HUB-GUR,VEH-0220,EMP-0777,Nagpur,,
LOG-0065366,ORD-012463,,DELIVERED,2025-04-18 01:57:22,HUB-KOC,VEH-0705,EMP-0317,Bengaluru,Handed over to last-mile partner,EX-01
LOG-0033815,ORD-006449,5.0,DELIVERED,2024-08-13 16:03:38,HUB-VIS,VEH-0214,EMP-0206,Coimbatore,,
LOG-0020595,ord-003926,4.0,OUT_FOR_DELIVERY,2025-08-03 21:43:29,HUB-NAG,VEH-0248,EMP-0324,Visakhapatnam,,
LOG-0006617,ORD-001271,4.0,IN_TRANSIT,2024-11-16 20:24:46,HUB-COI,VEH-0541,EMP-0286,Madurai,,EX-12
LOG-0036251,ORD-006912,4.0,OUT_FOR_DELIVERY,2024-02-17 23:48:11,HUB-GUR,VEH-0636,EMP-0146,Bengaluru,"Consignee said ""call before arrival""",
LOG-0028898,ORD-005513,3.0,AT_HUB,2024-06-08 23:45:29,HUB-MUM,VEH-0722,EMP-0048,Visakhapatnam,"Drone aborted landing, obstacle detected",
LOG-0048515,ORD-009248,2.0,PICKED_UP,2024-01-08 06:01:06,HUB-GUR,VEH-0606,EMP-0308,Lucknow,"Drone aborted landing, obstacle detected",
LOG-0059514,ORD-011344,2.0,PICKED_UP,2024-02-11 21:17:03,HUB-GUW,VEH-0387,EMP-0574,Kolkata,,
LOG-0012639,ORD-002413,2.0,PICKED_UP,2024-05-14 21:11:02,HUB-KOL,VEH-0666,EMP-0910,Nagpur,"Customer unavailable, left with security",
LOG-0022943,ORD-004375,1.0,ORDER PLACED,2024-10-28 18:45:50,HUB-BEN,VEH-0370,EMP-0881,Mysuru,OK,
LOG-0065019,ORD-012398,1.0,ORDER PLACED,2024-03-27 09:05:32,HUB-PUN,VEH-0645,EMP-1115,Jaipur,Weather hold - heavy rain at hub,
LOG-0016605,ORD-003162,2.0,PICKED_UP,2024-06-29 06:28:00,HUB-AHM,VEH-0607,EMP-1005,Mumbai,Weather hold - heavy rain at hub,
LOG-0032761,ORD-006250,2.0,PICKED_UP,2025-01-16 21:07:37,HUB-GUW,VEH-0597,EMP-0155,Delhi,,
LOG-0023915,ORD-004562,5.0,AT_HUB,2024-03-08 22:14:02,HUB-COI,VEH-0422,EMP-0164,Pune,,
LOG-0043461,ORD-008285,5.0,DELIVERED,2024-01-23 11:01:06,HUB-JAI,VEH-0563,EMP-1062,Pune,Handed over to last-mile partner,
LOG-0057663,ORD-011000,1.0,ORDER_PLACED,2024-06-30 07:36:52,HUB-LUC,VEH-0168,EMP-1191,Chandigarh,,
LOG-0003776,ORD-000727,3.0,OUT_FOR_DELIVERY,2025-05-31 16:10:00,HUB-BHU,VEH-0317,EMP-0255,Guwahati,OK,
LOG-0050428,ORD-009616,1.0,ORDER_PLACED,2024-04-17 20:20:38,HUB-GUR,VEH-0050,EMP-1097,Delhi,,
LOG-0068070,ORD-012971,5.0,IN_TRANSIT,2024-06-08 20:01:17,HUB-GUR,VEH-0661,EMP-1113,Madurai,,
LOG-0010836,ORD-002074,5.0,DELIVERED,2025-02-02 19:07:24,HUB-CHA,VEH-0712,EMP-0129,Madurai,"Address unclear,
rider called customer twice",
LOG-0051504,ORD-009821,3.0,AT_HUB,2025-01-02 07:50:30,HUB-KOL,VEH-0347,EMP-0881,Visakhapatnam,"Customer unavailable, left with security",
LOG-0017431,ORD-003320,4.0,IN_TRANSIT,2024-06-18 20:47:10,HUB-HYD,VEH-0665,EMP-0432,Kochi,"Drone aborted landing, obstacle detected",
LOG-0008351,ORD-001603,1.0,ORDER_PLACED,2024-04-25 17:38:34,HUB-PUN,VEH-0641,EMP-0663,Lucknow,OK,
LOG-0022026,ORD-004200,2.0,PICKED_UP,2025-02-24 14:12:18,HUB-AHM,VEH-0134,EMP-0242,Nagpur,"Consignee said ""call before arrival""",
LOG-0055663,ORD-010618,3.0,AT HUB,2025-03-05 13:52:29,HUB-MUM,VEH-0191,EMP-1154,Kochi,,
LOG-0044781,ORD-008537,3.0,AT_HUB,2024-06-17 19:35:55,HUB-GUR,VEH-0635,EMP-0270,Bhubaneswar,"Address unclear,
rider called customer twice",
LOG-0064313,ORD-012262,4.0,OUT_FOR_DELIVERY,2024-08-17 15:41:43,HUB-MYS,VEH-0608,EMP-0365,Jaipur,"Address unclear,
rider called customer twice",
LOG-0077290,ORD-014721,6.0,DELIVERED,2024-02-14 00:00:00,HUB-AHM,VEH-0474,EMP-0985,Nagpur,"Customer unavailable, left with security",
LOG-0026458,ORD-005045,3.0,IN_TRANSIT,2025-06-25 08:32:34,HUB-CHE,VEH-0190,EMP-0306,Kochi,"Consignee said ""call before arrival""",
LOG-0012041,ORD-002302,1.0,ORDER_PLACED,2024-10-04 21:27:00,HUB-GUR,VEH-0638,EMP-1193,Madurai,"Consignee said ""call before arrival""",
LOG-0014328,ORD-002734,4.0,IN_TRANSIT,2025-01-16 21:21:00,HUB-NAG,VEH-0142,EMP-0680,Chandigarh,"Consignee said ""call before arrival""",
LOG-0034182,ORD-006520,3.0,AT_HUB,2024-11-15 17:31:31,HUB-BHU,VEH-0071,EMP-0982,Chandigarh,"Consignee said ""call before arrival""",
LOG-0005322,ORD-001023,4.0,AT_HUB,2024-07-06 06:49:17,HUB-KOL,VEH-0320,EMP-0069,Chennai,Handed over to last-mile partner,
LOG-0023937,ord-004566,5.0,IN_TRANSIT,2024-03-17 19:04:29,HUB-DEL,VEH-0219,EMP-0015,Visakhapatnam,Handed over to last-mile partner,
LOG-0069538,ORD-013253,3.0,AT_HUB,2024-03-27 21:12:36,HUB-KOC,VEH-0162,EMP-0283,Bhubaneswar,"Consignee said ""call before arrival""",EX-12
LOG-0065685,ORD-012523,6.0,DELIVERED,2024-08-31 18:20:21,HUB-AHM,VEH-0271,EMP-0118,Kolkata,"Customer unavailable, left with security",
LOG-0074384,ORD-014170,5.0,IN_TRANSIT,2024-07-14 22:37:00,HUB-GUW,VEH-0687,EMP-0251,Chennai,,EX-12
LOG-0025443,ORD-004852,2.0,PICKED_UP,2025-06-02 20:43:41,HUB-DEL,VEH-0712,EMP-0253,Kochi,"Drone aborted landing, obstacle detected",
LOG-0039427,ORD-007514,5.0,AT_HUB,2025-02-19 00:00:00,HUB-GUR,VEH-0320,EMP-0752,Lucknow,"Address unclear,
rider called customer twice",
LOG-0064202,ORD-012240,3.0,IN_TRANSIT,2024-11-09 18:37:08,HUB-CHE,VEH-0606,EMP-0772,Madurai,"Consignee said ""call before arrival""",
LOG-0068278,ORD-013012,1.0,ORDER_PLACED,2024-05-16 00:00:00,HUB-COI,VEH-0677,EMP-0472,Pune,Weather hold - heavy rain at hub,EX-12
LOG-0016603,ORD-003161,6.0,DELIVERED,2025-02-13 17:27:09,HUB-COI,VEH-0586,EMP-0142,Hyderabad,OK,
LOG-0016966,ORD-003232,2.0,PICKED_UP,2024-01-11 10:58:19,HUB-CHE,VEH-0601,EMP-0127,Madurai,"Customer unavailable, left with security",
LOG-0000484,ORD-000094,4.0,DELIVERED,2024-12-21 07:31:00,HUB-BEN,VEH-0621,EMP-0987,Jaipur,"Customer unavailable, left with security",
LOG-0051255,ORD-009773,4.0,IN_TRANSIT,2024-03-14 14:38:00,HUB-AHM,VEH-0628,EMP-0254,Kolkata,"Drone aborted landing, obstacle detected",
LOG-0001565,ORD-000299,1.0,ORDER_PLACED,2025-03-17 13:40:00,HUB-GUW,VEH-0713,EMP-0921,Ahmedabad,"Consignee said ""call before arrival""",
LOG-0062728,ORD-011961,2.0,PICKED UP,2025-05-21 12:38:00,HUB-HYD,VEH-0315,EMP-1180,Pune,Weather hold - heavy rain at hub,
LOG-0070892,ORD-013517,3.0,OUT_FOR_DELIVERY,2024-11-13 10:37:14,HUB-MAD,VEH-0652,EMP-1015,Kolkata,"Drone aborted landing, obstacle detected",
LOG-0066597,ORD-012697,4.0,OUT_FOR_DELIVERY,2024-12-08 21:38:41,HUB-LUC,VEH-0599,EMP-1065,Lucknow,,
LOG-0025989,ORD-004956,2.0,PICKED_UP,2024-12-29 21:24:20,HUB-KOC,VEH-0280,EMP-1083,Madurai,Handed over to last-mile partner,
LOG-0021368,ORD-004073,1.0,ORDER_PLACED,2024-08-09 14:39:05,HUB-NAG,VEH-0666,EMP-0050,Nagpur,Weather hold - heavy rain at hub,
LOG-0073561,ORD-014018,4.0,IN_TRANSIT,2024-11-12 20:27:00,HUB-VIS,VEH-0379,EMP-0601,Guwahati,"Customer unavailable, left with security",
LOG-0013615,ORD-002598,6.0,DELIVERED,2024-06-01 22:45:18,HUB-AHM,VEH-0437,EMP-0691,Ahmedabad,"Customer unavailable, left with security",EX-12
LOG-0025317,ORD-004827,5.0,DELIVERED,2024-01-17 18:43:19,HUB-MAD,VEH-0025,EMP-1083,Bengaluru,Weather hold - heavy rain at hub,
LOG-0052396,ORD-009991,5.0,RTO_INITIATED,2024-05-31 16:53:34,HUB-PUN,VEH-0668,EMP-1034,Madurai,,
LOG-0070194,ORD-013379,6.0,DELIVERED,2025-04-09 00:00:00,HUB-GUR,VEH-0673,EMP-0521,Bengaluru,,
LOG-0013861,ORD-002645,1.0,ORDER_PLACED,2024-08-31 18:23:16,HUB-GUR,VEH-0137,EMP-0446,Chandigarh,"Consignee said ""call before arrival""",
LOG-0062050,ORD-011829,4.0,IN_TRANSIT,2025-02-25 07:49:00,HUB-MAD,VEH-0356,EMP-0001,Ahmedabad,"Consignee said ""call before arrival""",
LOG-0077280,ORD-014720,1.0,ORDER_PLACED,2024-11-20 13:20:11,HUB-MYS,VEH-0364,EMP-1157,Jaipur,"Customer unavailable, left with security",
LOG-0007829,ORD-001504,4.0,AT_HUB,2025-08-05 09:28:52,HUB-BHU,VEH-0699,EMP-0680,Visakhapatnam,"Drone aborted landing, obstacle detected",EX-01
LOG-0014237,ORD-002717,4.0,IN_TRANSIT,2024-09-29 11:34:40,HUB-AHM,VEH-0199,EMP-0424,Mumbai,"Customer unavailable, left with security",
LOG-0029882,ORD-005701,1.0,ORDER_PLACED,2024-12-16 16:34:05,HUB-BHU,VEH-0159,EMP-0076,Bhubaneswar,"Consignee said ""call before arrival""",
LOG-0076111,ORD-014495,4.0,AT_HUB,2024-06-15 23:40:00,HUB-COI,VEH-0710,EMP-0435,Bengaluru,,
LOG-0063254,ORD-012059,4.0,OUT_FOR_DELIVERY,2024-11-21 19:23:00,HUB-NAG,VEH-0579,EMP-0266,Mumbai,"Drone aborted landing, obstacle detected",
LOG-0006485,ORD-001246,3.0,OUT_FOR_DELIVERY,2024-10-10 14:32:00,HUB-JAI,VEH-0586,EMP-0772,Lucknow,"Drone aborted landing, obstacle detected",
LOG-0025388,ORD-004841,2.0,PICKED_UP,2024-10-06 11:58:00,HUB-MUM,VEH-0712,EMP-0225,Lucknow,,
LOG-0039875,ORD-007601,1.0,ORDER_PLACED,2024-07-28 10:43:00,HUB-MYS,VEH-0718,EMP-1065,Delhi,"Address unclear,
rider called customer twice",
LOG-0018795,ORD-003582,2.0,PICKED_UP,2024-08-10 08:39:43,HUB-MUM,VEH-0653,EMP-1179,Nagpur,"Drone aborted landing, obstacle detected",EX-07
LOG-0057444,ORD-010958,5.0,OUT FOR DELIVERY,2024-09-17 01:47:39,HUB-BHU,VEH-0187,EMP-0227,Kochi,"Drone aborted landing, obstacle detected",
LOG-0073361,ORD-013979,4.0,IN_TRANSIT,2024-09-21 07:53:24,HUB-CHE,VEH-0175,EMP-0985,Guwahati,"Customer unavailable, left with security",
LOG-0031344,ORD-005979,6.0,DELIVERED,2024-03-18 09:26:11,HUB-AHM,VEH-0550,EMP-0515,Ahmedabad,"Drone aborted landing, obstacle detected",
LOG-0035520,ORD-006775,1.0,ORDER_PLACED,2025-05-03 15:06:45,HUB-BHU,VEH-0160,EMP-0966,Guwahati,"Consignee said ""call before arrival""",
LOG-0000972,ORD-000188,3.0,OUT_FOR_DELIVERY,2025-05-31 08:14:52,HUB-HYD,VEH-0609,EMP-0965,Lucknow,,EX-12
LOG-0072112,ORD-013746,2.0,PICKED_UP,2025-06-15 21:40:14,HUB-CHA,VEH-0209,EMP-0113,Kochi,"Customer unavailable, left with security",
LOG-0073875,ORD-014075,3.0,IN_TRANSIT,2024-01-29 03:40:19,HUB-BHU,VEH-0591,EMP-0788,Pune,Weather hold - heavy rain at hub,
LOG-0024474,ORD-004666,3.0,IN_TRANSIT,2025-06-07 17:26:00,HUB-KOC,VEH-0735,EMP-0248,Mumbai,Handed over to last-mile partner,
LOG-0055083,ORD-010505,1.0,ORDER_PLACED,2025-04-03 15:48:10,HUB-AHM,VEH-0637,EMP-0804,Bengaluru,,
LOG-0033750,ORD-006437,5.0,FAILED ATTEMPT,2025-03-14 05:00:00,HUB-DEL,VEH-0692,EMP-1155,Visakhapatnam,Handed over to last-mile partner,
LOG-0007850,ORD-001508,3.0,AT HUB,2024-12-28 19:29:19,HUB-GUR,VEH-0216,EMP-0628,Mumbai,Weather hold - heavy rain at hub,
LOG-0069975,ORD-013339,1.0,ORDER_PLACED,2024-01-06 20:37:00,HUB-GUR,VEH-0699,EMP-0869,Ahmedabad,,
LOG-0001614,ORD-000309,1.0,ORDER_PLACED,2024-07-27 15:36:43,HUB-HYD,VEH-0647,EMP-0761,Mysuru,"Consignee said ""call before arrival""",
LOG-0035007,ORD-006675,3.0,IN_TRANSIT,2024-11-11 15:24:25,HUB-CHA,VEH-0550,EMP-1160,Nagpur,"Consignee said ""call before arrival""",
