date,city,humidity_pct,precipitation_mm,wind_speed_kmph,visibility_km,condition,storm_alert,temp_c
2024-01-18,Guwahati,76,0.9,2.4,10.5,Clear,0,25.5
2024-01-19,Guwahati,56,1.8,32.7,3.0,Fog,0,28.1
2024-01-20,Guwahati,  ,42.2,42.3,9.5,Rain,0,28.3
2024-01-21,Guwahati,68,1.6,11.4,9.7,Cloudy,0,84.2
2024-01-23,Guwahati,66,64.1,27.0,10.6,Rain,0,29.2
2024-01-24,Guwahati,29,1.5,41.5,8.4,Clear,0,25.3
2024-01-25,Guwahati,55,0.1,31.5,9.5,Clear,0,29.6
2024-01-26,Guwahati,30,57.2,25.7,5.8,Heavy Rain,0,31.6
2024-01-27,Guwahati,80,0.8,12.5,7.7,Clear,0,23.9
2024-01-28,Guwahati,57,100.3,23.1,5.9,Thunderstorm,0,
2024-01-29,Guwahati,43,1.0,35.8,8.0,Cloudy,0,30.0
2024-01-30,Guwahati,76,2.0,8.5,5.4,Sunny,0,30.2
2024-01-31,Guwahati,38,1.5,39.4,4.7,Cloudy,0,32.5
2024-01-02,Guwahati,81,0.5,18.7,9.1,Cloudy,0,30.3
2024-02-02,Guwahati,70,1.9,30.2,10.8,Clear,0,26.38888888888889
2024-03-02,Guwahati,51,107.0,,4.8,Heavy Rain,0,27.2
2024-04-02,Guwahati,68,1.9,29.9,5.9,Clear,0,30.9
2024-02-05,Guwahati,79,8.4,19.1,9.0,Heavy Rain,0,25.9
2024-02-06,Guwahati,45,0.1,3.3,5.5,Sunny,0,26.5
2024-02-08,Guwahati,89,0.8,6.7,9.3,Clear,0,22.9
2024-09-02,Guwahati,32,62.9,6.0,8.6,Heavy Rain,0,30.2
2024-10-02,Guwahati,29,100.3,28.4,11.0,Heavy Rain,0,32.3
2024-11-02,Guwahati,79,94.1,16.4,6.2,Thunderstorm,1,29.1
2024-02-12,Guwahati,46,1.9,12.5,6.2,Cloudy,0,32.6
2024-02-13,Guwahati,59,115.7,23.1,9.1,Rain,0,30.6
2024-02-14,Guwahati,44,60.8,41.6,6.5,Heavy Rain,0,28.1
2024-02-15,Guwahati,61,1.0,3.8,4.0,Clear,0,30.2
2024-02-16,Guwahati,78,1.4,8.2,6.3,Clear,0,29.5
2024-02-17,Guwahati,95,1.1,7.7,11.5,Cloudy,0,32.8
2024-02-18,Guwahati,64,108.0,22.5,9.7,Rain,0,27.2
2024-02-19,Guwahati,32,1.4,19.3,4.4,Clear,0,25.6
2024-02-20,Guwahati,,0.9,19.6,8.1,Cloudy,0,27.8
2024-02-21,Guwahati,35,0.7,37.0,6.0,Cloudy,0,27.5
2024-02-22,Guwahati,93,1.5,20.5,6.2,Cloudy,0,31.0
2024-02-23,Guwahati,81,1.3,9.5,1.6,Fog,0,26.333333333333336
2024-02-24,Guwahati,34,46.2,14.9,12.0,Heavy Rain,0,30.9
2024-02-25,Guwahati,69,35.7,6.3,4.1,Rain,0,32.7
2024-02-26,Guwahati,90,109.6,,5.1,Heavy Rain,0,29.9
2024-02-27,Guwahati,82,1.7,20.4,11.7,Clear,0,31.5
2024-02-28,Guwahati,89,0.0,16.7,5.2,Cloudy,0,30.2
2024-02-29,Guwahati,77,0.5,39.7,6.7,Clear,0,36.7
2024-01-03,Guwahati,47,0.6,30.5,4.9,Cloudy,0,26.3
2024-02-03,Guwahati,76,1.8,30.9,7.1,Cloudy,0,24.3
2024-03-03,Guwahati,46,43.4,8.3,6.0,Heavy Rain,1,30.0
2024-04-03,Guwahati,34,1.3,37.1,10.5,Cloudy,0,31.1
2024-05-03,Guwahati,90,2.0,36.1,6.6,Clear,0,35.4
2024-03-06,Guwahati,45,1.3,35.6,6.7,Sunny,0,30.5
2024-03-07,Guwahati,93,0.2,28.0,8.1,Clear,0,
2024-03-08,Guwahati,,0.7,5.6,7.9,Cloudy,0,35.77777777777778
2024-03-10,Guwahati,92,0.3,18.6,6.0,Clear,0,32.1
2024-11-03,Guwahati,89,0.9,36.4,5.8,Clear,0,33.9
2024-12-03,Guwahati,92,1.3,20.6,9.8,Clear,0,32.6
2024-03-13,Guwahati,90,0.9,30.0,5.7,Sunny,0,89.3
2024-03-14,Guwahati,50,1.6,24.2,9.4,Sunny,0,30.7
2024-03-15,Guwahati,46,0.3,34.6,11.8,Sunny,0,30.4
2024-03-16,Guwahati,80,0.5,28.8,5.2,Clear,0,39.77777777777778
2024-03-17,Guwahati,90,0.3,14.6,4.3,Clear,0,24.0
2024-03-18,Guwahati,67,0.2,35.1,11.6,Cloudy,0,32.5
2024-03-19,Guwahati,48,0.9,3.2,8.0,Clear,0,28.9
2024-03-20,Guwahati,71,1.4,4.8,2.1,Fog,0,35.6
2024-03-21,Guwahati,88,1.2,32.3,11.8,Clear,0,34.0
2024-03-22,Guwahati,28,1.6,40.7,8.0,Clear,0,40.3
2024-03-23,Guwahati,63,74.1,42.6,6.6,Heavy Rain,0,35.2
2024-03-24,Guwahati,73,1.7,38.8,6.0,Clear,0,33.7
2024-03-25,Guwahati,32,1.7,29.9,7.7,Clear,0,35.4
2024-03-26,Guwahati,77,109.7,34.5,10.9,Rain,1,30.61111111111111
2024-03-27,Guwahati,88,1.5,17.4,4.4,Cloudy,0,28.4
2024-03-28,Guwahati,92,0.7,36.4,11.9,Clear,0,38.94444444444444
2024-03-30,Guwahati,76,17.2,20.0,4.6,Thunderstorm,1,29.0
2024-03-31,Guwahati,62,1.3,6.5,6.9,Sunny,0,31.9
2024-01-04,Guwahati,34,119.7,16.5,5.0,Rain,1,30.2
2024-02-04,Guwahati,38,110.1,17.6,5.4,Heavy Rain,0,32.7
2024-04-03,Guwahati,  ,33.9,32.5,11.9,Thunderstorm,0,27.9
2024-04-04,Guwahati,53,1.0,11.2,11.4,Cloudy,0,33.6
2024-04-05,Guwahati,50,1.1,28.8,10.2,Clear,0,32.9
2024-06-04,Guwahati,83,25.0,5.0,5.1,Rain,0,30.5
2024-07-04,Guwahati,85,75.0,9.7,11.6,Thunderstorm,1,29.4
2024-04-08,Guwahati,68,91.1,43.0,9.5,Rain,0,87.2
2024-09-04,Guwahati,91,0.6,42.3,11.4,Clear,0,30.1
2024-04-10,Guwahati,30,19.3,17.8,4.7,Rain,0,33.0
2024-04-11,Guwahati,52,1.5,37.2,6.4,Cloudy,0,32.0
2024-04-12,Guwahati,33,49.7,4.5,4.0,Rain,0,28.9
2024-04-13,Guwahati,60,1.7,30.7,5.9,Clear,0,36.4
2024-04-14,Guwahati,59,1.4,11.6,7.1,Clear,0,33.9
2024-04-15,Guwahati,30,1.6,6.5,4.1,Clear,0,30.6
2024-04-16,Guwahati,31,41.1,3.3,7.2,Rain,0,32.2
2024-04-17,Guwahati,38,0.9,25.0,9.0,Cloudy,0,30.3
2024-04-18,Guwahati,49,1.6,44.4,11.9,Clear,0,38.8
2024-04-19,Guwahati,87,35.4,38.1,10.9,Rain,0,28.6
2024-04-20,Guwahati,unknown,1.5,,5.3,Sunny,0,31.5
2024-04-21,Guwahati,28,1.2,26.0,6.2,Cloudy,0,30.1
2024-04-22,Guwahati,88,53.8,44.3,11.6,Rain,1,31.5
2024-04-23,Guwahati,73,44.9,18.7,11.5,Rain,1,31.3
2024-04-24,Guwahati,73,0.3,24.1,5.5,Sunny,0,30.22222222222222
2024-04-25,Guwahati,29,2.0,34.2,4.7,Sunny,0,35.9
2024-04-26,Guwahati,49,31.7,35.3,11.8,Rain,0,30.666666666666668
2024-04-27,Guwahati,51,0.5,11.3,11.3,Clear,0,28.4
2024-04-28,Guwahati,45,1.1,13.0,5.7,Cloudy,0,37.0
2024-04-29,Guwahati,53,1.1,34.1,9.8,Sunny,0,32.4
2024-04-30,Guwahati,95,1.5,10.7,6.3,Cloudy,0,34.7
2024-01-05,Guwahati,68,37.1,38.3,5.1,Rain,0,29.3
2024-02-05,Guwahati,65,0.5,39.2,11.4,Clear,0,37.5
2024-03-05,Guwahati,86,112.3,25.8,11.1,Rain,0,30.3
2024-04-05,Guwahati,61,0.4,43.9,2.9,Fog,0,28.2
2024-05-05,Guwahati,84,38.8,40.8,7.6,Thunderstorm,0,32.4
2024-06-05,Guwahati,88,0.6,14.1,1.0,Fog,0,
2024-07-05,Guwahati,97,1.3,35.8,5.9,Clear,0,28.8
2024-08-05,Guwahati,54,1.8,,10.3,Sunny,0,29.2
2024-05-09,Guwahati,95,0.3,14.6,11.3,Clear,0,26.9
2024-10-05,Guwahati,35,84.6,13.4,8.9,Thunderstorm,0,22.2
2024-05-11,Guwahati,98,1.1,29.4,6.6,Sunny,0,32.5
2024-05-12,Guwahati,69,48.6,9.0,5.3,Rain,0,31.9
2024-05-13,Guwahati,40,1.0,5.5,8.4,Cloudy,0,31.2
2024-05-15,Guwahati,57,0.8,16.5,8.7,Clear,0,31.9
2024-05-16,Guwahati,75,0.0,4.0,8.7,Clear,0,32.0
2024-05-17,Guwahati,69,1.1,13.5,7.0,Clear,0,29.4
2024-05-18,Guwahati,92,0.3,9.5,6.3,Sunny,0,23.1
2024-05-19,Guwahati,84,1.7,7.3,6.7,Clear,0,31.3
2024-05-20,Guwahati,72,16.8,42.8,7.7,Rain,1,30.2
2024-05-21,Guwahati,97,18.9,12.6,7.2,Rain,0,32.8
2024-05-22,Guwahati,29,53.4,13.3,7.8,Heavy Rain,1,30.6
2024-05-23,Guwahati,96,1.7,32.6,2.0,Fog,0,32.0
2024-05-24,Guwahati,29,26.8,35.8,9.6,Rain,1,
2024-05-26,Guwahati,28,52.2,4.4,10.3,Rain,0,34.4
2024-05-27,Guwahati,59,26.9,37.9,7.9,Heavy Rain,0,32.5
2024-05-28,Guwahati,84,0.1,12.3,5.2,Clear,0,21.5
2024-05-29,Guwahati,87,1.1,23.3,8.7,Clear,0,31.8
2024-05-30,Guwahati,43,0.8,40.2,5.1,Cloudy,0,28.277777777777782
2024-05-31,Guwahati,66,119.6,34.5,9.5,Rain,0,28.0
2024-01-06,Guwahati,65,10.7,37.4,10.7,Thunderstorm,1,26.8
2024-06-02,Guwahati,35,0.3,27.0,9.3,Clear,0,23.8
2024-06-03,Guwahati,32,0.2,2.4,10.4,Sunny,0,23.1
2024-06-04,Guwahati,57,0.2,3.8,10.3,Clear,0,25.9
2024-06-05,Guwahati,95,0.9,11.5,11.0,Clear,0,26.6
2024-06-06,Guwahati,72,1.0,3.0,11.8,Sunny,0,30.7
2024-06-07,Guwahati,78,1.5,16.5,7.8,Cloudy,0,33.2
2024-08-06,Guwahati,55,1.1,39.6,4.8,Clear,0,29.38888888888889
2024-09-06,Guwahati,81,0.4,35.1,10.1,Clear,0,29.3
2024-10-06,Guwahati,69,1.4,20.7,9.1,Clear,0,29.0
2024-06-11,Guwahati,52,1.9,35.9,6.1,Sunny,0,28.22222222222222
2024-12-06,Guwahati,75,1.9,8.3,7.5,Sunny,0,24.2
2024-06-13,Guwahati,49,0.8,5.5,6.6,Cloudy,0,26.2
2024-06-14,Guwahati,77,64.7,27.1,6.0,Heavy Rain,0,32.2
2024-06-15,Guwahati,58,94.6,26.2,8.2,Rain,1,
2024-06-16,Guwahati,89,1.1,15.3,11.9,Clear,0,76.1
2024-06-17,Guwahati,52,1.4,26.9,7.1,Clear,0,26.9
2024-06-18,Guwahati,55,0.2,14.4,5.6,Cloudy,0,25.7
2024-06-19,Guwahati,56,0.6,44.0,4.3,Cloudy,0,28.7
2024-06-20,Guwahati,59,9.6,39.0,4.2,Thunderstorm,0,27.8
2024-06-21,Guwahati,91,88.1,30.8,10.2,Rain,1,21.9
2024-06-22,Guwahati,57,1.1,15.7,8.8,Cloudy,0,25.9
2024-06-23,Guwahati,60,103.6,18.2,5.2,Rain,0,30.9
2024-06-24,Guwahati,93,0.3,31.1,2.9,Fog,0,20.5
2024-06-25,Guwahati,,1.8,37.9,6.0,Clear,0,29.8
2024-06-26,Guwahati,29,44.4,5.7,10.9,Rain,0,25.9
2024-06-27,Guwahati,28,109.8,28.5,6.3,Heavy Rain,0,23.4
2024-06-28,Guwahati,64,1.0,11.2,7.0,Clear,0,20.6
2024-06-29,Guwahati,75,1.1,26.0,6.2,Clear,0,20.6
2024-06-30,Guwahati,88,32.6,33.3,6.8,Rain,1,27.22222222222222
2024-01-07,Guwahati,92,1.7,35.9,7.1,Clear,0,21.0
2024-07-02,Guwahati,70,1.0,12.3,11.1,Cloudy,0,26.9
2024-07-03,Guwahati,96,1.4,17.8,8.0,Clear,0,23.8
2024-04-07,Guwahati,44,1.0,40.1,11.0,Clear,0,27.3
2024-07-05,Guwahati,47,1.5,22.7,8.9,Clear,0,24.1
2024-06-07,Guwahati,68,1.8,31.4,4.6,Cloudy,0,19.9
2024-07-07,Guwahati,50,0.0,30.9,1.6,Fog,0,22.3
2024-07-08,Guwahati,83,0.4,17.7,1.0,Fog,0,24.055555555555557
2024-07-09,Guwahati,70,88.1,33.1,7.8,Thunderstorm,1,22.055555555555557
2024-10-07,Guwahati,62,1.1,14.3,9.9,Cloudy,0,
2024-11-07,Guwahati,86,10.7,8.9,11.2,Thunderstorm,0,21.6
2024-07-13,Guwahati,66,0.0,40.5,2.7,Fog,0,19.5
2024-07-14,Guwahati,29,1.2,25.4,5.3,Cloudy,0,20.1
2024-07-15,Guwahati,70,97.5,24.5,10.1,Rain,0,23.8
2024-07-16,Guwahati,62,1.3,3.7,11.0,Clear,0,19.0
2024-07-17,Guwahati,  ,73.9,4.4,6.6,Thunderstorm,0,22.5
2024-07-18,Guwahati,64,0.6,18.2,7.1,Clear,0,20.6
2024-07-19,Guwahati,95,50.8,15.2,9.0,Rain,0,19.8
2024-07-20,Guwahati,91,0.2,31.6,7.8,Clear,0,19.0
2024-07-21,Guwahati,36,0.9,27.0,9.9,Cloudy,0,26.6
2024-07-22,Guwahati,72,1.2,38.3,6.3,Sunny,0,21.1
2024-07-23,Guwahati,72,0.4,32.4,7.5,Clear,0,21.1
2024-07-24,Guwahati,39,1.8,21.7,10.7,Cloudy,0,20.500000000000004
2024-07-25,Guwahati,unknown,0.8,31.0,11.8,Clear,0,21.4
2024-07-27,Guwahati,52,0.1,32.4,6.5,Clear,0,18.5
2024-07-28,Guwahati,84,0.1,18.4,10.6,Cloudy,0,20.7
2024-07-29,Guwahati,44,27.5,11.4,6.7,Thunderstorm,0,23.1
2024-07-30,Guwahati,32,0.2,33.5,10.6,Clear,0,24.111111111111114
2024-07-31,Guwahati,66,0.9,43.1,11.0,Clear,0,12.7
2024-08-01,Guwahati,80,1.0,30.8,4.6,Clear,0,21.6
2024-02-08,Guwahati,82,46.8,39.3,7.6,Rain,1,19.2
2024-03-08,Guwahati,77,0.8,31.2,1.8,Fog,0,18.8
2024-04-08,Guwahati,62,0.5,35.6,6.8,Clear,0,21.3
2024-05-08,Guwahati,52,80.6,6.9,4.6,Rain,0,24.6
2024-06-08,Guwahati,87,1.9,37.8,7.3,Cloudy,0,17.5
2024-08-07,Guwahati,92,0.3,19.0,12.0,Cloudy,0,19.2
2024-08-08,Guwahati,31,102.8,17.2,4.9,Rain,0,18.7
2024-08-09,Guwahati,61,0.4,14.5,10.8,Clear,0,20.9
2024-10-08,Guwahati,65,16.3,41.5,9.2,Rain,1,19.9
2024-08-11,Guwahati,61,115.4,12.8,5.4,Thunderstorm,0,21.1
2024-08-12,Guwahati,49,1.9,29.2,6.0,Clear,0,23.0
2024-08-13,Guwahati,31,1.2,10.3,11.5,Clear,0,18.833333333333336
2024-08-14,Guwahati,43,70.1,4.9,11.1,Rain,1,13.3
2024-08-15,Guwahati,58,0.9,21.9,5.0,Clear,0,20.1
2024-08-16,Guwahati,98,34.6,37.3,8.7,Rain,0,24.2
2024-08-17,Guwahati,93,86.8,9.2,6.6,Rain,0,18.88888888888889
2024-08-18,Guwahati,75,0.8,27.3,8.1,Cloudy,0,23.1
2024-08-19,Guwahati,,0.3,4.5,8.7,Cloudy,0,20.8
2024-08-20,Guwahati,98,0.8,10.6,10.0,Clear,0,15.5
2024-08-21,Guwahati,83,1.5,7.3,6.7,Sunny,0,15.8
2024-08-22,Guwahati,46,39.6,14.0,5.8,Rain,1,12.4
2024-08-23,Guwahati,33,0.1,43.5,11.6,Cloudy,0,20.0
2024-08-24,Guwahati,76,64.3,5.2,7.4,Thunderstorm,0,16.7
2024-08-25,Guwahati,89,0.4,22.1,5.9,Clear,0,11.7
2024-08-26,Guwahati,92,56.1,19.4,4.7,Heavy Rain,0,19.1
2024-08-27,Guwahati,87,0.9,38.2,10.4,Sunny,0,19.7
2024-08-28,Guwahati,73,60.8,14.5,8.8,Rain,0,16.7
2024-08-29,Guwahati,87,1.3,11.4,11.7,Clear,0,14.1
2024-08-30,Guwahati,30,0.9,19.4,1.0,Fog,0,18.6
2024-08-31,Guwahati,63,0.9,13.3,9.5,Clear,0,19.9
2024-09-01,Guwahati,45,1.7,32.5,11.4,Sunny,0,13.6
2024-09-02,Guwahati,97,1.2,3.5,10.6,Clear,0,18.4
2024-09-03,Guwahati,98,1.5,14.0,7.1,Clear,0,20.5
2024-09-04,Guwahati,,38.4,17.5,6.2,Rain,0,20.6
2024-05-09,Guwahati,86,0.4,15.9,10.3,Cloudy,0,20.5
2024-09-06,Guwahati,40,1.0,27.1,11.4,Cloudy,0,17.6
2024-09-07,Guwahati,71,0.3,4.1,5.7,Clear,0,16.9
2024-09-08,Guwahati,39,0.3,36.4,1.1,Fog,0,12.6
2024-09-09,Guwahati,57,0.0,44.6,9.2,Clear,0,
2024-09-10,Guwahati,65,2.0,23.1,4.3,Clear,0,16.5
2024-09-11,Guwahati,33,119.6,8.6,7.1,Rain,1,20.0
2024-09-12,Guwahati,94,0.7,10.1,7.4,Cloudy,0,16.5
2024-09-13,Guwahati,28,70.1,37.5,6.4,Thunderstorm,1,17.1
2024-09-14,Guwahati,53,0.2,44.5,6.9,Clear,0,17.6
2024-09-15,Guwahati,49,0.6,5.7,11.9,Cloudy,0,12.5
2024-09-16,Guwahati,92,1.1,6.0,8.0,Cloudy,0,14.444444444444445
2024-09-17,Guwahati,69,0.7,40.1,4.5,Clear,0,16.8
2024-09-18,Guwahati,70,1.8,6.8,10.7,Cloudy,0,12.055555555555557
2024-09-19,Guwahati,71,1.9,7.0,4.9,Clear,0,14.5
2024-09-20,Guwahati,71,0.2,35.8,8.5,Clear,0,13.5
2024-09-21,Guwahati,70,0.5,6.7,4.7,Clear,0,15.38888888888889
2024-09-22,Guwahati,51,0.4,14.4,11.7,Clear,0,8.5
2024-09-23,Guwahati,97,1.0,14.3,10.6,Clear,0,18.000000000000004
2024-09-24,Guwahati,28,0.9,26.8,9.0,Clear,0,62.0
2024-09-25,Guwahati,61,0.7,15.6,7.8,Clear,0,16.7
2024-09-26,Guwahati,66,0.6,7.1,6.6,Cloudy,0,13.8
2024-09-27,Guwahati,68,0.5,34.3,8.6,Clear,0,14.3
2024-09-28,Guwahati,82,1.3,7.7,10.2,Clear,0,12.9
2024-09-29,Guwahati,72,0.5,10.8,4.1,Cloudy,0,15.3
2024-09-30,Guwahati,80,0.7,29.2,7.3,Cloudy,0,65.8
2024-01-10,Guwahati,38,1.1,36.6,10.4,Clear,0,14.5
2024-02-10,Guwahati,93,113.3,12.3,9.3,Rain,0,15.0
2024-10-03,Guwahati,77,0.4,11.2,11.5,Cloudy,0,15.0
2024-04-10,Guwahati,40,0.9,19.4,10.0,Clear,0,18.4
2024-05-10,Guwahati,38,62.1,4.3,9.6,Rain,1,17.1
2024-10-06,Guwahati,61,61.2,5.7,7.6,Thunderstorm,1,19.6
2024-07-10,Guwahati,69,36.9,19.0,10.7,Heavy Rain,0,16.1
2024-10-08,Guwahati,58,0.8,36.9,11.9,Sunny,0,15.9
2024-10-09,Guwahati,41,1.8,16.6,11.8,Clear,0,18.3
2024-10-10,Guwahati,50,47.9,37.6,6.8,Rain,1,13.1
2024-11-10,Guwahati,32,75.4,34.1,11.3,Heavy Rain,0,18.9
2024-12-10,Guwahati,,111.3,33.1,8.8,Heavy Rain,0,16.8
2024-10-13,Guwahati,41,1.6,35.1,4.2,Clear,0,16.9
2024-10-14,Guwahati,98,1.4,42.2,11.1,Sunny,0,15.0
2024-10-15,Guwahati,70,52.5,44.8,4.0,Heavy Rain,0,14.2
2024-10-16,Guwahati,29,11.4,14.9,5.4,Heavy Rain,0,17.5
2024-10-17,Guwahati,72,1.2,11.9,9.1,Clear,0,12.8
2024-10-18,Guwahati,88,2.0,27.5,4.6,Cloudy,0,13.7
2024-10-19,Guwahati,40,1.5,8.5,5.6,Sunny,0,18.5
2024-10-20,Guwahati,44,1.5,8.3,6.3,Clear,0,14.8
2024-10-21,Guwahati,96,79.6,15.8,4.8,Heavy Rain,0,10.5
2024-10-22,Guwahati,30,1.3,22.1,11.8,Cloudy,0,18.77777777777778
2024-10-23,Guwahati,56,1.2,30.0,9.0,Clear,0,10.4
2024-10-24,Guwahati,31,0.1,36.7,9.1,Sunny,0,19.7
2024-10-25,Guwahati,50,102.0,26.0,8.4,Thunderstorm,1,11.0
2024-10-26,Guwahati,91,0.7,5.1,11.9,Clear,0,15.9
2024-10-27,Guwahati,51,12.1,25.7,9.5,Rain,0,21.1
2024-10-28,Guwahati,35,1.3,18.8,5.9,Clear,0,18.5
2024-10-29,Guwahati,92,29.1,5.2,11.8,Rain,0,14.5
2024-10-30,Guwahati,90,0.9,19.8,2.0,Fog,0,15.3
2024-10-31,Guwahati,38,1.5,15.8,6.2,Clear,0,15.2
2024-11-01,Guwahati,38,1.1,38.5,7.2,Clear,0,18.9
2024-11-02,Guwahati,34,0.2,38.3,6.0,Sunny,0,17.2
2024-03-11,Guwahati,52,1.8,25.8,7.9,Clear,0,19.7
2024-11-04,Guwahati,60,1.1,13.0,11.1,Cloudy,0,17.2
2024-11-05,Guwahati,57,1.4,31.0,7.7,Clear,0,21.944444444444443
2024-11-06,Guwahati,86,0.6,3.2,6.6,Clear,0,14.5
2024-07-11,Guwahati,59,1.9,4.6,4.5,Clear,0,14.5
2024-11-08,Guwahati,59,1.9,31.1,5.6,Cloudy,0,15.1
2024-09-11,Guwahati,96,0.8,11.7,6.3,Clear,0,12.6
2024-11-10,Guwahati,66,1.4,21.9,9.9,Clear,0,19.7
2024-11-11,Guwahati,66,1.8,40.7,7.5,Clear,0,25.5
2024-11-12,Guwahati,41,2.0,6.5,9.1,Clear,0,18.9
2024-11-13,Guwahati,62,1.2,10.5,9.2,Sunny,0,14.833333333333334
2024-11-14,Guwahati,78,119.3,9.0,11.2,Rain,1,21.7
2024-11-15,Guwahati,97,0.7,33.1,6.0,Clear,0,9.9
2024-11-16,Guwahati,70,73.1,41.6,10.6,Thunderstorm,0,23.2
2024-11-17,Guwahati,42,1.2,6.6,8.4,Sunny,0,17.5
2024-11-18,Guwahati,43,0.6,14.2,4.9,Clear,0,17.7
2024-11-19,Guwahati,62,70.1,44.0,10.4,Rain,0,20.5
2024-11-20,Guwahati,84,0.5,26.3,11.9,Clear,0,19.3
2024-11-21,Guwahati,66,37.2,26.8,10.8,Rain,0,19.6
2024-11-22,Guwahati,49,103.9,24.3,5.1,Rain,0,21.8
2024-11-23,Guwahati,79,0.8,16.5,9.3,Clear,0,20.6
2024-11-24,Guwahati,28,1.1,7.0,5.3,Clear,0,15.1
2024-11-25,Guwahati,55,0.1,24.2,7.0,Sunny,0,18.7
2024-11-26,Guwahati,62,1.2,18.4,10.0,Sunny,0,17.9
2024-11-27,Guwahati,91,95.5,44.3,9.9,Thunderstorm,0,17.77777777777778
2024-11-28,Guwahati,65,1.6,24.2,11.3,Clear,0,16.1
2024-11-29,Guwahati,62,0.3,37.4,8.9,Cloudy,0,16.9
2024-11-30,Guwahati,81,0.8,13.9,5.6,Clear,0,23.4
2024-01-12,Guwahati,28,93.7,43.7,4.1,Rain,0,18.0
2024-12-02,Guwahati,97,0.8,3.5,5.5,Clear,0,25.38888888888889
2024-12-03,Guwahati,83,23.2,4.2,10.5,Rain,0,13.9
2024-04-12,Guwahati,48,0.0,26.7,6.1,Sunny,0,23.3
2024-12-05,Guwahati,66,0.3,32.3,7.6,Clear,0,20.0
2024-12-06,Guwahati,79,1.1,10.2,10.0,Cloudy,0,20.555555555555557
2024-07-12,Guwahati,52,2.0,28.6,5.5,Sunny,0,18.666666666666664
2024-12-08,Guwahati,94,0.9,19.1,11.5,Cloudy,0,20.3
2024-09-12,Guwahati,39,0.5,11.7,11.9,Cloudy,0,18.3
2024-12-10,Guwahati,57,0.4,10.9,5.8,Clear,0,18.9
2024-11-12,Guwahati,87,0.3,25.6,4.2,Clear,0,22.2
2024-12-12,Guwahati,45,2.0,44.0,11.2,Clear,0,17.3
2024-12-13,Guwahati,49,0.6,30.2,1.5,Fog,0,22.6
2024-12-14,Guwahati,89,60.6,8.4,9.4,Rain,0,26.3
2024-12-15,Guwahati,45,0.8,38.7,10.5,Clear,0,19.9
2024-12-16,Guwahati,42,0.9,17.9,11.4,Clear,0,25.7
2024-12-17,Guwahati,91,0.3,39.0,4.8,Clear,0,16.5
2024-12-18,Guwahati,43,1.5,6.5,7.5,Clear,0,24.0
2024-12-19,Guwahati,49,89.5,4.3,10.8,Heavy Rain,0,20.8
2024-12-20,Guwahati,59,1.5,5.4,10.1,Clear,0,23.9
2024-12-21,Guwahati,44,0.3,22.3,4.3,Clear,0,23.0
2024-12-22,Guwahati,94,1.8,26.7,4.7,Cloudy,0,18.666666666666664
2024-12-23,Guwahati,95,15.5,10.0,9.8,Heavy Rain,0,22.2
2024-12-24,Guwahati,47,0.5,44.5,1.5,Fog,0,23.555555555555557
2024-12-25,Guwahati,57,1.0,25.3,7.4,Clear,0,17.8
2024-12-26,Guwahati,87,0.4,21.5,5.1,Cloudy,0,25.0
2024-12-27,Guwahati,97,1.5,29.6,6.5,Cloudy,0,28.8
2024-12-28,Guwahati,85,1.6,7.8,6.5,Cloudy,0,
2024-12-29,Guwahati,60,13.0,20.2,7.2,Heavy Rain,0,26.6
2024-12-30,Guwahati,41,0.5,39.9,8.8,Sunny,0,29.9
2024-12-31,Guwahati,93,2.0,15.0,4.2,Cloudy,0,23.9
2025-01-01,Guwahati,98,0.0,21.6,2.6,Fog,0,22.6
2025-01-02,Guwahati,81,0.1,29.9,4.9,Clear,0,23.0
2025-01-03,Guwahati,85,0.1,41.6,9.8,Sunny,0,19.1
2025-04-01,Guwahati,50,84.7,18.9,8.1,Thunderstorm,1,24.777777777777775
2025-05-01,Guwahati,93,1.4,7.8,5.3,Cloudy,0,18.1
2025-01-06,Guwahati,72,0.2,38.8,10.1,Cloudy,0,23.0
2025-07-01,Guwahati,65,0.9,41.2,9.3,Cloudy,0,23.9
2025-01-08,Guwahati,76,1.5,,8.5,Clear,0,28.4
2025-09-01,Guwahati,94,63.8,31.9,10.8,Heavy Rain,0,21.944444444444443
2025-11-01,Guwahati,32,1.1,43.7,9.4,Clear,0,24.4
2025-12-01,Guwahati,65,1.2,34.9,0.3,Fog,0,23.9
2025-01-13,Guwahati,80,0.3,17.3,10.0,Clear,0,21.5
2025-01-14,Guwahati,33,0.5,24.2,6.5,Cloudy,0,27.3
2025-01-15,Guwahati,88,1.2,22.2,11.4,Cloudy,0,28.4
2025-01-16,Guwahati,38,0.0,43.4,10.8,Clear,0,25.7
2025-01-17,Guwahati,87,99.6,26.1,5.8,Thunderstorm,1,33.0
2025-01-18,Guwahati,33,1.3,19.4,6.2,Sunny,0,28.5
2025-01-19,Guwahati,48,1.7,19.6,5.0,Clear,0,25.6
2025-01-20,Guwahati,  ,0.0,5.0,6.8,Clear,0,24.3
2025-01-21,Guwahati,81,1.5,  ,9.9,Clear,0,26.7
2025-01-22,Guwahati,42,0.6,38.8,1.2,Fog,0,27.8
2025-01-23,Guwahati,64,1.8,32.1,6.9,Clear,0,25.72222222222222
2025-01-24,Guwahati,49,1.5,18.0,6.9,Cloudy,0,28.6
