work_order_id,vehicle_id,service_date,service_type,parts_replaced,labour_hours,cost_inr,downtime_hours,failure_reported,technician_id
WO-000763,VEH-0226,2024-12-22,Motor Overhaul,Propeller x2,4.3,14304.98,52.6,0.0,TEC-131
WO-000764,VEH-0226,2025-04-07,Propeller Replacement,Propeller x2,8.9,34151.39,20.9,1.0,TEC-039
WO-000765,VEH-0332,2024-11-19,Frame Repair,"Brake Pads, Fluid",0.6,17158.81,18.2,1.0,TEC-045
WO-000766,VEH-0332,2025-05-02,Routine Inspection,,2.4,22648.55,22.7,0.0,TEC-191
WO-000767,VEH-0332,2024-04-13,Frame Repair,,3.0,20946.07,86.5,0.0,TEC-072
WO-000768,VEH-9785,2024-03-07,Routine Inspection,,1.0,14008.29,45.0,0.0,TEC-031
WO-000769,VEH-0332,2024-12-24,Landing Gear Fix,,3.2,45821.56,94.5,,TEC-145
WO-000770,VEH-9378,2025-12-03,Frame Repair,,11.3,4049.05,22.3,,TEC-200
WO-000771,VEH-0635,2024-07-17,Routine Inspection,Propeller x2,1.2,35047.8,89.8,0.0,TEC-195
WO-000772,VEH-0566,2024-10-26,Routine Inspection,,1.6,46903.52,7.9,1.0,TEC-029
WO-000773,VEH-0566,2025-04-29,Brake Pad Replacement,Battery Pack,3.3,25652.75,33.4,0.0,TEC-010
WO-000774,VEH-0566,2024-09-12,Engine Service,,8.1,3968.73,82.8,0.0,TEC-179
WO-000775,VEH-0566,2024-08-06,Propeller Replacement,"Brake Pads, Fluid",11.5,23673.84,24.4,1.0,TEC-192
WO-000776,VEH-0643,2024-12-24,Frame Repair,,12.5,10254.92,42.0,,TEC-167
WO-000777,VEH-0643,2024-01-23,Routine Inspection,"Brake Pads, Fluid",13.2,6326.5,15.7,1.0,TEC-101
WO-000778,VEH-0643,2024-12-09,Battery Pack Swap,Landing Skid,9.7,36347.19,34.7,1.0,TEC-145
WO-000779,VEH-0375,2024-09-26,Tyre Change,,12.4,1349.37,7.1,0.0,TEC-174
WO-000780,VEH-0375,2025-01-03,Frame Repair,Battery Pack,13.2,13987.24,37.1,1.0,TEC-146
WO-000782,VEH-0375,2024-09-12,Firmware Update,,3.6,27454.73,87.5,1.0,TEC-110
WO-000783,VEH-0375,2024-03-21,Tyre Change,,10.6,33426.39,43.4,1.0,TEC-118
WO-000784,VEH-0375,2024-08-30,Brake Pad Replacement,,8.9,19415.68,23.9,0.0,TEC-026
WO-000785,VEH-0438,2025-08-06,Landing Gear Fix,Landing Skid,12.5,5998.83,90.2,,TEC-067
WO-000786,VEH-0140,2024-09-12,Routine Inspection,,12.9,4811.03,13.1,,TEC-161
WO-000787,VEH-0140,2025-06-18,Landing Gear Fix,Battery Pack,10.4,35633.19,58.5,1.0,TEC-024
WO-000788,VEH-0140,2024-06-14,Routine Inspection,Landing Skid,6.1,11743.58,49.5,0.0,TEC-045
WO-000789,VEH-0140,2024-11-19,Motor Overhaul,,9.0,41270.03,88.3,,TEC-202
WO-000790,VEH-0140,2025-03-17,Propeller Replacement,Battery Pack,7.0,7848.95,86.2,0.0,TEC-047
WO-000791,VEH-0696,2025-02-13,Landing Gear Fix,Propeller x2,2.7,15780.62,10.0,0.0,TEC-029
WO-000792,VEH-0696,2025-06-19,Motor Overhaul,Battery Pack,13.3,23454.45,17.0,1.0,TEC-039
WO-000793,VEH-0696,2025-01-07,Brake Pad Replacement,"Brake Pads, Fluid",10.7,32388.41,21.0,0.0,TEC-066
WO-000794,VEH-0696,2025-11-05,Routine Inspection,Landing Skid,9.5,43989.0,50.9,1.0,TEC-087
WO-000795,VEH-0696,2024-07-10,Battery Pack Swap,"Motor, ESC",2.2,5904.16,25.9,1.0,TEC-194
WO-000796,VEH-0696,2024-02-26,Engine Service,"Brake Pads, Fluid",4.0,6548.84,36.8,0.0,TEC-098
WO-000797,VEH-0363,2024-06-22,Motor Overhaul,,,33910.7,82.0,1.0,TEC-079
WO-000798,VEH-0363,2024-06-28,Battery Pack Swap,Propeller x2,11.9,41793.91,24.0,,TEC-010
WO-000799,VEH-0363,2024-12-15,Battery Pack Swap,,6.4,3157.05,9.0,1.0,TEC-133
WO-000800,VEH-0363,2024-07-05,Propeller Replacement,"Motor, ESC",9.3,13428.65,16.1,0.0,TEC-031
WO-000801,VEH-0321,2024-01-31,Brake Pad Replacement,,12.2,3694.79,12.1,,TEC-190
WO-000802,VEH-0321,2024-03-18,Tyre Change,,9.3,26232.85,43.6,1.0,TEC-163
WO-000803,VEH-0321,2024-09-09,Battery Pack Swap,,6.4,2020.94,82.5,0.0,TEC-035
WO-000804,VEH-0154,2024-03-05,Tyre Change,"Brake Pads, Fluid",2.7,20085.59,68.4,1.0,TEC-014
WO-000805,VEH-0154,2024-04-25,Engine Service,,9.5,22561.61,8.7,,TEC-155
WO-000806,VEH-0154,2024-01-04,Engine Service,"Motor, ESC",1.8,40791.56,27.2,0.0,TEC-129
WO-000807,VEH-0154,2025-02-09,Engine Service,Landing Skid,5.5,31883.08,74.9,1.0,TEC-119
WO-000808,VEH-0154,2024-04-18,Frame Repair,,8.3,33159.14,16.3,1.0,TEC-063
WO-000809,VEH-9581,2024-03-13,Firmware Update,"Brake Pads, Fluid",4.6,41249.4,43.9,1.0,TEC-106
WO-000810,VEH-0223,2024-07-05,Routine Inspection,Landing Skid,11.3,22184.24,18.7,0.0,TEC-138
WO-000811,VEH-0223,2025-03-16,Routine Inspection,Landing Skid,0.6,6449.61,43.9,0.0,TEC-212
WO-000812,VEH-0223,2024-03-25,Engine Service,"Brake Pads, Fluid",8.1,45887.91,36.1,0.0,TEC-170
WO-000813,VEH-0223,2024-12-01,Motor Overhaul,Battery Pack,5.3,33930.68,21.7,0.0,TEC-184
WO-000814,VEH-0106,2024-11-13,Landing Gear Fix,,13.5,40923.96,74.9,,TEC-051
WO-000815,VEH-0106,2024-09-27,Brake Pad Replacement,,11.4,14059.74,41.6,1.0,TEC-039
WO-000816,VEH-0106,2024-10-24,Propeller Replacement,Propeller x2,4.0,15141.25,70.0,0.0,TEC-084
WO-000817,VEH-0443,2024-12-03,Tyre Change,Propeller x2,2.7,41640.68,88.7,0.0,TEC-151
WO-000818,VEH-0443,2024-04-03,Motor Overhaul,,12.4,31120.47,51.6,,TEC-007
WO-000819,VEH-0443,2024-09-27,Frame Repair,,4.8,26959.75,53.1,,TEC-122
WO-000820,VEH-0443,2024-09-01,Brake Pad Replacement,Propeller x2,7.5,607.24,6.2,1.0,TEC-009
WO-000821,VEH-0564,2024-01-04,Brake Pad Replacement,Landing Skid,12.8,30277.39,78.8,0.0,TEC-112
WO-000822,VEH-0564,2024-10-10,Propeller Replacement,"Motor, ESC",1.7,41860.5,64.6,0.0,TEC-034
WO-000823,VEH-0564,2024-05-17,Routine Inspection,Propeller x2,,39046.59,29.2,1.0,TEC-065
WO-000824,VEH-0564,2025-01-20,Firmware Update,Landing Skid,12.3,40922.0,86.5,,TEC-087
WO-000825,VEH-0564,2024-10-29,Firmware Update,"Brake Pads, Fluid",,21441.8,93.5,0.0,TEC-163
WO-000826,VEH-0526,2025-01-08,Motor Overhaul,Propeller x2,0.9,25338.3,54.6,,TEC-116
WO-000827,VEH-0526,2025-02-05,Routine Inspection,,3.2,14308.35,60.4,1.0,TEC-121
WO-000828,VEH-0324,2024-02-08,Battery Pack Swap,Battery Pack,0.7,21011.1,8.2,1.0,TEC-219
WO-000829,VEH-0324,2024-06-06,Motor Overhaul,,5.2,7428.68,27.7,0.0,TEC-013
WO-000830,VEH-0324,2024-03-02,Landing Gear Fix,Battery Pack,2.1,19063.54,95.2,,TEC-091
WO-000831,VEH-0324,2024-10-25,Battery Pack Swap,Propeller x2,7.0,7719.37,3.9,1.0,TEC-038
WO-000832,VEH-0324,2024-10-29,Motor Overhaul,"Brake Pads, Fluid",2.9,20115.61,95.6,0.0,TEC-176
WO-000833,VEH-0476,2024-04-04,Brake Pad Replacement,"Brake Pads, Fluid",3.3,3897.32,49.7,1.0,TEC-030
WO-000834,VEH-0692,2024-11-01,Battery Pack Swap,,5.6,17798.65,59.0,1.0,TEC-055
WO-000835,VEH-0692,2024-08-03,Routine Inspection,Landing Skid,6.5,26813.78,32.2,,TEC-085
WO-000836,VEH-0014,2024-12-15,Landing Gear Fix,"Brake Pads, Fluid",7.1,23773.02,68.1,0.0,TEC-189
WO-000837,VEH-0014,2025-05-25,Tyre Change,Battery Pack,9.2,38016.28,88.6,0.0,TEC-067
WO-000838,VEH-0014,2024-06-17,Propeller Replacement,Propeller x2,6.4,18863.07,79.3,1.0,TEC-074
WO-000839,VEH-0014,2025-01-08,Engine Service,,2.7,46799.48,42.6,0.0,TEC-160
WO-000840,VEH-0233,2024-04-18,Brake Pad Replacement,,0.5,22384.69,57.2,0.0,TEC-047
WO-000841,VEH-0233,2024-02-14,Tyre Change,Battery Pack,10.8,18615.33,9.9,0.0,TEC-019
WO-000842,VEH-0233,2024-04-20,Routine Inspection,Battery Pack,,4923.87,39.0,1.0,TEC-118
WO-000843,VEH-0233,2024-11-03,Frame Repair,,3.1,12404.47,73.5,0.0,TEC-195
WO-000844,VEH-0233,2024-12-30,Propeller Replacement,"Motor, ESC",11.9,8623.23,49.3,1.0,TEC-070
WO-000845,VEH-0203,2024-04-10,Battery Pack Swap,,3.6,6920.55,37.8,1.0,TEC-122
WO-000846,VEH-0203,2024-01-13,Frame Repair,Propeller x2,,9525.51,41.6,1.0,TEC-064
WO-000847,VEH-0369,2024-08-09,Frame Repair,Propeller x2,10.0,15223.1,23.8,1.0,TEC-052
WO-000848,VEH-0369,2024-08-21,Propeller Replacement,,12.8,6794.81,81.2,0.0,TEC-043
WO-000849,VEH-0369,2025-05-15,Brake Pad Replacement,,3.7,29327.62,48.8,1.0,TEC-074
WO-000850,VEH-0215,2024-09-28,Engine Service,Landing Skid,6.8,1134.97,4.5,0.0,TEC-016
WO-000851,VEH-0215,2024-01-13,Landing Gear Fix,Battery Pack,5.6,37645.11,84.8,,TEC-210
WO-000852,VEH-0215,2025-03-01,Brake Pad Replacement,"Motor, ESC",13.3,32803.19,44.2,1.0,TEC-169
WO-000853,VEH-0215,2025-03-22,Engine Service,"Brake Pads, Fluid",14.0,35449.74,95.0,0.0,TEC-052
WO-000854,VEH-0641,2024-10-19,Routine Inspection,,6.5,25700.02,93.9,0.0,TEC-007
WO-000855,VEH-0254,2024-06-08,Tyre Change,,6.5,39664.28,58.2,,TEC-143
WO-000856,VEH-0254,2025-06-25,Engine Service,,13.8,22181.3,7.3,0.0,TEC-016
WO-000857,VEH-0254,2025-05-07,Tyre Change,"Motor, ESC",11.8,42840.61,93.1,1.0,TEC-114
WO-000858,VEH-0706,2025-06-06,Motor Overhaul,Landing Skid,6.5,32849.94,15.7,0.0,TEC-036
WO-000859,VEH-0706,2025-05-15,Propeller Replacement,,10.8,16700.77,38.0,1.0,TEC-160
WO-000860,VEH-0706,2025-04-22,Frame Repair,Landing Skid,2.1,34617.64,77.8,0.0,TEC-154
WO-000861,VEH-0552,2024-07-30,Propeller Replacement,Landing Skid,10.5,24501.23,46.7,1.0,TEC-072
WO-000862,VEH-0552,2024-10-31,Landing Gear Fix,"Brake Pads, Fluid",1.2,22126.58,77.9,1.0,TEC-061
WO-000863,VEH-9073,2025-02-01,Motor Overhaul,"Brake Pads, Fluid",12.8,22900.92,27.1,1.0,TEC-176
WO-000864,VEH-0552,2024-05-21,Landing Gear Fix,,-,34659.28,38.7,1.0,TEC-190
WO-000865,VEH-0016,2024-09-30,Tyre Change,"Brake Pads, Fluid",5.7,11182.36,78.4,1.0,TEC-067
WO-000866,VEH-0016,2024-01-25,Tyre Change,Battery Pack,2.6,28540.62,45.5,,TEC-175
WO-000867,VEH-0016,2025-03-17,Firmware Update,,7.4,33099.36,39.7,,TEC-012
WO-000868,VEH-0617,2024-04-08,Routine Inspection,"Brake Pads, Fluid",3.2,21920.05,4.9,,TEC-204
WO-000869,VEH-9493,2024-12-07,Routine Inspection,"Motor, ESC",9.5,47688.45,87.2,1.0,TEC-192
WO-000870,VEH-0104,2024-05-18,Brake Pad Replacement,"Brake Pads, Fluid",10.0,4973.32,36.3,1.0,TEC-209
WO-000871,VEH-0104,2024-04-01,Tyre Change,Propeller x2,2.8,28550.83,52.1,1.0,TEC-052
WO-000872,VEH-0104,2025-05-17,Firmware Update,"Brake Pads, Fluid",8.8,40602.83,59.9,0.0,TEC-205
WO-000873,VEH-0341,2024-05-05,Firmware Update,"Motor, ESC",13.2,18006.69,19.7,1.0,TEC-107
WO-000874,VEH-0341,2024-01-25,Firmware Update,Battery Pack,2.0,15832.46,37.5,,TEC-160
WO-000875,VEH-0517,2024-02-25,Motor Overhaul,,9.5,31435.83,38.3,1.0,TEC-207
WO-000876,VEH-0517,2024-01-30,Propeller Replacement,"Motor, ESC",11.3,860.06,74.5,,TEC-143
WO-000877,VEH-0517,2024-09-25,Firmware Update,,4.1,19342.24,66.0,,TEC-069
WO-000878,VEH-0517,2025-03-31,Landing Gear Fix,,7.9,37209.68,45.3,1.0,TEC-175
WO-000879,VEH-0707,2024-05-30,Firmware Update,,11.1,9238.61,76.2,0.0,TEC-078
WO-000880,VEH-0707,2024-07-24,Firmware Update,"Motor, ESC",1.6,7313.02,31.6,1.0,TEC-175
WO-000881,VEH-0707,2024-10-25,Firmware Update,"Brake Pads, Fluid",2.0,13279.26,52.6,0.0,TEC-180
WO-000882,VEH-0707,2024-04-05,Firmware Update,Landing Skid,0.6,13014.1,60.0,0.0,TEC-173
WO-000883,VEH-0707,2024-07-29,Engine Service,"Motor, ESC",7.9,10862.08,84.1,1.0,TEC-168
WO-000884,VEH-0707,2024-03-17,Tyre Change,,7.5,20296.73,30.8,1.0,TEC-051
WO-000885,VEH-0388,2025-01-19,Engine Service,,5.0,44209.18,29.2,0.0,TEC-101
WO-000886,VEH-0388,2024-04-10,Motor Overhaul,"Brake Pads, Fluid",8.8,13603.39,49.7,,TEC-071
WO-000887,VEH-0388,2024-12-17,Routine Inspection,,10.4,26864.45,54.7,0.0,TEC-157
WO-000888,VEH-0388,2024-08-29,Battery Pack Swap,,3.1,46814.35,20.2,0.0,TEC-117
WO-000889,VEH-0388,2025-09-01,Routine Inspection,,4.4,27674.49,57.7,,TEC-124
WO-000890,VEH-0388,2025-04-21,Brake Pad Replacement,,9.6,23542.22,33.1,0.0,TEC-207
WO-000891,VEH-0307,2024-10-02,Firmware Update,,5.9,15708.69,35.0,1.0,TEC-097
WO-000892,VEH-0307,2025-01-24,Firmware Update,Propeller x2,10.2,47230.24,48.1,,TEC-048
WO-000893,VEH-0307,2024-10-21,Brake Pad Replacement,Propeller x2,9.4,35399.28,21.9,1.0,TEC-098
WO-000894,VEH-0067,2024-08-04,Routine Inspection,Battery Pack,0.5,12578.08,53.4,1.0,TEC-182
WO-000895,VEH-0067,2024-10-03,Frame Repair,Battery Pack,11.5,24072.3,62.1,,TEC-176
WO-000896,VEH-0067,2025-02-18,Engine Service,"Motor, ESC",3.7,41010.37,71.1,0.0,TEC-023
WO-000897,VEH-0067,2025-05-01,Frame Repair,"Motor, ESC",13.0,21330.01,27.8,,TEC-204
WO-000898,VEH-0067,2024-06-24,Routine Inspection,,9.8,23547.28,82.6,0.0,TEC-106
WO-000899,VEH-0271,2024-10-04,Firmware Update,"Brake Pads, Fluid",3.3,30352.32,74.4,1.0,TEC-197
WO-000900,VEH-0271,2024-03-22,Firmware Update,Propeller x2,4.0,41627.74,74.7,,TEC-142
WO-000901,VEH-0271,2025-04-12,Battery Pack Swap,,2.9,18866.11,90.2,1.0,TEC-101
WO-000902,VEH-0271,2024-08-10,Brake Pad Replacement,"Brake Pads, Fluid",13.6,13202.06,61.9,,TEC-182
WO-000903,VEH-0639,2024-09-20,Frame Repair,"Motor, ESC",12.7,40574.79,12.5,,TEC-220
WO-000904,VEH-0639,2024-08-16,Propeller Replacement,Landing Skid,0.9,34611.57,19.4,1.0,TEC-208
WO-000905,VEH-0639,2025-02-06,Battery Pack Swap,,3.7,47139.9,50.0,0.0,TEC-046
WO-000906,VEH-0639,2024-03-08,Tyre Change,,8.9,37470.63,62.3,0.0,TEC-058
WO-000907,VEH-0427,2024-02-09,Engine Service,Propeller x2,7.6,20596.99,6.2,1.0,TEC-165
WO-000908,VEH-0427,2024-03-12,Frame Repair,,9.8,14601.99,43.9,0.0,TEC-205
WO-000909,VEH-0427,2024-02-09,Brake Pad Replacement,Battery Pack,5.1,47582.75,10.1,,TEC-164
WO-000910,VEH-0427,2024-02-26,Routine Inspection,Propeller x2,10.1,31801.78,52.5,,TEC-111
WO-000911,VEH-0427,2024-11-10,Battery Pack Swap,Landing Skid,10.8,20080.75,39.1,0.0,TEC-206
WO-000912,VEH-0100,2024-01-11,Routine Inspection,,2.5,11355.23,42.6,1.0,TEC-168
WO-000913,VEH-0100,2024-06-16,Brake Pad Replacement,"Brake Pads, Fluid",,26553.4,17.1,1.0,TEC-107
WO-000914,VEH-0100,2025-03-07,Battery Pack Swap,"Brake Pads, Fluid",5.7,19337.85,90.0,1.0,TEC-218
WO-000915,VEH-0100,2025-01-13,Routine Inspection,"Motor, ESC",10.2,2937.66,64.6,0.0,TEC-194
WO-000916,VEH-0100,2024-04-08,Landing Gear Fix,Battery Pack,7.8,10926.84,20.3,0.0,TEC-102
WO-000917,VEH-0047,2025-01-17,Tyre Change,"Motor, ESC",2.1,6676.42,23.3,1.0,TEC-149
WO-000918,VEH-0047,2025-02-18,Motor Overhaul,Battery Pack,6.1,6023.68,26.5,0.0,TEC-046
WO-000919,VEH-0156,2024-01-17,Motor Overhaul,"Motor, ESC",2.9,12542.06,71.5,0.0,TEC-036
WO-000920,VEH-0156,2024-04-25,Motor Overhaul,Battery Pack,4.2,6270.3,62.1,1.0,TEC-016
WO-000921,VEH-0058,2025-06-06,Firmware Update,Battery Pack,10.3,1846.02,87.9,0.0,TEC-193
WO-000922,VEH-0585,2024-08-14,Battery Pack Swap,"Brake Pads, Fluid",2.9,1927.01,76.9,1.0,TEC-084
WO-000923,VEH-0585,2025-03-30,Motor Overhaul,Battery Pack,10.1,13800.72,15.7,1.0,TEC-110
WO-000924,VEH-0683,2025-06-14,Motor Overhaul,Propeller x2,11.7,35889.33,42.0,0.0,TEC-104
WO-000925,VEH-0683,2024-01-01,Firmware Update,,6.3,4112.56,29.1,0.0,TEC-096
WO-000926,VEH-0256,2025-01-21,Brake Pad Replacement,,6.2,40856.13,32.3,0.0,TEC-211
WO-000927,VEH-0256,2025-04-12,Tyre Change,Propeller x2,1.5,19272.83,42.0,0.0,TEC-165
WO-000928,VEH-0256,2024-12-22,Routine Inspection,"Motor, ESC",10.1,7132.36,50.9,0.0,TEC-099
WO-000929,VEH-9438,2024-11-20,Motor Overhaul,,5.4,14610.7,7.6,1.0,TEC-141
WO-000930,VEH-0256,2024-02-09,Firmware Update,,7.7,29037.24,52.9,0.0,TEC-134
WO-000931,VEH-0039,2024-04-20,Landing Gear Fix,"Brake Pads, Fluid",3.1,45623.49,44.0,1.0,TEC-116
WO-000932,VEH-0039,2024-07-28,Engine Service,Landing Skid,11.3,14323.83,32.7,1.0,TEC-100
WO-000933,VEH-0590,2024-01-06,Frame Repair,Landing Skid,12.1,39598.22,82.2,,TEC-199
WO-000934,VEH-0590,2025-05-05,Propeller Replacement,Landing Skid,13.6,31325.29,96.0,0.0,TEC-127
WO-000935,VEH-0590,2025-03-31,Tyre Change,"Motor, ESC",6.5,16995.57,53.5,0.0,TEC-075
WO-000936,VEH-0590,2024-01-05,Landing Gear Fix,"Brake Pads, Fluid",3.5,42711.26,45.6,1.0,TEC-154
WO-000937,VEH-0590,2025-05-26,Frame Repair,Landing Skid,,45361.03,33.5,0.0,TEC-119
WO-000938,VEH-0410,2025-04-21,Brake Pad Replacement,Propeller x2,1.5,39683.97,77.5,0.0,TEC-125
WO-000939,VEH-0410,2024-12-17,Motor Overhaul,,8.7,34245.44,72.0,0.0,TEC-220
WO-000940,VEH-0410,2024-06-20,Firmware Update,Landing Skid,12.3,13735.16,65.5,,TEC-123
WO-000941,VEH-0410,2024-04-21,Routine Inspection,,4.7,34525.6,12.2,,TEC-095
WO-000942,VEH-0410,2024-05-10,Motor Overhaul,Propeller x2,11.7,28831.59,69.4,0.0,TEC-012
WO-000943,VEH-0086,2024-01-26,Firmware Update,"Brake Pads, Fluid",3.0,35994.19,6.0,1.0,TEC-009
WO-000944,VEH-0086,2025-04-02,Propeller Replacement,,0.6,3224.89,57.3,0.0,TEC-185
WO-000945,VEH-0344,2024-07-15,Propeller Replacement,Propeller x2,4.8,32636.59,72.3,,TEC-163
WO-000946,VEH-0344,2024-07-31,Brake Pad Replacement,,3.7,19053.62,60.4,1.0,TEC-143
WO-000947,VEH-0091,2024-01-03,Propeller Replacement,"Brake Pads, Fluid",4.4,30774.39,8.8,,TEC-124
WO-000948,VEH-0091,2024-02-14,Motor Overhaul,Propeller x2,0.8,33548.9,61.6,0.0,TEC-196
WO-000949,VEH-0654,2024-12-22,Firmware Update,,7.7,739.02,1.3,1.0,TEC-022
WO-000950,VEH-0654,2024-01-18,Motor Overhaul,Propeller x2,3.6,33061.15,31.4,0.0,TEC-076
WO-000951,VEH-0654,2025-02-20,Propeller Replacement,Battery Pack,13.4,12674.88,83.8,0.0,TEC-132
WO-000952,VEH-0044,2024-01-12,Battery Pack Swap,,1.5,658.58,18.6,,TEC-105
WO-000955,VEH-0044,2024-08-30,Engine Service,,1.0,7640.27,87.9,0.0,TEC-014
WO-000956,VEH-0044,2024-11-15,Motor Overhaul,Propeller x2,5.6,16207.03,39.5,0.0,TEC-168
WO-000957,VEH-0112,2025-10-06,Routine Inspection,Landing Skid,10.0,43555.59,59.8,0.0,TEC-114
WO-000958,VEH-0722,2024-11-14,Motor Overhaul,,2.2,33316.56,71.1,0.0,TEC-133
WO-000959,VEH-0722,2025-05-02,Battery Pack Swap,Battery Pack,6.8,27026.23,7.7,0.0,TEC-062
WO-000960,VEH-0722,2024-11-24,Firmware Update,Landing Skid,3.6,11891.45,69.0,,TEC-048
WO-000961,VEH-0722,2024-01-11,Brake Pad Replacement,Battery Pack,8.4,15291.7,56.6,1.0,TEC-070
WO-000962,VEH-0722,2024-06-02,Battery Pack Swap,Battery Pack,2.9,20011.47,60.8,1.0,TEC-028
WO-000963,VEH-0722,2024-03-31,Propeller Replacement,,1.2,46408.4,22.0,,TEC-180
WO-000964,VEH-0092,2024-09-07,Routine Inspection,,3.9,36382.25,37.5,0.0,TEC-037
WO-000965,VEH-0092,2024-04-08,Routine Inspection,Battery Pack,3.3,46314.51,16.4,0.0,TEC-103
WO-000966,VEH-0092,2025-03-16,Brake Pad Replacement,Landing Skid,3.0,29339.43,28.6,0.0,TEC-123
WO-000967,VEH-0498,2024-11-23,Battery Pack Swap,"Motor, ESC",2.6,17724.64,69.1,,TEC-152
WO-000968,VEH-0115,2025-02-25,Frame Repair,,1.9,8295.69,57.8,0.0,TEC-086
WO-000969,VEH-0115,2024-09-26,Propeller Replacement,Battery Pack,1.3,6736.06,95.4,,TEC-091
WO-000970,VEH-0115,2025-05-24,Engine Service,,3.1,43639.36,36.0,0.0,TEC-210
WO-000971,VEH-0115,2025-06-27,Firmware Update,"Motor, ESC",8.0,10607.01,29.5,,TEC-045
WO-000972,VEH-0115,2025-02-20,Firmware Update,,6.3,47549.39,21.1,1.0,TEC-011
WO-000973,VEH-0259,2025-04-07,Motor Overhaul,,3.2,39806.51,63.1,1.0,TEC-010
WO-000974,VEH-0259,2025-03-03,Frame Repair,,9.3,20315.12,7.1,1.0,TEC-056
WO-000975,VEH-0259,2024-01-02,Motor Overhaul,"Motor, ESC",12.0,23478.54,86.0,,TEC-125
WO-000976,VEH-0259,2025-05-31,Brake Pad Replacement,,3.5,43332.03,40.2,0.0,TEC-051
WO-000977,VEH-0109,2024-11-02,Firmware Update,,10.5,36455.58,66.8,0.0,TEC-120
WO-000978,VEH-0437,2025-02-18,Firmware Update,"Brake Pads, Fluid",5.3,36830.4,66.7,1.0,TEC-096
WO-000979,VEH-0437,2024-03-05,Motor Overhaul,Battery Pack,5.1,16581.26,53.6,1.0,TEC-109
WO-000980,VEH-0437,2025-01-13,Firmware Update,"Motor, ESC",7.1,19927.66,54.0,,TEC-162
WO-000981,VEH-0437,2024-02-04,Landing Gear Fix,Propeller x2,12.3,8355.46,35.8,1.0,TEC-101
WO-000982,VEH-0155,2024-11-03,Frame Repair,"Motor, ESC",3.7,39597.24,21.7,0.0,TEC-089
WO-000983,VEH-0155,2024-02-04,Routine Inspection,Battery Pack,2.7,40952.63,43.6,1.0,TEC-032
WO-000984,VEH-0155,2025-02-04,Engine Service,Propeller x2,11.9,19036.75,15.2,0.0,TEC-159
WO-000985,VEH-0649,2024-05-31,Motor Overhaul,Battery Pack,8.6,3788.46,90.5,0.0,TEC-102
WO-000986,VEH-0649,2024-09-12,Brake Pad Replacement,,1.6,13398.2,86.3,1.0,TEC-089
WO-000987,VEH-0649,2024-12-02,Brake Pad Replacement,Battery Pack,9.8,3655.54,31.1,1.0,TEC-098
WO-000988,VEH-0649,2024-11-23,Firmware Update,Propeller x2,12.1,26265.99,74.5,1.0,TEC-201
WO-000989,VEH-0649,2024-08-25,Routine Inspection,,7.6,29182.99,35.8,0.0,TEC-109
WO-000990,VEH-0266,2024-11-30,Landing Gear Fix,,7.4,31103.03,64.6,1.0,TEC-063
WO-000991,VEH-0266,2024-02-19,Tyre Change,Propeller x2,5.2,19278.88,49.4,1.0,TEC-191
WO-000992,VEH-0266,2024-12-14,Battery Pack Swap,"Motor, ESC",3.3,3854.94,78.9,,TEC-195
WO-000993,VEH-0266,2025-04-12,Brake Pad Replacement,Battery Pack,2.1,3091.53,10.5,1.0,TEC-049
WO-000994,VEH-0266,2025-01-21,Brake Pad Replacement,,4.8,13203.31,32.5,0.0,TEC-007
WO-000995,VEH-0266,2024-06-05,Engine Service,,4.9,40611.61,37.4,0.0,TEC-164
WO-000996,VEH-0258,2025-06-29,Routine Inspection,Landing Skid,3.6,17650.78,40.3,,TEC-138
WO-000997,VEH-0258,2025-02-18,Frame Repair,Battery Pack,4.6,4449.51,64.1,0.0,TEC-115
WO-000998,VEH-0258,2025-03-18,Engine Service,Battery Pack,8.1,21756.71,36.0,1.0,TEC-094
WO-000999,VEH-0258,2024-09-02,Battery Pack Swap,"Brake Pads, Fluid",1.7,21023.14,31.9,,TEC-037
WO-001000,VEH-0700,2025-03-31,Routine Inspection,Landing Skid,0.5,4559.74,65.2,1.0,TEC-116
WO-001001,VEH-0700,2025-06-21,Battery Pack Swap,Landing Skid,3.0,39849.78,1.1,,TEC-035
WO-001002,VEH-0700,2024-08-07,Brake Pad Replacement,,4.8,5393.48,58.5,,TEC-001
WO-001003,VEH-0700,2024-11-26,Engine Service,,6.9,5896.98,95.0,1.0,TEC-080
WO-001004,VEH-0700,2024-03-02,Brake Pad Replacement,"Motor, ESC",6.2,7027.96,2.8,0.0,TEC-058
WO-001005,VEH-0415,2024-01-31,Propeller Replacement,"Brake Pads, Fluid",11.3,31435.97,26.8,,TEC-165
WO-001006,VEH-0415,2025-03-27,Propeller Replacement,Battery Pack,3.0,47770.04,1.7,0.0,TEC-054
WO-001007,VEH-0415,2024-01-28,Motor Overhaul,"Brake Pads, Fluid",11.7,5361.4,83.8,1.0,TEC-187
WO-001008,VEH-0415,2024-08-02,Firmware Update,Battery Pack,5.5,5894.73,62.1,0.0,TEC-002
WO-001009,VEH-0415,2024-10-31,Engine Service,"Motor, ESC",4.9,46472.95,66.0,,TEC-063
WO-001010,VEH-0458,2024-01-24,Engine Service,"Motor, ESC",6.0,44394.38,91.6,0.0,TEC-096
WO-001011,VEH-0458,2025-01-12,Propeller Replacement,Battery Pack,5.7,35230.9,31.2,1.0,TEC-090
