flight_id,drone_id,flight_timestamp,flight_duration_min,cumulative_flight_hours,battery_cycles,battery_start_pct,battery_end_pct,battery_health_pct,motor_temp_c,vibration_rms,payload_kg,max_altitude_m,wind_speed_kmph,gps_signal_quality,rotor_rpm_avg,error_codes,route_deviation_m,maintenance_required
FLT-0005257,VEH-0018,2024-07-14 06:45:27,4.0,568.33,1193,100.0,88.5,53.2,96.4,3.821,1.71,158.7,32.2,Fair,6489.0,E-THERM;E-VIB,21.5,1
FLT-0007300,VEH-0025,2024-05-14 18:52:00,17.4,762.16,1600,97.9,58.1,49.1,60.0,1.384,1.47,92.4,9.9,Good,6364.0,,29.4,0
FLT-0002210,VEH-0008,2024-06-14 17:47:08,17.0,508.44,1067,88.4,29.7,63.7,76.5,2.455,4.24,109.6,37.4,Good,5615.0,,11.9,0
FLT-0019246,VEH-0065,2024-05-03 17:19:59,24.1,773.87,1625,89.2,2.0,48.5,74.1,2.313,5.47,53.6,5.3,Good,6426.0,E-BATT,16.3,0
FLT-0020426,VEH-0069,2024-03-30 17:58:00,28.7,685.27,1439,96.9,16.5,49.8,76.8,3.077,2.12,147.0,8.6,Good,6779.0,E-GPS,13.5,0
FLT-0022477,VEH-0075,2024-02-09 07:35:49,26.4,900.31,1890,96.9,2.0,40.0,92.6,4.162,4.75,132.1,31.8,Good,6208.0,E-THERM;E-VIB;E-BATT,6.4,1
FLT-0038107,VEH-0128,,18.6,652.89,1371,100.0,50.3,56.4,67.9,1.466,2.57,119.5,5.3,Good,6197.0,,9.7,0
FLT-0036598,VEH-0123,2024-02-24 04:29:25,31.3,611.2,1283,95.4,29.5,53.8,73.3,3.284,0.39,122.3,1.0,Good,6480.0,,5.0,0
FLT-0005452,VEH-0019,2024-04-22 04:11:08,4.7,597.34,1254,92.4,80.4,58.2,62.1,2.144,1.97,99.4,2.7,Good,6240.0,,21.4,0
FLT-0028435,VEH-0096,2024-02-17 05:01:00,18.1,56.52,118,96.0,40.5,92.6,66.6,1.8,3.34,129.0,6.0,Good,6394.0,,5.3,0
FLT-0012530,VEH-0042,2024-09-04 05:39:38,8.8,382.71,803,98.2,72.7,67.8,74.4,2.736,2.18,41.0,2.7,Fair,6657.0,,8.0,0
FLT-0001483,VEH-0006,2024-12-02 06:20:00,31.0,659.01,1383,91.5,2.0,56.7,70.6,1.619,3.61,83.5,40.0,Poor,6169.0,E-BATT,12.1,0
FLT-0003332,VEH-0012,2024-03-22 01:38:24,20.9,430.74,904,92.8,14.7,66.5,80.3,3.431,4.5,46.1,38.4,Good,,,17.3,0
FLT-0021407,VEH-0072,2024-04-29 16:08:40,17.7,303.26,636,95.4,25.4,72.6,95.3,3.965,4.6,59.1,40.5,Good,5542.0,E-THERM;E-VIB,5.9,0
FLT-0001927,VEH-0007,2024-05-13 04:58:22,34.7,156.18,327,97.7,2.0,85.3,73.2,2.238,2.91,108.9,41.3,Good,6095.0,E-BATT,9.7,0
FLT-0007376,VEH-0025,2024-04-07 14:45:06,36.8,788.76,1656,100.0,5.8,46.1,73.7,2.145,1.98,34.7,35.5,Good,6666.0,E-BATT,1.0,0
FLT-0010880,VEH-0036,2024-06-16 08:27:41,21.9,273.11,573,96.9,12.2,77.2,79.7,2.772,4.98,98.3,19.9,Good,5966.0,,13.9,0
FLT-0040754,VEH-0136,2024-07-09 08:09:00,15.4,278.92,585,92.5,54.1,78.8,66.7,2.02,1.9,45.6,36.1,Good,6349.0,,19.9,0
FLT-0033986,VEH-0113,2024-05-22 15:54:28,22.6,267.76,562,94.2,13.7,75.1,84.5,3.49,3.75,41.1,31.9,Good,6913.0,,18.4,0
FLT-0022904,VEH-0077,2024-04-27 00:00:00,6.5,875.53,1838,97.7,82.0,40.0,75.7,2.834,1.0,46.8,6.2,Good,6294.0,,10.8,0
FLT-0030355,VEH-0102,,26.6,385.75,810,85.2,22.4,73.6,,1.468,1.81,90.4,7.1,Good,5394.0,,11.3,0
FLT-0033645,VEH-0112,2024-11-06 05:01:59,13.4,426.79,896,97.0,67.1,68.0,67.6,1.925,1.0,59.3,7.1,Good,6709.0,,16.0,0
FLT-0039084,VEH-0131,2024-05-14 00:25:00,24.8,902.95,1896,100.0,14.4,40.0,71.7,2.172,4.07,71.3,11.3,Good,6112.0,,30.6,0
FLT-0002134,VEH-0008,2024-04-22 02:46:13,20.6,480.96,1010,92.8,50.0,66.6,58.3,1.642,0.9,143.1,12.4,Poor,6586.0,,18.5,0
FLT-0005220,VEH-0018,2024-06-19 15:31:00,30.2,554.88,1165,96.1,2.0,54.7,86.6,3.509,2.44,140.3,2.5,Poor,5782.0,E-BATT,14.4,0
FLT-0038658,VEH-0130,2024-02-03 21:16:50,21.4,124.66,261,95.2,,86.4,87.2,2.946,5.11,97.1,30.4,Fair,6240.0,E-BATT,3.5,0
FLT-0034950,VEH-0117,2024-01-31 11:18:00,20.9,523.72,1099,90.7,41.6,64.7,59.6,1.839,1.73,104.8,27.1,Good,5972.0,,5.2,0
FLT-0000668,VEH-0003,2024-06-28 11:10:25,37.2,411.81,864,100.0,2.0,65.0,85.9,3.079,1.55,72.2,25.9,Good,6036.0,E-BATT;E-GPS,7.6,0
FLT-0021890,VEH-0074,2024-02-12 02:44:56,36.3,126.72,266,100.0,2.0,86.1,,,2.39,49.6,41.9,Good,5897.0,E-BATT,14.3,0
FLT-0037630,VEH-0126,2024-06-25 13:59:42,27.2,589.51,1237,94.1,28.6,54.4,84.4,3.018,1.0,59.8,32.4,Good,6051.0,,0.2,0
FLT-0024587,VEH-0082,2024-02-22 17:28:11,6.9,861.11,1808,94.3,70.8,40.6,76.0,2.277,3.95,62.9,9.2,Good,5663.0,,16.5,0
FLT-0041486,VEH-0139,2024-01-28 05:35:54,7.2,281.54,591,84.9,64.7,78.9,,1.945,2.76,104.1,7.2,Fair,5844.0,E-GPS,23.7,0
FLT-0016832,VEH-0055,2024-09-09 16:51:26,29.2,557.37,1170,99.7,21.4,53.8,87.5,3.426,1.29,79.0,16.9,Good,,E-GPS,18.0,0
FLT-0032695,VEH-0109,2024-07-08 01:16:40,26.2,146.02,306,91.6,18.0,82.9,77.9,2.845,2.01,54.5,16.4,Fair,6529.0,,18.0,0
FLT-0039602,VEH-0133,2024-01-27 17:17:36,6.9,583.0,1224,95.2,74.6,59.7,70.6,1.807,3.19,52.2,19.9,Good,6266.0,,6.0,0
FLT-0032926,VEH-0110,2024-05-19 02:35:00,24.9,559.21,1174,95.4,16.2,62.0,66.0,1.471,3.87,57.6,8.8,Poor,6070.0,,26.0,0
FLT-0028138,VEH-0095,2024-11-02 22:28:55,23.6,507.29,1065,91.1,22.2,61.2,82.8,2.337,2.44,31.2,36.1,Good,5966.0,,51.3,0
FLT-0040763,VEH-0136,2024-07-14 10:51:44,16.2,281.61,591,91.3,27.2,78.5,65.0,2.821,5.67,55.6,0.5,Good,5910.0,,25.0,0
FLT-0015066,VEH-0049,2024-08-04 10:33:50,30.9,877.0,1841,100.0,30.4,41.0,63.9,1.876,1.25,153.1,17.8,Fair,6149.0,,29.2,0
FLT-0038540,VEH-0129,2024-07-16 22:22:18,13.6,560.06,1176,100.0,43.2,53.8,94.9,4.014,4.58,91.3,20.8,Fair,6754.0,E-THERM;E-VIB,44.3,1
FLT-0033256,VEH-0111,2024-09-04 07:55:40,21.8,289.2,607,100.0,29.8,79.7,63.2,2.235,,64.5,2.7,Good,5826.0,,2.3,0
FLT-0015408,VEH-0050,2024-07-05 00:00:00,27.6,95.85,201,98.1,17.6,89.8,73.6,2.421,2.9,119.8,25.2,Poor,5865.0,,28.9,0
FLT-0033992,VEH-0113,2024-05-26 00:00:00,29.6,269.06,565,94.5,32.8,74.9,72.3,2.94,0.28,69.8,13.3,Fair,5331.0,,27.5,0
FLT-0009953,VEH-0033,2024-09-05 12:58:48,28.6,131.63,276,92.7,2.0,85.4,,3.018,3.2,39.5,39.2,Good,5676.0,E-BATT,26.6,0
FLT-0025163,VEH-0084,2024-05-16 07:50:45,37.9,468.26,983,94.5,2.0,64.9,76.9,2.867,4.95,148.5,13.4,Good,6203.0,E-BATT,28.1,0
FLT-0017101,VEH-0057,2024-02-20 03:14:10,31.8,51.77,108,90.2,8.4,96.6,52.1,1.958,2.74,107.4,8.7,Good,6713.0,E-BATT,12.8,0
FLT-0014908,VEH-0048,2024-01-10 09:40:15,6.1,967.21,2031,99.9,76.6,40.0,95.5,4.022,3.46,133.7,36.0,Good,5909.0,E-THERM;E-VIB,43.0,1
FLT-0014278,VEH-0046,2024-10-09 00:00:00,12.3,224.27,470,92.3,48.9,75.8,96.0,4.004,3.3,84.1,39.2,Good,5687.0,E-THERM;E-VIB,12.5,1
FLT-0014009,VEH-0046,2024-08-04 23:22:41,21.1,131.68,276,100.0,26.6,86.1,,2.629,4.02,74.7,11.8,Good,5911.0,,1.8,0
FLT-0006580,VEH-0023,2024-05-29 00:26:10,12.5,862.79,1811,91.6,60.2,42.4,67.0,2.129,2.02,129.6,23.2,Fair,6156.0,,9.6,0
FLT-0011498,VEH-0038,2024-08-01 18:42:00,23.4,591.43,1241,100.0,23.1,51.9,97.7,,2.63,114.4,40.7,Good,6516.0,E-THERM;E-VIB,8.7,1
FLT-0003532,VEH-0012,2024-02-08 07:17:15,23.7,498.53,1046,88.3,12.6,59.3,82.6,3.974,,46.6,8.3,Poor,5873.0,E-VIB;E-GPS,27.0,0
FLT-0007377,VEH-0025,2024-05-07 07:17:10,9.0,788.91,1656,99.5,66.0,46.1,70.4,2.429,4.94,43.0,14.0,Good,6074.0,,12.9,0
FLT-0006648,VEH-0023,2024-07-15 13:05:00,16.1,887.1,1862,91.0,45.7,40.0,72.4,2.064,2.6,128.6,11.6,Good,5942.0,,21.1,0
FLT-0022042,VEH-0074,2024-05-30 06:05:00,4.6,181.15,380,94.0,82.0,80.3,81.9,3.048,1.5,61.0,17.3,Good,5799.0,,1.2,0
FLT-0007315,VEH-0025,2024-05-26 11:19:22,21.4,767.79,1612,100.0,31.2,48.5,63.4,2.447,,63.5,6.0,Poor,6714.0,,8.1,0
FLT-0040063,VEH-0134,2024-12-05 03:16:37,21.1,664.75,1395,100.0,55.6,55.9,56.5,1.409,1.09,159.8,2.2,Good,6205.0,,5.8,0
FLT-0023619,VEH-0079,2024-05-23 23:17:12,18.9,724.26,1520,92.9,49.2,43.8,82.2,3.19,0.54,68.5,30.5,Fair,6071.0,,11.9,0
FLT-0008011,VEH-0027,2024-04-29 22:08:26,33.8,122.07,256,91.4,29.4,89.8,62.2,1.583,0.32,159.6,41.8,Fair,6277.0,,34.6,1
FLT-0022998,VEH-0077,2024-06-30 00:56:00,33.6,909.08,1909,92.7,2.0,40.0,92.7,,4.99,53.5,1.7,Good,6490.0,E-THERM;E-VIB;E-BATT,18.0,1
FLT-0041049,VEH-0137,2024-07-31 14:39:18,37.4,600.28,1260,99.4,,57.5,72.7,1.457,0.62,50.8,9.8,Good,6746.0,,15.6,0
FLT-0022514,VEH-0076,2024-10-02 21:05:22,6.1,704.56,1479,89.9,73.9,52.9,69.4,1.987,2.38,37.9,32.6,Good,6000.0,,1.3,0
FLT-0030673,VEH-0102,2024-07-09 14:09:40,24.8,500.34,1050,100.0,32.9,61.1,79.8,3.45,,104.8,22.7,Fair,6119.0,,17.1,0
FLT-0028033,VEH-0094,2024-06-27 11:22:27,33.9,941.03,1976,92.8,2.0,40.0,72.8,2.515,5.37,142.1,31.5,Fair,5988.0,E-BATT,17.0,0
FLT-0030321,VEH-0102,2024-01-15 03:16:40,22.1,372.39,782,94.4,54.4,75.0,63.9,1.44,0.38,135.8,31.5,Good,6079.0,,16.8,0
FLT-0036754,VEH-0123,2024-06-07 00:00:00,29.5,664.52,1395,95.2,16.4,47.9,87.4,3.149,1.37,54.8,29.1,Poor,5981.0,,22.7,0
FLT-0022087,VEH-0074,2024-01-07 06:19:32,5.1,196.19,411,100.0,79.3,78.6,87.9,3.931,4.69,30.3,0.4,Good,6763.0,E-VIB,34.3,0
FLT-0006856,VEH-0024,2024-01-20 06:10:28,9.6,67.4,141,98.2,65.9,90.1,74.4,2.717,3.74,70.6,5.8,Good,6615.0,,14.8,0
FLT-0040659,VEH-0136,2024-06-05 10:08:19,19.8,245.53,515,94.9,37.9,82.4,75.9,1.777,3.19,152.5,32.7,Fair,6267.0,,25.3,0
FLT-0000379,VEH-0002,2024-03-30 18:16:00,4.5,247.41,519,97.1,85.4,80.5,68.9,1.857,2.15,58.5,22.3,Good,6899.0,,41.3,0
FLT-0031700,VEH-0106,2024-09-05 12:16:47,29.8,352.75,740,96.4,2.0,69.8,80.2,3.625,3.7,100.8,5.8,Good,6147.0,E-VIB;E-BATT,9.7,0
FLT-0034844,VEH-0116,2024-07-02 05:24:00,37.5,706.58,1483,99.7,2.0,50.2,67.2,2.746,1.92,76.7,16.3,Poor,6396.0,E-BATT,15.6,0
FLT-0004094,VEH-0014,2024-08-22 10:45:24,16.3,740.81,1555,100.0,52.3,45.4,78.1,,2.28,136.1,2.6,Good,5882.0,,46.7,0
FLT-0018102,VEH-0061,2024-04-18 06:45:44,35.2,487.19,1023,96.8,22.3,63.9,54.0,2.137,0.69,130.5,5.9,Good,5674.0,,36.3,0
FLT-0010908,VEH-0036,2024-02-07 23:58:00,28.8,282.19,592,95.8,3.0,76.1,73.5,3.039,3.3,77.3,9.5,Good,6155.0,E-BATT,37.1,1
FLT-0000543,VEH-0003,2024-03-28 23:30:47,19.3,367.24,771,100.0,53.6,69.8,80.9,2.552,,119.4,35.6,Good,6320.0,,10.0,0
FLT-0038754,VEH-0130,2024-08-05 04:10:05,5.2,158.63,333,91.1,69.3,82.7,84.4,3.277,5.38,152.5,14.2,Good,5789.0,,0.2,0
FLT-0022258,VEH-0075,2024-04-08 01:40:00,10.5,825.57,1733,100.0,66.0,42.7,74.8,2.84,3.51,120.5,27.6,Good,6813.0,,17.7,0
FLT-0028658,VEH-0096,2024-07-21 02:17:51,25.4,133.72,280,99.4,42.3,84.3,74.1,2.356,0.77,124.5,29.0,Good,,,17.3,0
FLT-0006699,VEH-0023,2024-08-18 01:24:00,35.3,907.07,1904,92.6,2.0,40.0,81.4,2.877,4.66,52.8,27.8,Poor,6621.0,E-BATT,20.6,0
FLT-0006616,VEH-0023,2024-06-24 06:48:43,35.5,877.34,1842,93.7,20.6,40.9,67.0,1.718,0.75,93.7,38.6,Good,6044.0,,37.8,0
FLT-0002574,VEH-0009,2024-09-07 17:34:19,31.9,617.63,1297,100.0,2.0,50.7,93.2,3.454,2.69,32.9,18.5,Poor,6461.0,E-THERM;E-BATT,10.2,1
FLT-0026108,VEH-0088,2024-03-16 05:17:56,37.9,371.14,779,93.5,,75.9,58.0,1.695,3.5,101.4,13.4,Poor,5829.0,E-BATT,6.0,0
FLT-0009345,VEH-0031,2024-12-06 08:41:00,8.3,561.4,1178,95.7,67.7,52.9,86.2,3.623,2.71,59.9,1.1,Good,6217.0,E-VIB,16.7,0
FLT-0038239,VEH-0128,2024-05-29 09:39:52,24.9,696.83,1463,94.5,35.5,51.3,71.2,2.096,,99.9,10.1,Poor,6122.0,,27.8,0
FLT-0001687,VEH-0006,2024-07-05 03:36:00,10.1,727.64,1528,88.6,68.6,49.0,63.8,1.906,,112.9,23.4,Good,6646.0,,10.5,0
FLT-0000511,VEH-0003,2024-03-05 19:52:00,36.0,354.74,744,96.9,9.9,71.1,70.0,,1.27,105.6,9.9,Fair,6177.0,E-BATT,26.2,0
FLT-0001583,VEH-0006,2024-04-24 13:20:25,5.9,694.22,1457,97.4,79.9,52.9,71.9,2.184,3.15,91.8,30.5,Good,6725.0,,5.5,0
FLT-0035761,VEH-0119,2024-07-17 07:27:45,18.9,202.58,425,92.5,51.6,80.5,72.0,2.303,0.64,70.5,4.3,Fair,5165.0,,32.8,0
FLT-0005434,VEH-0019,2024-04-07 21:37:00,10.3,592.52,1244,98.6,62.6,58.8,67.4,1.993,4.44,52.3,1.4,Good,5912.0,,12.5,0
FLT-0029622,VEH-0099,2024-05-08 22:36:17,25.1,791.47,1662,94.7,2.5,40.4,91.7,4.101,3.69,83.2,27.7,Good,6100.0,E-THERM;E-VIB;E-BATT,18.0,1
FLT-0025944,VEH-0087,2024-05-20 11:12:59,33.7,677.79,1423,100.0,2.0,50.8,85.1,2.794,2.99,120.1,29.8,Good,7136.0,E-BATT,11.4,0
FLT-0008321,VEH-0028,2024-05-27 14:53:46,21.9,835.8,1755,100.0,12.5,41.7,82.7,2.684,5.29,70.0,10.8,Fair,6477.0,,20.0,0
FLT-0007727,VEH-0026,2024-06-12 19:03:00,27.8,732.92,1539,97.0,18.7,50.0,72.9,2.461,2.69,92.0,17.0,Fair,6389.0,,5.1,0
FLT-0006765,VEH-0023,2024-04-10 12:47:00,19.9,928.61,1950,99.8,19.5,40.0,84.7,3.267,5.31,143.6,39.1,Good,7130.0,,22.0,0
FLT-0016697,VEH-0055,2024-09-06 19:57:15,33.6,510.79,1072,91.6,2.0,59.0,94.3,3.515,4.37,105.4,38.0,Poor,5787.0,E-THERM;E-BATT,16.4,0
FLT-0021024,VEH-0070,2024-07-26 00:36:17,34.2,495.43,1040,100.0,2.0,58.4,91.3,3.658,4.64,69.8,33.4,Good,6513.0,E-THERM;E-VIB;E-BATT,12.3,0
FLT-0008679,VEH-0029,2024-03-06 01:39:39,28.8,941.94,1978,92.0,2.0,40.0,90.5,3.963,5.38,119.7,10.9,Good,6226.0,E-THERM;E-VIB;E-BATT,23.6,1
FLT-0034494,VEH-0115,2024-04-28 09:13:20,17.3,675.91,1419,100.0,,51.7,62.9,2.736,0.78,69.0,6.9,Poor,6807.0,,29.8,0
FLT-0024802,VEH-0082,2024-07-18 04:07:00,29.0,935.48,1964,93.3,2.0,40.0,84.6,3.435,3.79,52.7,16.5,Good,5799.0,E-BATT,7.8,1
FLT-0011727,VEH-0039,2024-05-22 18:28:08,20.6,107.25,225,95.5,40.8,88.1,70.3,2.519,,37.9,19.5,Good,5871.0,,33.0,0
FLT-0003720,VEH-0013,2024-03-23 20:29:30,31.8,529.63,1112,98.3,34.8,63.2,67.4,1.121,0.64,51.2,21.6,Poor,7088.0,,29.8,0
FLT-0026094,VEH-0088,2024-05-03 21:06:28,29.7,367.1,770,99.9,19.3,76.4,69.2,1.384,3.08,54.1,40.4,Good,6591.0,,22.2,0
FLT-0016717,VEH-0055,2024-06-25 00:00:00,33.9,516.8,1085,92.8,11.5,58.3,75.1,3.17,,93.6,0.4,Good,6312.0,E-BATT,12.5,0
FLT-0000494,VEH-0003,2024-02-23 03:00:32,27.4,348.35,731,100.0,24.6,71.8,70.1,3.073,2.12,113.2,14.5,Good,5773.0,,22.2,0
FLT-0003087,VEH-0011,2024-07-18 00:00:00,5.8,466.76,980,100.0,88.0,65.5,66.4,1.833,0.59,81.7,12.5,Fair,6121.0,,23.3,0
FLT-0039415,VEH-0132,2024-04-11 00:00:00,30.0,625.7,1313,95.6,2.0,51.3,93.5,3.713,,132.5,38.2,Good,6181.0,E-THERM;E-VIB;E-BATT,0.7,1
FLT-0004881,VEH-0017,2024-08-17 01:00:00,18.5,315.89,663,95.2,12.3,70.1,100.0,4.277,5.44,97.2,30.4,Good,6192.0,E-THERM;E-VIB,46.0,1
FLT-0017698,VEH-0059,2024-05-05 07:58:27,6.6,896.84,1883,94.0,78.3,40.7,60.8,1.529,1.74,54.0,0.6,Fair,5687.0,,25.0,0
FLT-0038689,VEH-0130,2024-03-23 08:05:41,29.8,135.87,285,100.0,10.0,85.1,,2.368,2.77,117.2,23.7,Good,6539.0,E-BATT,1.0,0
FLT-0025706,VEH-0086,2024-10-04 03:12:00,6.6,710.43,1491,92.4,69.0,46.4,87.9,3.57,3.56,103.0,34.3,Fair,5868.0,,15.6,0
FLT-0033215,VEH-0111,2024-03-09 00:00:00,25.7,274.64,576,100.0,28.7,81.3,64.9,1.199,3.06,112.2,35.4,Good,6455.0,,17.6,0
FLT-0018608,VEH-0063,2024-03-18 09:19:54,35.9,498.73,1047,90.9,2.0,62.8,77.3,2.878,3.94,53.8,8.1,Good,6300.0,E-BATT,6.1,0
FLT-0019907,VEH-0067,2024-06-03 22:42:59,36.7,138.79,291,100.0,2.0,86.1,80.1,2.95,3.93,80.6,27.7,Good,6379.0,E-BATT,19.0,0
FLT-0006684,VEH-0023,2024-08-08 00:30:01,37.3,900.62,1891,93.6,2.0,40.0,76.9,2.847,5.57,69.7,6.3,Good,6583.0,E-BATT,16.8,1
FLT-0015819,VEH-0052,2024-02-24 20:18:55,30.9,777.39,1632,93.8,7.6,45.2,77.6,2.329,2.29,148.8,18.9,Fair,6620.0,E-BATT,2.8,0
FLT-0037542,VEH-0126,2024-04-23 06:19:55,17.4,560.1,1176,98.4,25.6,57.5,88.1,3.051,5.39,53.5,32.7,Poor,5786.0,E-THERM,7.5,0
FLT-0010184,VEH-0034,2024-05-04 21:32:22,20.3,293.91,617,99.3,22.8,73.1,84.8,,4.15,157.5,25.4,Good,6438.0,,18.8,0
FLT-0003008,VEH-0011,2024-05-24 09:59:14,24.3,437.57,918,98.2,3.4,68.6,77.5,2.538,5.51,149.5,24.6,Good,6720.0,E-BATT,15.8,0
FLT-0003576,VEH-0012,2024-08-31 20:22:00,12.5,513.45,1078,91.4,45.3,57.6,93.7,4.034,3.66,101.7,30.2,Good,6224.0,E-THERM;E-VIB,15.7,1
FLT-0038367,VEH-0129,2024-03-14 06:40:00,32.0,498.48,1046,100.0,2.0,60.3,82.4,3.62,3.9,86.3,18.0,Poor,6987.0,E-VIB;E-BATT,6.1,0
FLT-0040521,VEH-0135,,22.9,547.27,1149,97.8,28.9,56.1,84.3,3.504,2.24,81.6,20.3,Fair,5985.0,,41.2,0
FLT-0030890,VEH-0103,2024-07-03 00:56:00,24.5,863.17,1812,94.2,34.5,40.0,74.4,2.467,1.2,104.2,15.6,Good,5614.0,,23.1,0
FLT-0000580,VEH-0003,2024-04-27 10:26:12,18.4,380.15,798,99.5,50.1,68.3,70.0,2.876,1.75,126.8,1.5,Good,6694.0,,0.1,0
FLT-0005846,VEH-0020,2024-07-06 12:06:03,25.3,700.75,1471,94.6,32.3,48.9,69.5,2.707,1.32,144.5,19.0,Poor,5861.0,,23.2,0
FLT-0001272,VEH-0005,2024-03-14 21:38:00,22.1,769.76,1616,97.2,33.5,42.9,,3.083,2.08,122.7,32.7,Good,6640.0,,20.3,0
FLT-0010595,VEH-0035,,17.8,504.96,1060,90.5,23.5,62.8,82.1,2.602,4.78,104.2,40.9,Good,6328.0,,24.1,0
FLT-0030720,VEH-0103,2024-07-03 07:18:04,35.8,805.71,1691,92.7,24.9,44.4,58.9,1.788,0.2,37.1,13.2,Fair,5356.0,,38.0,0
FLT-0035598,VEH-0119,2024-03-27 03:25:16,19.0,146.2,307,92.8,26.1,86.8,72.5,,4.46,110.5,20.0,Fair,6708.0,,10.2,0
FLT-0039703,VEH-0133,2024-04-08 09:35:00,37.3,620.72,1303,96.3,5.9,55.7,66.2,1.79,1.48,75.9,9.5,Poor,6088.0,E-BATT,15.1,0
FLT-0021212,VEH-0071,,21.1,764.11,1604,97.9,,43.6,91.2,3.495,4.76,146.0,38.7,Fair,5814.0,E-THERM,6.7,1
FLT-0032193,VEH-0108,2024-02-26 12:38:27,31.2,482.14,1012,100.0,2.0,68.3,62.5,2.008,4.96,64.8,13.9,Good,6090.0,E-BATT,27.2,0
FLT-0021919,VEH-0074,2024-05-03 02:50:10,12.3,137.45,288,94.1,50.8,85.1,77.9,3.012,3.99,34.9,12.4,Poor,5487.0,,39.4,0
FLT-0024561,VEH-0082,2024-08-02 12:43:00,9.7,851.47,1788,93.3,68.3,41.6,73.4,2.064,1.93,114.7,31.5,Good,6146.0,,25.6,0
FLT-0021677,VEH-0073,2024-04-28 10:39:24,9.9,880.05,1848,96.1,61.3,40.0,91.1,3.76,3.61,100.0,30.4,Fair,5991.0,E-THERM;E-VIB,21.2,1
FLT-0011219,VEH-0038,2024-01-21 12:03:01,32.4,498.25,1046,98.0,2.0,62.1,86.5,3.225,5.69,66.7,19.4,Good,6359.0,E-BATT,15.7,0
FLT-0040574,VEH-0136,2024-03-14 00:00:00,22.5,216.05,453,98.2,18.2,85.6,78.7,1.737,5.38,154.9,32.3,Fair,6264.0,,1.1,0
FLT-0034562,VEH-0115,2024-12-06 19:45:52,30.4,699.31,1468,90.6,5.0,49.1,,2.605,2.19,120.8,13.9,Good,6661.0,E-BATT,9.7,0
FLT-0004719,VEH-0017,2024-05-01 22:22:51,28.6,260.33,546,91.1,6.3,76.2,78.3,2.916,2.45,135.9,2.7,Good,6394.0,E-BATT,5.8,1
FLT-0008651,VEH-0029,2024-05-14 19:03:38,17.1,931.33,1955,88.5,47.7,40.0,79.6,2.979,0.74,153.1,6.9,Fair,5820.0,,14.4,1
FLT-0017579,VEH-0059,2024-02-15 11:47:00,20.1,855.78,1797,98.1,50.7,45.2,59.8,1.473,2.01,32.0,19.7,Good,6197.0,,5.5,0
FLT-0017841,VEH-0060,2024-03-16 16:16:00,4.6,333.29,699,95.8,84.7,76.2,61.6,1.485,1.79,97.3,24.6,Poor,6136.0,,37.1,0
FLT-0030976,VEH-0103,2024-01-09 07:39:53,35.9,893.86,1877,98.8,2.0,40.0,,3.671,4.71,148.9,15.2,Fair,5763.0,E-THERM;E-VIB;E-BATT,2.5,1
FLT-0024907,VEH-0083,2024-03-25 20:43:00,10.6,267.52,561,97.7,72.7,78.2,66.4,2.536,1.35,83.9,12.0,Good,6773.0,,13.2,0
FLT-0018421,VEH-0062,2024-05-06 23:40:11,12.7,139.96,293,99.4,47.0,81.8,89.2,3.725,4.76,90.3,18.8,Good,5588.0,E-THERM;E-VIB,1.1,0
FLT-0020140,VEH-0067,2024-11-16 19:02:31,20.1,220.13,462,96.9,27.7,77.1,91.3,3.42,3.29,102.7,27.2,Good,5996.0,E-THERM,20.3,0
FLT-0012716,VEH-0042,2024-08-15 23:10:34,17.5,451.22,947,92.8,44.6,60.2,95.6,3.74,1.41,141.7,32.8,Fair,6276.0,E-THERM;E-VIB;E-GPS,9.6,1
FLT-0030631,VEH-0102,2024-11-08 20:25:06,24.3,485.48,1019,90.1,41.5,62.7,72.9,2.541,0.25,69.0,33.9,Good,6560.0,,3.2,0
FLT-0017765,VEH-0060,2024-01-26 14:45:00,6.1,307.4,645,93.4,70.3,78.9,63.8,2.194,5.75,83.8,4.6,Good,6491.0,,22.1,0
FLT-0000693,VEH-0003,2024-07-18 18:52:41,35.6,420.92,883,93.6,2.0,64.0,86.6,3.393,4.75,80.3,19.6,Good,6637.0,E-BATT,7.8,0
FLT-0025355,VEH-0085,2024-01-27 19:54:07,20.1,171.09,359,98.0,54.4,82.6,72.5,2.344,0.66,155.2,40.7,Good,6432.0,,8.1,0
FLT-0029701,VEH-0099,2024-09-29 11:04:29,25.6,822.8,1727,98.8,12.4,40.0,82.8,3.477,2.83,82.7,2.7,Fair,6422.0,,13.1,1
FLT-0012665,VEH-0042,2024-08-07 21:05:45,6.6,431.88,906,90.4,60.3,62.3,98.4,4.75,5.5,106.8,13.7,Good,6582.0,E-THERM;E-VIB,41.7,1
FLT-0036147,VEH-0121,2024-04-17 08:31:28,19.1,504.1,1058,97.5,35.0,64.0,74.8,2.494,3.78,111.7,27.5,Good,5667.0,,9.2,0
FLT-0008629,VEH-0029,2024-01-05 20:22:05,16.9,922.52,1937,96.9,37.7,40.0,88.6,,3.28,122.2,5.9,Good,6360.0,E-THERM,11.3,1
FLT-0014560,VEH-0048,2024-04-02 10:54:46,15.9,844.35,1773,93.0,55.1,40.0,77.8,2.662,1.1,143.9,39.9,Good,6625.0,,10.1,0
FLT-0033300,VEH-0111,2024-05-09 00:00:00,28.7,304.9,640,97.1,22.8,78.0,72.9,2.134,2.29,79.6,40.5,Good,5842.0,,3.4,0
