Date,City Name,temp,Temp Unit,humidity_%,Precipitation (mm),wind_speed_kmph,Visibility_KM,condition,storm_alert
10-08-2024,Nagpur,15.4,,30,0.2,3.9,6.6,Sunny,N
2024-08-11,Nagpur,20.4,C,46,1.6,27.2,5.1,CLEAR,N
12-08-2024,Nagpur,20.2,C,61,24.6,6.7,4.7,Rain,N
13-08-2024,Nagpur,16.3,C,71,15.5,5.1,6.3,Heavy Rain,N
2024-08-14,Nagpur,17.6,,88,16.5,25.3,5.9,Rain,yes
2024-08-15,Nagpur,17.1,C,71,0.6,20.8,6.6,Cloudy,N
16-08-2024,Nagpur,20.2,C,58,1.9,29.0,12.0,Clear,N
2024-08-17,Nagpur,unknown,C,79,1.5,43.0,8.6,Clear,N
2024-08-18,Nagpur,15.7,,86,63.4,10.9,4.4,Thunderstorm,N
20-08-2024,Nagpur,12.7,C,34,0.1,19.3,8.0,Cloudy,N
21-08-2024,Nagpur,23.8,C,28,0.3,15.0,11.1,clear,N
22-08-2024,Nagpur,15.3,,41,1.6,44.1,10.1,Clear,N
2024-08-23,Nagpur,21.9,C,50,1.8,22.2,5.3,Clear,N
2024-08-24,Nagpur,22.6,C,58,47.2,6.6,8.2,Heavy Rain,N
2024-08-25,Nagpur,14.8,C,46,1.2,17.3,7.9,Cloudy,N
26-08-2024,Nagpur,15.1,,88,1.0,null,11.6,Cloudy,N
27-08-2024,Nagpur,16.8,,71,1.8,20.0,1.8,Fog,N
2024-08-28,Nagpur,62.1,,83,72.3,43.7,8.5,Rain,N
29-08-2024,Nagpur,15.4,C,47,21.7,38.9,8.6,rain,no
2024-08-30,Nagpur,56.0,F,54,0.8,18.3,8.6,Cloudy,N
31-08-2024,Nagpur,16.3,C,33,42.8,24.2,6.2,Thunderstorm,Y
01-09-2024,Nagpur,16.0,C,59,1.4,null,10.4,CLEAR,N
2024-09-02,Nagpur,22.7,,79,1.2,11.7,2.4,Fog,N
03-09-2024,Nagpur,15.1,C,57,0.9,4.6,9.6,Clear,N
2024-09-04,Nagpur,16.1,C,51,1.4,32.0,9.8,Clear,N
05-09-2024,Nagpur,13.2,C,91,57.3,12.0,5.6,Thunderstorm,N
2024-09-06,Nagpur,14.3,C,55,41.5,28.1,5.8,Rain,yes
07-09-2024,Nagpur,62.7,F,55,21.0,10.3,5.7,Heavy Rain,N
2024-09-08,Nagpur,18.7,C,98,1.3,-,6.0,Cloudy,N
2024-09-09,Nagpur,14.7,C,71,1.9,14.6,11.7,Clear,N
2024-09-10,Nagpur,15.0,C,N/A,0.7,16.9,9.7,Sunny,N
2024-09-11,Nagpur,14.1,C,80,0.6,21.5,10.1,Clear,N
2024-09-12,Nagpur,,C,80,0.5,5.8,5.7,Clear,N
13-09-2024,Nagpur,19.0,,30,0.1,4.0,6.4,Clear,N
2024-09-14,Nagpur,15.7,,53,41.0,8.0,4.3,rain,
15-09-2024,Nagpur,8.8,C,31,104.1,38.3,4.5,Rain,N
16-09-2024,Nagpur,13.6,C,92,12.9,41.4,4.5,Rain,N
17-09-2024,Nagpur,13.0,,50,1.5,20.1,10.0,Cloudy,N
18-09-2024,Nagpur,18.7,C,71,27.1,36.5,5.7,Rain,no
2024-09-19,Nagpur,16.9,C,44,25.1,40.8,8.4,Rain,N
2024-09-20,Nagpur,67.9,,53,0.7,30.7,10.9,Clear,N
21-09-2024,Nagpur,65.2,F,31,1.2,25.5,5.5,Cloudy,N
22-09-2024,Nagpur,59.3,F,93,0.3,27.0,9.1,Sunny,N
2024-09-23,Nagpur,13.6,C,34,117.4,15.7,4.1,Rain,yes
24-09-2024,Nagpur,-,C,57,74.2,44.1,7.1,Heavy Rain,yes
2024-09-25,Nagpur,19.0,,62,0.6,8.3,10.7,Clear,N
2024-09-26,Nagpur,15.6,C,94,0.1,18.8,2.6,Fog,N
27-09-2024,Nagpur,12.8,C,96,1.5,16.7,10.6,clear,N
2024-09-28,Nagpur,13.4,C,89,1.1,30.8,9.5,Sunny,N
2024-09-29,Nagpur,12.7,C,79,1.3,35.9,10.6,Sunny,N
30-09-2024,Nagpur,17.7,C,59,17.2,26.9,6.2,Thunderstorm,yes
2024-10-01,Nagpur,67.6,,77,0.9,25.6,7.3,Clear,N
02-10-2024,Nagpur,15.0,C,52,1.5,42.5,2.8,Fog,N
03-10-2024,Nagpur,18.3,,46,1.5,32.4,8.3,Cloudy,N
04-10-2024,Nagpur,17.9,C,34,29.5,26.6,11.2,Rain,yes
2024-10-05,Nagpur,14.6,C,55,58.3,17.7,10.1,Rain,no
06-10-2024,Nagpur,19.3,,47,67.2,13.1,6.7,Heavy Rain,Y
2024-10-07,Nagpur,12.1,C,91,0.9,7.8,10.0,clear,N
08-10-2024,Nagpur,63.6,F,69,41.6,15.8,8.6,Thunderstorm,no
09-10-2024,Nagpur,16.0,C,45,1.5,30.1,7.3,Cloudy,N
2024-10-10,Nagpur,23.0,C,97,1.4,37.4,12.0,Clear,N
2024-10-11,Nagpur,14.2,C,94,0.4,34.8,10.0,Clear,N
12-10-2024,Nagpur,15.0,C,73,78.5,34.1,5.2,Rain,N
13-10-2024,Nagpur,17.1,C,81,104.8,34.3,6.4,Rain,
2024-10-14,Nagpur,51.9,F,null,1.7,26.9,10.7,Clear,N
15-10-2024,Nagpur,65.4,F,45,1.4,25.3,5.8,Cloudy,N
16-10-2024,Nagpur,14.7,C,69,0.4,43.8,10.4,Clear,N
2024-10-17,Nagpur,11.7,C,72,0.6,35.5,10.0,Cloudy,N
2024-10-18,Nagpur,20.1,,48,0.3,27.8,7.6,Cloudy,N
2024-10-19,Nagpur,15.1,C,62,51.0,24.4,9.3,Heavy Rain,Y
20-10-2024,Nagpur,14.5,C,59,55.3,5.8,10.0,Heavy Rain,Y
2024-10-21,Nagpur,22.4,,95,1.3,16.0,9.9,Cloudy,N
22-10-2024,Nagpur,18.4,C,77,0.2,38.5,9.6,Clear,N
23-10-2024,Nagpur,61.3,F,58,0.4,35.5,11.9,Cloudy,N
2024-10-24,Nagpur,18.6,C,77,2.0,10.2,4.3,Cloudy,N
25-10-2024,Nagpur,15.0,C,78,43.5,31.2,4.3,Rain,Y
2024-10-26,Nagpur,14.6,,75,0.8,4.2,5.1,Clear,N
2024-10-27,Nagpur,14.9,C,67,0.7,6.0,1.7,Fog,N
2024-10-28,Nagpur,17.1,C,53,0.6,31.2,11.6,Cloudy,N
29-10-2024,Nagpur,11.9,C,31,25.4,null,5.9,Rain,
30-10-2024,Nagpur,18.7,C,95,18.6,27.3,5.9,Heavy Rain,yes
31-10-2024,Nagpur,18.6,C,86,0.4,9.7,11.1,Cloudy,N
01-11-2024,Nagpur,16.1,,93,0.9,5.0,5.1,Clear,N
2024-11-02,Nagpur,13.9,C,72,0.7,17.4,9.6,CLEAR,N
2024-11-03,Nagpur,15.4,C,62,42.0,5.0,7.8,Rain,no
2024-11-04,Nagpur,55.1,F,83,62.5,36.2,11.5,rain,yes
2024-11-05,Nagpur,11.5,C,36,1.9,28.8,5.9,Cloudy,N
2024-11-06,Nagpur,15.1,C,31,1.3,38.0,8.2,clear,N
2024-11-07,Nagpur,20.2,,53,2.0,39.5,11.3,Clear,N
2024-11-08,Nagpur,17.3,,40,63.1,28.2,10.7,Rain,N
09-11-2024,Nagpur,64.0,F,44,39.8,31.6,7.5,Thunderstorm,no
2024-11-10,Nagpur,13.6,C,80,1.6,30.2,10.3,clear,N
2024-11-11,Nagpur,13.0,C,57,0.1,15.7,7.8,clear,N
12-11-2024,Nagpur,19.9,C,44,70.9,19.4,11.0,Rain,Y
13-11-2024,Nagpur,14.0,,63,0.3,42.9,10.5,clear,N
2024-11-14,Nagpur,19.9,C,  ,25.4,4.0,9.8,Rain,Y
15-11-2024,Nagpur,13.0,C,31,0.1,41.4,6.8,Clear,N
2024-11-16,Nagpur,22.3,,73,0.3,19.1,9.7,Sunny,N
17-11-2024,Nagpur,21.1,,-,1.7,15.1,0.7,Fog,N
2024-11-18,Nagpur,16.4,C,32,1.9,2.0,5.8,clear,N
19-11-2024,Nagpur,22.0,C,97,1.3,43.7,8.8,Clear,N
2024-11-20,Nagpur,23.3,,79,0.0,38.7,11.1,Cloudy,N
2024-11-21,Nagpur,20.0,C,31,0.2,24.0,10.0,Sunny,N
2024-11-22,Nagpur,64.9,F,48,67.5,19.4,9.1,rain,N
2024-11-23,Nagpur,18.2,C,95,36.9,41.1,5.4,rain,N
2024-11-24,Nagpur,22.1,C,98,1.9,6.7,4.7,Cloudy,N
25-11-2024,Nagpur,62.4,F,80,0.1,36.0,8.9,Cloudy,N
26-11-2024,Nagpur,20.9,,43,0.5,2.7,6.8,Sunny,N
2024-11-28,Nagpur,21.9,C,68,43.7,42.1,7.2,Heavy Rain,N
2024-11-29,Nagpur,22.1,,86,0.5,35.8,11.4,Cloudy,N
30-11-2024,Nagpur,21.8,C,35,1.3,24.0,9.7,Clear,N
2024-12-01,Nagpur,19.8,C,unknown,0.0,34.5,2.0,Fog,N
02-12-2024,Nagpur,55.3,F,34,1.4,44.6,7.9,CLEAR,N
03-12-2024,Nagpur,22.1,C,NA,0.6,12.0,8.8,clear,N
2024-12-04,Nagpur,16.8,C,55,1.3,9.5,9.8,Clear,N
2024-12-05,Nagpur,20.8,C,55,1.5,4.6,10.2,Sunny,N
06-12-2024,Nagpur,23.5,C,72,0.6,12.3,5.9,Sunny,N
07-12-2024,Nagpur,73.3,F,94,82.0,  ,6.3,Thunderstorm,
08-12-2024,Nagpur,69.4,F,82,0.8,5.7,2.1,Fog,N
2024-12-09,Nagpur,20.4,C,78,1.5,40.8,5.0,Cloudy,N
2024-12-10,Nagpur,27.3,C,74,0.3,29.8,9.4,Cloudy,N
11-12-2024,Nagpur,21.0,C,81,36.3,35.8,11.7,Rain,no
2024-12-12,Nagpur,-,,53,0.8,6.6,9.6,Cloudy,N
2024-12-13,Nagpur,22.1,C,64,1.9,33.0,11.1,Clear,N
2024-12-14,Nagpur,26.2,,unknown,108.2,21.2,5.7,Thunderstorm,N
2024-12-15,Nagpur,22.8,,61,2.0,6.8,10.0,Cloudy,N
16-12-2024,Nagpur,25.7,C,98,46.3,12.6,10.3,Thunderstorm,yes
2024-12-17,Nagpur,21.6,C,96,1.1,17.2,8.8,CLEAR,N
18-12-2024,Nagpur,20.4,C,86,1.7,15.8,9.7,Clear,N
2024-12-19,Nagpur,21.3,,33,1.8,29.4,11.5,CLEAR,N
2024-12-20,Nagpur,,C,34,1.5,31.2,8.4,Cloudy,N
2024-12-21,Nagpur,24.9,C,40,1.8,19.7,4.7,Clear,N
22-12-2024,Nagpur,16.7,,32,1.3,37.2,6.3,Clear,N
2024-12-23,Nagpur,23.9,C,37,0.8,18.4,4.5,Cloudy,N
2024-12-24,Nagpur,18.4,C,46,1.3,4.6,7.4,Sunny,N
25-12-2024,Nagpur,19.2,C,51,1.1,14.4,9.1,Cloudy,N
2024-12-26,Nagpur,26.0,C,74,1.4,18.4,11.6,Clear,N
2024-12-28,Nagpur,74.8,F,64,1.5,37.0,10.7,Clear,N
29-12-2024,Nagpur,17.0,,85,1.5,19.7,4.4,Clear,N
2024-12-30,Nagpur,25.5,C,86,0.8,36.1,9.2,Clear,N
2024-12-31,Nagpur,23.1,C,86,1.7,18.1,7.1,Clear,N
2025-01-01,Nagpur,78.7,,52,0.6,35.0,9.8,Cloudy,N
2025-01-02,Nagpur,20.2,C,69,1.3,7.1,4.7,Clear,N
2025-01-03,Nagpur,25.2,C,96,0.4,33.0,8.4,Sunny,N
2025-01-04,Nagpur,22.1,,52,12.4,8.5,8.1,Heavy Rain,N
2025-01-05,Nagpur,27.9,C,35,1.1,39.7,10.4,Sunny,N
2025-01-06,Nagpur,29.4,C,77,0.7,8.2,8.5,Clear,N
07-01-2025,Nagpur,28.1,C,36,1.8,11.3,6.7,Cloudy,N
2025-01-08,Nagpur,23.4,C,91,34.9,14.4,10.7,Rain,N
09-01-2025,Nagpur,27.4,C,85,15.4,34.5,11.9,Rain,N
2025-01-10,Nagpur,25.4,C,-,77.0,-,9.9,Rain,N
2025-01-11,Nagpur,19.2,,28,1.7,27.5,5.3,Sunny,N
12-01-2025,Nagpur,21.5,C,34,0.9,33.7,5.2,Cloudy,N
13-01-2025,Nagpur,72.3,,90,1.6,31.6,5.5,Clear,N
2025-01-14,Nagpur,30.9,C,86,96.8,15.6,10.4,Rain,N
2025-01-15,Nagpur,28.7,,73,0.6,28.3,10.8,Clear,N
16-01-2025,Nagpur,80.4,F,43,0.5,35.2,9.8,Sunny,N
17-01-2025,Nagpur,28.9,C,72,1.7,unknown,6.5,Cloudy,N
18-01-2025,Nagpur,25.2,C,52,100.2,40.3,7.1,Thunderstorm,N
2025-01-19,Nagpur,23.7,C,46,0.9,27.4,8.1,Cloudy,N
2025-01-20,Nagpur,26.3,C,74,0.5,8.9,11.1,Clear,N
21-01-2025,Nagpur,27.2,C,86,24.2,28.4,5.2,rain,Y
2025-01-22,Nagpur,-,,88,0.6,24.1,9.6,Cloudy,N
23-01-2025,Nagpur,24.0,C,55,1.4,14.4,6.0,Clear,N
24-01-2025,Nagpur,29.1,C,40,1.7,11.1,6.8,Cloudy,N
2025-01-25,Nagpur,25.3,C,51,1.7,17.8,11.3,Cloudy,N
2025-01-26,Nagpur,27.4,,34,0.1,10.8,11.2,Cloudy,N
2025-01-27,Nagpur,25.8,,59,1.1,44.3,6.2,Clear,N
2025-01-28,Nagpur,26.7,,35,78.0,24.2,6.2,Rain,N
29-01-2025,Nagpur,29.3,C,74,7.5,12.0,11.9,Thunderstorm,no
2025-01-30,Nagpur,28.5,C,47,1.2,10.9,8.3,Cloudy,N
31-01-2025,Nagpur,34.8,C,66,8.7,13.7,5.8,Rain,N
01-02-2025,Nagpur,31.3,C,79,1.6,34.4,9.9,Cloudy,N
02-02-2025,Nagpur,23.2,C,36,1.0,10.3,7.4,Clear,N
03-02-2025,Nagpur,82.4,F,86,24.7,17.6,5.1,Heavy Rain,N
2025-02-04,Nagpur,27.6,,29,0.9,17.9,9.4,Cloudy,N
2025-02-05,Nagpur,31.3,,41,0.7,21.0,6.9,CLEAR,N
2025-02-06,Nagpur,25.4,C,52,57.6,6.4,8.8,Heavy Rain,N
07-02-2025,Nagpur,28.5,C,48,0.3,34.9,6.3,Clear,N
08-02-2025,Nagpur,24.3,C,81,20.0,6.0,4.6,Heavy Rain,no
2025-02-09,Nagpur,28.0,C,86,1.9,25.5,6.1,Sunny,N
10-02-2025,Nagpur,33.8,C,46,79.6,2.2,5.3,Rain,N
11-02-2025,Nagpur,30.6,C,79,16.3,41.2,6.5,Rain,yes
12-02-2025,Nagpur,22.9,C,32,1.2,5.4,8.1,Clear,N
2025-02-13,Nagpur,31.7,C,59,11.5,3.5,8.1,Rain,Y
14-02-2025,Nagpur,79.4,F,65,1.3,30.3,8.8,Cloudy,N
2025-02-15,Nagpur,30.9,C,94,1.2,30.7,7.8,Sunny,N
16-02-2025,Nagpur,25.0,C,76,0.8,13.6,7.4,Cloudy,N
2025-02-17,Nagpur,30.6,,-,1.9,17.8,9.1,Clear,N
18-02-2025,Nagpur,28.5,C,75,33.4,4.4,11.1,Rain,
19-02-2025,Nagpur,28.0,C,93,1.6,2.9,4.1,Cloudy,N
20-02-2025,Nagpur,33.2,C,83,1.4,39.4,5.3,Clear,N
2025-02-22,Nagpur,89.3,F,71,1.9,38.1,1.6,Fog,N
2025-02-23,Nagpur,33.3,C,null,0.9,39.8,9.8,clear,N
2025-02-24,Nagpur,28.4,,94,1.5,34.4,6.8,clear,N
25-02-2025,Nagpur,28.2,,58,1.8,24.8,6.0,clear,N
26-02-2025,Nagpur,30.0,C,59,0.6,14.0,6.5,Clear,N
2025-02-27,Nagpur,86.6,F,73,55.0,29.0,11.1,Rain,N
2025-02-28,Nagpur,31.1,C,84,94.4,30.5,11.7,Rain,N
2025-03-01,Nagpur,27.4,,39,1.3,4.1,5.5,Sunny,N
2025-03-02,Nagpur,25.9,,83,1.4,unknown,7.4,Clear,N
2025-03-03,Nagpur,30.3,,-,98.0,33.5,10.0,Thunderstorm,
2025-03-04,Nagpur,92.6,F,85,1.4,null,4.5,Clear,N
05-03-2025,Nagpur,31.8,,72,2.0,18.8,8.7,Clear,N
2025-03-06,Nagpur,85.2,,45,1.9,3.7,7.5,Clear,N
07-03-2025,Nagpur,32.6,C,87,1.2,33.6,8.0,Sunny,N
08-03-2025,Nagpur,29.6,C,67,0.1,40.9,4.3,clear,N
09-03-2025,Nagpur,27.3,C,unknown,38.6,39.5,5.4,rain,N
2025-03-10,Nagpur,29.5,C,75,103.9,33.7,7.4,Rain,
11-03-2025,Nagpur,27.9,C,98,0.4,44.8,8.0,Cloudy,N
2025-03-12,Nagpur,NA,F,69,20.3,32.4,8.2,Rain,yes
2025-03-13,Nagpur,34.5,C,29,0.4,32.7,10.2,Cloudy,N
14-03-2025,Nagpur,27.0,C,44,96.5,15.7,5.9,Heavy Rain,Y
15-03-2025,Nagpur,28.7,C,69,0.8,38.5,2.0,Fog,N
2025-03-16,Nagpur,29.3,C,81,111.2,35.4,11.4,Thunderstorm,yes
17-03-2025,Nagpur,27.8,C,84,0.4,25.6,10.0,Cloudy,N
18-03-2025,Nagpur,92.3,,44,1.9,27.1,1.6,Fog,N
2025-03-19,Nagpur,35.1,,92,0.1,13.2,11.9,Clear,N
20-03-2025,Nagpur,30.2,,46,1.0,17.1,6.2,Cloudy,N
21-03-2025,Nagpur,32.2,C,71,105.8,2.3,8.0,Heavy Rain,no
2025-03-22,Nagpur,36.3,C,36,41.2,10.0,6.6,Heavy Rain,N
23-03-2025,Nagpur,31.4,C,82,1.1,10.0,7.8,Sunny,N
2025-03-24,Nagpur,28.3,,94,1.3,24.1,11.7,Sunny,N
25-03-2025,Nagpur,31.6,C,88,65.6,2.8,9.5,Rain,yes
2025-03-26,Nagpur,26.2,C,42,2.0,26.9,10.9,Cloudy,N
27-03-2025,Nagpur,87.1,F,56,64.7,43.5,7.9,Rain,N
28-03-2025,Nagpur,29.0,C,68,1.1,35.3,10.5,Clear,N
29-03-2025,Nagpur,26.4,,70,0.5,35.3,9.9,Cloudy,N
30-03-2025,Nagpur,34.8,C,39,0.8,13.2,11.3,Clear,N
2025-03-31,Nagpur,37.6,C,null,2.0,41.6,9.2,Clear,N
2025-04-01,Nagpur,85.3,,67,0.4,11.7,8.0,Cloudy,N
2025-04-02,Nagpur,29.0,C,74,1.7,12.6,10.1,Clear,N
03-04-2025,Nagpur,32.3,C,95,1.1,10.1,6.9,Clear,N
2025-04-04,Nagpur,29.8,,77,1.7,25.8,7.0,Clear,N
2025-04-05,Nagpur,33.9,,36,65.6,4.0,9.0,Rain,no
06-04-2025,Nagpur,27.6,C,32,0.4,37.8,4.2,Clear,N
07-04-2025,Nagpur,31.9,C,37,0.3,26.4,7.2,Sunny,N
08-04-2025,Nagpur,31.5,C,87,1.6,5.9,4.2,Cloudy,N
09-04-2025,Nagpur,30.5,C,95,47.9,32.3,7.0,Heavy Rain,no
10-04-2025,Nagpur,92.3,F,58,115.6,5.5,6.5,rain,yes
11-04-2025,Nagpur,25.1,C,52,1.5,42.1,6.9,Cloudy,N
12-04-2025,Nagpur,89.9,F,54,71.4,36.0,10.2,Heavy Rain,N
13-04-2025,Nagpur,38.4,C,98,0.5,33.6,7.0,Sunny,N
14-04-2025,Nagpur,31.3,,52,1.3,2.1,8.2,Sunny,N
2025-04-15,Nagpur,28.6,,98,46.2,15.0,6.4,Rain,
16-04-2025,Nagpur,36.0,C,33,1.9,14.1,11.2,Cloudy,N
2025-04-17,Nagpur,33.9,C,32,13.6,25.1,5.7,Rain,no
2025-04-18,Nagpur,90.0,F,65,0.6,13.7,5.5,Clear,N
2025-04-19,Nagpur,76.2,F,68,58.8,30.6,9.7,Rain,N
2025-04-20,Nagpur,27.5,,90,0.1,29.9,4.1,CLEAR,N
2025-04-21,Nagpur,80.4,F,43,0.5,11.1,2.1,Fog,N
2025-04-22,Nagpur,31.4,C,52,1.8,27.9,8.8,Cloudy,N
23-04-2025,Nagpur,33.4,C,33,2.0,31.6,6.4,Cloudy,N
2025-04-24,Nagpur,32.6,C,81,44.9,6.2,9.8,Rain,N
2025-04-25,Nagpur,32.3,C,89,1.5,28.6,7.2,Clear,N
26-04-2025,Nagpur,28.0,C,84,0.6,13.3,5.0,Sunny,N
27-04-2025,Nagpur,34.0,C,94,1.9,7.3,7.2,CLEAR,N
2025-04-28,Nagpur,32.8,C,73,1.5,10.1,8.3,CLEAR,N
29-04-2025,Nagpur,-,C,51,1.5,44.5,4.6,Clear,N
2025-04-30,Nagpur,26.9,,97,117.5,27.5,9.2,rain,N
01-05-2025,Nagpur,29.9,,48,34.1,22.4,7.6,Thunderstorm,yes
02-05-2025,Nagpur,27.0,C,62,1.3,N/A,9.9,Cloudy,N
03-05-2025,Nagpur,33.6,,81,0.3,40.9,9.6,Clear,N
04-05-2025,Nagpur,85.9,F,-,0.9,16.2,5.0,Sunny,N
05-05-2025,Nagpur,27.4,C,29,1.0,9.3,7.1,Cloudy,N
06-05-2025,Nagpur,32.2,C,73,0.5,8.7,11.0,Cloudy,N
07-05-2025,Nagpur,33.8,C,63,0.4,8.3,4.5,Cloudy,N
08-05-2025,Nagpur,29.4,C,78,1.7,21.7,9.9,Clear,N
2025-05-09,Nagpur,31.0,C,41,0.3,38.1,2.5,Fog,N
2025-05-10,Nagpur,31.6,C,45,1.7,19.2,6.4,clear,N
2025-05-11,Nagpur,27.7,C,84,64.1,3.2,9.8,Rain,N
12-05-2025,Nagpur,30.1,C,71,1.8,2.3,6.6,Cloudy,N
13-05-2025,Nagpur,28.6,C,51,0.3,36.3,8.3,Clear,N
14-05-2025,Nagpur,29.3,C,86,1.0,30.9,11.5,Cloudy,N
15-05-2025,Nagpur,93.8,,83,8.2,6.5,7.2,Thunderstorm,yes
16-05-2025,Nagpur,-,C,83,103.0,42.9,9.6,rain,yes
2025-05-17,Nagpur,28.0,C,62,0.7,42.3,5.9,Sunny,N
18-05-2025,Nagpur,29.9,C,30,72.7,37.4,11.9,Heavy Rain,N
19-05-2025,Nagpur,28.2,C,88,101.6,10.4,11.5,Heavy Rain,
20-05-2025,Nagpur,32.6,C,73,1.4,13.5,6.3,Clear,N
2025-05-21,Nagpur,33.7,C,41,0.7,3.3,7.9,Cloudy,N
22-05-2025,Nagpur,32.0,C,82,2.0,3.7,7.1,Cloudy,N
23-05-2025,Nagpur,92.9,F,38,23.1,44.0,10.5,Rain,N
24-05-2025,Nagpur,26.8,,93,1.6,22.0,8.4,CLEAR,N
2025-05-25,Nagpur,30.8,C,93,62.3,8.7,8.0,rain,Y
2025-05-26,Nagpur,26.5,C,32,0.7,6.9,8.2,Clear,N
2025-05-27,Nagpur,26.4,C,40,1.0,35.0,8.1,Clear,N
28-05-2025,Nagpur,29.6,C,64,0.1,39.9,7.5,Cloudy,N
2025-05-29,Nagpur,26.5,C,42,37.2,32.8,8.8,rain,Y
2025-05-30,Nagpur,32.3,C,96,0.1,32.2,7.6,CLEAR,N
2025-05-31,Nagpur,30.5,,84,0.3,39.0,7.5,Clear,N
01-06-2025,Nagpur,24.9,C,94,1.6,19.8,4.1,clear,N
2025-06-02,Nagpur,32.4,C,94,2.0,9.0,7.0,Cloudy,N
03-06-2025,Nagpur,28.7,C,51,1.8,15.7,7.4,Sunny,N
04-06-2025,Nagpur,27.3,C,64,1.2,31.0,11.1,Cloudy,N
05-06-2025,Nagpur,23.4,,30,1.3,38.9,7.0,Clear,N
2025-06-06,Nagpur,31.9,C,55,78.7,19.5,4.1,Rain,yes
07-06-2025,Nagpur,27.5,C,88,0.8,31.4,1.8,Fog,N
2025-06-08,Nagpur,83.0,F,98,1.1,11.6,6.8,CLEAR,N
2025-06-09,Nagpur,28.8,C,43,0.8,11.5,9.5,Clear,N
2025-06-10,Nagpur,23.7,,50,1.7,18.3,10.3,Cloudy,N
11-06-2025,Nagpur,25.7,,67,0.6,3.6,7.0,Clear,N
2025-06-12,Nagpur,20.5,,55,1.7,44.4,11.6,Clear,N
13-06-2025,Nagpur,19.5,C,34,109.7,40.2,9.9,Rain,
2025-06-14,Nagpur,26.4,C,68,82.3,2.8,8.6,Rain,no
2025-06-15,Nagpur,26.6,C,,72.5,26.3,6.7,Rain,yes
2025-06-16,Nagpur,26.3,C,96,1.3,25.8,5.4,Cloudy,N
17-06-2025,Nagpur,24.8,C,31,29.1,18.9,5.3,Thunderstorm,N
2025-06-18,Nagpur,81.7,F,61,21.7,25.0,6.9,Rain,N
19-06-2025,Nagpur,29.9,,88,0.1,3.1,10.4,Sunny,N
20-06-2025,Nagpur,25.4,C,41,1.6,10.7,6.4,Cloudy,N
2025-06-21,Nagpur,22.9,C,33,1.4,22.0,11.2,Clear,N
22-06-2025,Nagpur,26.6,C,84,0.8,16.5,8.8,Clear,N
2025-06-23,Nagpur,19.0,,69,1.1,8.4,5.1,Cloudy,N
2025-06-24,Nagpur,26.3,C,65,1.6,24.8,9.7,clear,N
2025-06-25,Nagpur,28.1,C,83,1.4,27.4,6.1,Sunny,N
2025-06-26,Nagpur,26.3,,44,0.8,33.1,4.5,Sunny,N
28-06-2025,Nagpur,20.5,C,54,59.3,2.8,5.0,Heavy Rain,Y
29-06-2025,Nagpur,21.2,C,42,1.0,5.8,7.1,Sunny,N
2025-06-30,Nagpur,25.6,C,85,1.4,12.4,6.3,Cloudy,N
2025-07-01,Nagpur,24.0,C,NA,1.3,10.2,8.8,Sunny,N
01-01-2024,Visakhapatnam,21.9,C,NA,0.3,36.1,7.1,Clear,N
2024-01-02,Visakhapatnam,66.7,,84,1.8,13.4,4.7,Clear,N
03-01-2024,Visakhapatnam,30.1,C,45,0.2,23.8,8.2,Clear,N
04-01-2024,Visakhapatnam,68.9,F,87,0.9,19.1,4.5,Cloudy,N
05-01-2024,Visakhapatnam,23.1,,74,0.1,23.1,7.9,Sunny,N
06-01-2024,Visakhapatnam,25.0,C,65,0.1,29.4,4.1,Sunny,N
2024-01-07,Visakhapatnam,24.2,C,86,107.7,31.2,10.8,Rain,yes
08-01-2024,Visakhapatnam,26.4,C,35,1.5,30.0,6.7,Clear,N
09-01-2024,Visakhapatnam,22.8,C,74,0.2,14.6,8.1,clear,N
10-01-2024,Visakhapatnam,75.0,,85,0.6,39.5,2.7,Fog,N
2024-01-11,Visakhapatnam,26.3,C,90,30.8,32.5,7.2,Thunderstorm,yes
2024-01-12,Visakhapatnam,17.8,,56,77.5,35.3,8.0,Rain,N
2024-01-13,Visakhapatnam,25.7,C,50,0.1,15.7,4.3,Clear,N
2024-01-14,Visakhapatnam,29.2,C,86,1.0,2.1,6.4,Sunny,N
2024-01-15,Visakhapatnam,19.9,C,92,0.4,null,0.6,Fog,N
16-01-2024,Visakhapatnam,27.1,,36,92.0,39.8,11.7,Rain,N
17-01-2024,Visakhapatnam,86.9,F,95,0.1,11.5,4.2,Clear,N
2024-01-18,Visakhapatnam,27.4,C,-,0.9,4.9,10.1,Cloudy,N
19-01-2024,Visakhapatnam,85.0,F,91,55.5,20.5,11.1,Thunderstorm,Y
20-01-2024,Visakhapatnam,23.7,C,58,1.1,29.2,8.8,Clear,N
2024-01-21,Visakhapatnam,25.4,C,37,1.6,8.3,8.4,Clear,N
22-01-2024,Visakhapatnam,28.2,C,63,0.2,19.2,5.9,Sunny,N
2024-01-23,Visakhapatnam,23.5,C,40,1.5,17.0,11.3,Clear,N
2024-01-24,Visakhapatnam,28.7,C,86,1.9,20.6,10.4,Cloudy,N
2024-01-25,Visakhapatnam,27.7,,63,1.0,-,6.2,CLEAR,N
26-01-2024,Visakhapatnam,29.4,C,84,0.5,8.9,10.0,Clear,N
2024-01-28,Visakhapatnam,78.5,F,unknown,1.9,15.5,9.1,Clear,N
